MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ATTRIBUTE_Station	ATTRIBUTE_FilterSize	ATTRIBUTE_Depth	UniqueSubjectID.1	Unnamed: 35	Filter_name	Station	Depth[m]	Feature	Date	FilterSize(um)	Filtercolor	Comment	Labels_metabolomics	Seemsemptyafternegativerun	Ordertoprocess	Jacileastpriority	#Teflonvial	DateExtractionStep1	CommentExtractionStep1	DateExtractionStep2	CommentsExtractionStep2	PPLserial/lot#	DateExtractionStep3	CommentsExtractionStep3	MS_pos_ID	sampleID	Notes for rerunning	ATTRIBUTE_SampleType	Exclude	Category	Filter_size	Category_Filtersize	Category_Station	Category_vol	Filter_size_vol	Category_Filtersize_vol	Category_Station_vol	Deployment	Pump	Note	CombinedGaugeInitial	GFFGaugeInitial[FH#1]	SuporGaugeInitial[FH#2]	CombinedGaugeFinal	GFFGaugeFinal[25000020]	SuporGaugeFinal[25000022]	CombinedGaugeDifference	GFFGaugeDifference	SuporGaugeDifference
MSV000092225	3_1_80.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/10/2018	Mexico	not applicable	20|-106.12	-80.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-80.0	MSV000092225_not applicable	3_1_80.mzML	3_1_80	1.0	80.0	Almost no O2	6/10/2018	3.0			ETNP18_filter				2.0	5/3/2023	shiny yellow-brown with minor brown spotting			6636854-02			3_1_80.mzML	3_1_80		3		Surface	3	Surface_3	Surface_1	Surface	3.0	Surface_3	Surface_1	2.0	Horizontal		6466.0	9872.0	2969.0	6598.0	10102.0	3244.0	132.0	230.0	275.0
MSV000092225	3_2_100.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/15/2018	Mexico	not applicable	17.5|-107.12	-100.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-100.0	MSV000092225_not applicable	3_2_100.mzML	3_2_100	2.0	100.0	Almost no O2	6/15/2018	3.0	green/brown		ETNP18_filter		!		1.0	5/11/2023	pale opaque yellow pea-green				5/15/2023	may need to be desalinated	3_2_100.mzML	3_2_100		3		Surface	3	Surface_3	Surface_2	Surface	3.0	Surface_3	Surface_2	5.0	Vertical		206659.0	137258.0	67913.0	207560.0	137980.0	68080.0	901.0	722.0	167.0
MSV000092225	3_2_120.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/15/2018	Mexico	not applicable	17.5|-107.13	-120.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-120.0	MSV000092225_not applicable	3_2_120.mzML	3_2_120	2.0	120.0	Secondary Chl Max	6/15/2018	3.0	dark green with much deeper color than 0.2		ETNP18_filter	x	!		1.0	5/17/2023	Taken later after being thawed and lost for several days				5/18/2023		3_2_120.mzML	3_2_120		3		AMZ	3	AMZ_3	AMZ_2	AMZ	3.0	AMZ_3	AMZ_2	4.0	Horizontal		6599.0	10102.0	3249.0	6843.0	10892.0	3392.0	244.0	790.0	143.0
MSV000092225	3_2_180.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/15/2018	Mexico	not applicable	17.5|-107.14	-180.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-180.0	MSV000092225_not applicable	3_2_180.mzML	3_2_180	2.0	180.0	Incubation Expt Depth	6/15/2018	3.0	light brown		ETNP18_filter		!		5.0	5/2/2023	dark brown with some build up of larger spots			6636854-02			3_2_180.mzML	3_2_180		3		AMZ	3	AMZ_3	AMZ_2	AMZ	3.0	AMZ_3	AMZ_2	4.0	Vertical		205806.0	136653.0	67673.0	206659.0	137258.0	67913.0	853.0	605.0	240.0
MSV000092225	3_2_20.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/16/2018	Mexico	not applicable	17.5|-107.15	-20.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-20.0	MSV000092225_not applicable	3_2_20.mzML	3_2_20	2.0	20.0	Surface	6/16/2018	3.0	light yellow green	*Irina read these off gauges, did not get final tenth of L	ETNP18_filter		!	4.0	5.0	5/3/2023	very faint shiny and consistent yellow cover			6636854-02			3_2_20.mzML	3_2_20		3		Surface	3	Surface_3	Surface_2	Surface	3.0	Surface_3	Surface_2	6.0	Horizontal	*Irina read these off gauges, did not get final tenth of L	7060.0	11520.0	3580.0	7193.0	11821.0	3804.0	133.0	301.0	224.0
MSV000092225	3_2_300.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/15/2018	Mexico	not applicable	17.5|-107.16	-300.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-300.0	MSV000092225_not applicable	3_2_300.mzML	3_2_300	2.0	300.0	Deep ODZ	6/15/2018	3.0	light brown/green		ETNP18_filter		!	2.0	3.0	5/15/2023	mostly consistent brown color, brown-black spotting				5/16/2023		3_2_300.mzML	3_2_300		3		AMZ	3	AMZ_3	AMZ_2	AMZ	3.0	AMZ_3	AMZ_2	3.0	Vertical		204799.0	135816.0	67508.0	205806.0	136653.0	67673.0	1007.0	837.0	165.0
MSV000092225	3_2_70.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/16/2018	Mexico	not applicable	17.5|-107.17	-70.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-70.0	MSV000092225_not applicable	3_2_70.mzML	3_2_70	2.0	70.0	Primary Chl max	6/16/2018	3.0	Pea green	*Irina read these off gauges, did not get final tenth of L	ETNP18_filter	x, insert out of place	!		2.0	5/8/2023	green-brown color, consistent cover			6636854-02	5/10/2023	took far longer than all the other filters from this day	3_2_70.mzML	3_2_70		3		Surface	3	Surface_3	Surface_2	Surface	3.0	Surface_3	Surface_2	6.0	Vertical	*Irina read these off gauges, did not get final tenth of L	207560.0	137980.0	68080.0	208112.0	138339.0	68279.0	552.0	359.0	199.0
MSV000092225	3_2_80.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/15/2018	Mexico	not applicable	17.5|-107.18	-80.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-80.0	MSV000092225_not applicable	3_2_80.mzML	3_2_80	2.0	80.0	Oxycline	6/15/2018	3.0	Pea green		ETNP18_filter	x			5.0	4/26/2023	light opaque yellow-(brown-green), no spotting		light yellow color remains after extraction	6636854-02			3_2_80.mzML	3_2_80		3		Surface	3	Surface_3	Surface_2	Surface	3.0	Surface_3	Surface_2	5.0	Horizontal		6843.0	10892.0	3392.0	7060.0	11520.0	3580.0	217.0	628.0	188.0
MSV000092225	3_3_130.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2018	Mexico	not applicable	17|-117	-130.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-130.0	MSV000092225_not applicable	3_3_130.mzML	3_3_130	3.0	130.0	Secondary Chl Max	6/17/2018	3.0	Pea green		ETNP18_filter		!		6.0	5/11/2023	shiny, pale but consistent brown-green color				5/15/2023	added internal standard? may need to be desalinated	3_3_130.mzML	3_3_130		3		AMZ	3	AMZ_3	AMZ_3	AMZ	3.0	AMZ_3	AMZ_3	9.0	Horizontal		7533.0	12673.0	4253.0	7762.0	13382.0	4421.0	229.0	709.0	168.0
MSV000092225	3_3_150.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2018	Mexico	not applicable	17|-118	-150.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-150.0	MSV000092225_not applicable	3_3_150.mzML	3_3_150	3.0	150.0	Incubation Expt Depth	6/17/2018	3.0	green/brown	*Irina read these off gauges, did not get final tenth of L	ETNP18_filter		!		8.0	4/26/2023	pale brown-green, slimy, some brown spots			6636854-02			3_3_150.mzML	3_3_150		3		AMZ	3	AMZ_3	AMZ_3	AMZ	3.0	AMZ_3	AMZ_3	8.0	Horizontal	*Irina read these off gauges, did not get final tenth of L	7390.0	12370.0	4000.0	7533.0	12673.0	4253.0	143.0	303.0	253.0
MSV000092225	3_3_180_20230523180413.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2018	Mexico	not applicable	17|-119	-180.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-180.0	MSV000092225_not applicable	3_3_180_20230523180413.mzML	3_3_180_x	3.0	180.0	ODZ below the Secondary Chl max	6/17/2018	3.0	dark green-brown		ETNP18_filter	x	!		8.0	5/3/2023	brown somewhat faint color change, some spotting			6636854-02			3_3_180_20230523180413.mzML	3_3_180_x	rerun accidentally	duplicate	x	AMZ	3	AMZ_3	AMZ_3	AMZ	3.0	AMZ_3	AMZ_3	9.0	Vertical		209071.0	139049.0	68518.0	209951.0	139737.0	68697.0	880.0	688.0	179.0
MSV000092225	3_3_180.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2018	Mexico	not applicable	17|-120	-180.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-180.0	MSV000092225_not applicable	3_3_180.mzML	3_3_180	3.0	180.0	ODZ below the Secondary Chl max	6/17/2018	3.0	dark green-brown		ETNP18_filter	x	!		8.0	5/3/2023	brown somewhat faint color change, some spotting			6636854-02			3_3_180.mzML	3_3_180	rerun accidentally	3	x	AMZ	3	AMZ_3	AMZ_3	AMZ	3.0	AMZ_3	AMZ_3	9.0	Vertical		209071.0	139049.0	68518.0	209951.0	139737.0	68697.0	880.0	688.0	179.0
MSV000092225	3_3_20.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2018	Mexico	not applicable	17|-121	-20.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-20.0	MSV000092225_not applicable	3_3_20.mzML	3_3_20	3.0	20.0	Surface	6/17/2018	3.0	very pale yellow-green	*Lost the digital data	ETNP18_filter		1		5.0	5/8/2023	almost no discernable color change. very faint yellow			6636854-02	5/10/2023		3_3_20.mzML	3_3_20		3		Surface	3	Surface_3	Surface_3	Surface	3.0	Surface_3	Surface_3	7.0	Horizontal	*Lost the digital data	7193.0	11821.0	3804.0	7390.0	12370.0	4000.0	197.0	549.0	196.0
MSV000092225	3_3_300_B.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2018	Mexico	not applicable	17|-122	-300.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-300.0	MSV000092225_not applicable	3_3_300_B.mzML	3_3_300	3.0	300.0	Deep ODZ	6/17/2018	3.0	brown/blackish		ETNP18_filter		!		8.0	5/2/2023	dark brown-black color			6636854-02			3_3_300_B.mzML	3_3_300_B		3		AMZ	3	AMZ_3	AMZ_3	AMZ	3.0	AMZ_3	AMZ_3	8.0	Vertical		208608.0	138825.0	68279.0	209071.0	139049.0	68518.0	463.0	224.0	239.0
MSV000092225	3_3_70_Blank.mzML	blank_analysis	blank_analysis	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2018	Mexico	not applicable	17|-123	-70.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-70.0	MSV000092225_not applicable	3_3_70_Blank.mzML	3_3_70_Blank	3.0	70.0	Primary Chl max	6/18/2018	3.0		failed pump, Supor Gauge Difference: 0	ETNP18_filter				5.0	3/9/2023	forgot internal std? probbaly not...						3_3_70_Blank.mzML	3_3_70_Blank		McLane_Blank		McLane_Blank	3_McLane_Filter	3_McLane_Filter	3_McLane_Filter																
MSV000092225	3_3_70.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2018	Mexico	not applicable	17|-124	-70.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-70.0	MSV000092225_not applicable	3_3_70.mzML	3_3_70	3.0	70.0	Primary Chl max	6/17/2018	3.0	yellow green		ETNP18_filter		!		6.0	5/15/2023	yellow color, consistent pale cover				5/16/2023		3_3_70.mzML	3_3_70		3		Surface	3	Surface_3	Surface_3	Surface	3.0	Surface_3	Surface_3	10.0	Horizontal		7762.0	13382.0	4421.0	7914.0	13758.0	4629.0	152.0	376.0	208.0
MSV000092225	3_3_90.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2018	Mexico	not applicable	17|-125	-90.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-90.0	MSV000092225_not applicable	3_3_90.mzML	3_3_90	3.0	90.0	Oxycline	6/17/2018	3.0	Pea green		ETNP18_filter	x	!		9.0	5/15/2023	consistent dull cover, yellow-brown color				5/16/2023		3_3_90.mzML	3_3_90		3		Surface	3	Surface_3	Surface_3	Surface	3.0	Surface_3	Surface_3	10.0	Vertical		209951.0	139737.0	68697.0	210809.0	140396.0	68890.0	858.0	659.0	193.0
MSV000092225	3_35_10.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/19/2018	Mexico	not applicable	18.5|-108.10	-10.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-10.0	MSV000092225_not applicable	3_35_10.mzML	3_3.5_10	3.5	10.0	Primary Chl max	6/19/2018	3.0		failed pump, Supor Gauge Difference: 23	ETNP18_filter		1	2.0	8.0	3/9/2023							3_35_10.mzML	3_35_10		3		Surface	3	Surface_3	Surface_3.5																
MSV000092225	3_35_25.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2018	Mexico	not applicable	18.5|-108.11	-25.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-25.0	MSV000092225_not applicable	3_35_25.mzML	3_3.5_25	3.5	25.0	Oxycline	6/20/2018	3.0	green reddish brown		ETNP18_filter		!		9.0	5/11/2023	brown color, thorough cover with some buildup				5/15/2023	a lot of yellow-brown material left on filter. may need to be desalinated	3_35_25.mzML	3_35_25		3		Surface	3	Surface_3	Surface_3.5	Surface	3.0	Surface_3	Surface_3.5	11.0	Vertical		210809.0	140396.0	68890.0	211633.0	141074.0	69029.0	824.0	678.0	139.0
MSV000092225	3_35_50.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2018	Mexico	not applicable	18.5|-108.12	-50.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-50.0	MSV000092225_not applicable	3_35_50.mzML	3_3.5_50	3.5	50.0	Secondary Chl Max	6/20/2018	3.0	very green		ETNP18_filter				8.0	5/8/2023	consistent dull cover, green-brown color			6636854-02	5/10/2023		3_35_50.mzML	3_35_50		3		Surface	3	Surface_3	Surface_3.5	SurfaceorAMZ	3.0	Surface_3	Surface_3.5	12.0	Horizontal		7945.0	13851.0	4652.0	8008.0	13950.0	4795.0	63.0	99.0	143.0
MSV000092225	3_35_80.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2018	Mexico	not applicable	18.5|-108.13	-80.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-80.0	MSV000092225_not applicable	3_35_80.mzML	3_3.5_80	3.5	80.0	Secondary Nitrite Max	6/20/2018	3.0	green/brown		ETNP18_filter				2.0	5/16/2023	consistent pale cover with some buildup, brown color				5/17/2023	took much longer than the others to filter	3_35_80.mzML	3_35_80		3		AMZ	3	AMZ_3	AMZ_3.5	AMZ	3.0	AMZ_3	AMZ_3.5	12.0	Vertical		211633.0	141074.0	69029.0	212499.0	141758.0	69205.0	866.0	684.0	176.0
MSV000092225	52_1_30.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/10/2018	Mexico	not applicable	20|-106.13	-30.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-30.0	MSV000092225_not applicable	52_1_30.mzML	52_1_30	1.0	30.0	Start Oxycline	6/10/2018	52.0			ETNP18_filter				3.0	5/2/2023	mostly clear with small green and brown spots			6636854-02			52_1_30.mzML	52_1_30		52		Surface	52	Surface_52	Surface_1	Surface	52.0	Surface_52	Surface_1	1.0	Horizontal		6359.0	9578.0	2854.0	6466.0	9872.0	2969.0	107.0	294.0	115.0
MSV000092225	52_1_300_20230524101046.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/10/2018	Mexico	not applicable	20|-106.14	-300.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-300.0	MSV000092225_not applicable	52_1_300_20230524101046.mzML	52_1_300	1.0	300.0	Deep ODZ	6/10/2018	52.0			ETNP18_filter			3.0	3.0	4/26/2023	light brown, very pale with brown spots			6636854-02			52_1_300_20230524101046.mzML	52_1_300	yes	52		AMZ	52	AMZ_52	AMZ_1	AMZ	52.0	AMZ_52	AMZ_1	2.0	Vertical		204160.0	135607.0	67093.0	204799.0	135816.0	67508.0	639.0	209.0	415.0
MSV000092225	52_1_300.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		Mexico	not applicable			not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter				MSV000092225_not applicable	52_1_300.mzML	52_1_300_empty																				52_1_300.mzML	52_1_300_empty	yes, run almost empty	excluded																					
MSV000092225	52_1_50.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/11/2018	Mexico	not applicable	20|-106.15	-50.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-50.0	MSV000092225_not applicable	52_1_50.mzML	52_1_50	1.0	50.0	Oxycline finish	6/11/2018	52.0		failed pump, Supor Gauge Difference: 0	ETNP18_filter		1	1.0	3.0	3/9/2023					05/18/	stopper not completly on, lost some drops of samples	52_1_50.mzML	52_1_50		52		Surface	52	Surface_52	Surface_1																
MSV000092225	52_1_80.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/10/2018	Mexico	not applicable	20|-106.16	-80.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-80.0	MSV000092225_not applicable	52_1_80.mzML	52_1_80	1.0	80.0	Almost no O2	6/10/2018	52.0			ETNP18_filter				3.0	5/3/2023	brown spots			6636854-02			52_1_80.mzML	52_1_80		52		Surface	52	Surface_52	Surface_1	Surface	52.0	Surface_52	Surface_1	2.0	Horizontal		6466.0	9872.0	2969.0	6598.0	10102.0	3244.0	132.0	230.0	275.0
MSV000092225	52_2_100.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/15/2018	Mexico	not applicable	17.5|-107.19	-100.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-100.0	MSV000092225_not applicable	52_2_100.mzML	52_2_100	2.0	100.0	Almost no O2	6/15/2018	52.0	pale light brown with specks		ETNP18_filter		!		2.0	5/11/2023	shiny mostly colorless, sparce black spotting				5/15/2023	may need to be desalinated	52_2_100.mzML	52_2_100		52		Surface	52	Surface_52	Surface_2	Surface	52.0	Surface_52	Surface_2	5.0	Vertical		206659.0	137258.0	67913.0	207560.0	137980.0	68080.0	901.0	722.0	167.0
MSV000092225	52_2_120.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/15/2018	Mexico	not applicable	17.5|-107.20	-120.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-120.0	MSV000092225_not applicable	52_2_120.mzML	52_2_120	2.0	120.0	Secondary Chl Max	6/15/2018	52.0	light yellow with brown sandy-looking specks		ETNP18_filter		!		4.0	5/11/2023	shiny, very faint brown hue. almost colorless				5/15/2023	may need to be desalinated	52_2_120.mzML	52_2_120		52		AMZ	52	AMZ_52	AMZ_2	AMZ	52.0	AMZ_52	AMZ_2	4.0	Horizontal		6599.0	10102.0	3249.0	6843.0	10892.0	3392.0	244.0	790.0	143.0
MSV000092225	52_2_180.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/15/2018	Mexico	not applicable	17.5|-107.21	-180.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-180.0	MSV000092225_not applicable	52_2_180.mzML	52_2_180	2.0	180.0	Incubation Expt Depth	6/15/2018	52.0	pale brown/yellow		ETNP18_filter		!		6.0	5/2/2023	mostly clear, slight brown-green color			6636854-02			52_2_180.mzML	52_2_180		52		AMZ	52	AMZ_52	AMZ_2	AMZ	52.0	AMZ_52	AMZ_2	4.0	Vertical		205806.0	136653.0	67673.0	206659.0	137258.0	67913.0	853.0	605.0	240.0
