MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	ATTRIBUTE_incubationtime	ATTRIBUTE_NCBITaxonomy	ATTRIBUTE_chem	ATTRIBUTE_concentration	Unnamed: 34
MSV000098191	Plate5_HT29_A8_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	2AP + DCA	100_uM	
MSV000098191	Plate5_HT29_B8_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	2AP + DCA	100_uM	
MSV000098191	Plate5_HT29_C8_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	2AP + DCA	100_uM	
MSV000098191	Plate5_HT29_D8_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	2AP + DCA	100_uM	
MSV000098191	Plate5_HepG2_E8_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	2AP + DCA	100_uM	
MSV000098191	Plate5_HepG2_F8_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	2AP + DCA	100_uM	
MSV000098191	Plate5_HepG2_G8_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	2AP + DCA	100_uM	
MSV000098191	Plate5_HepG2_H8_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	2AP + DCA	100_uM	
MSV000098191	Plate5_HT29_A9_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	DCA-2AP	100_uM	
MSV000098191	Plate5_HT29_B9_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	DCA-2AP	100_uM	
MSV000098191	Plate5_HT29_C9_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	DCA-2AP	100_uM	
MSV000098191	Plate5_HT29_D9_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	DCA-2AP	100_uM	
MSV000098191	Plate5_HepG2_E9_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	DCA-2AP	100_uM	
MSV000098191	Plate5_HepG2_F9_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	DCA-2AP	100_uM	
MSV000098191	Plate5_HepG2_G9_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	DCA-2AP	100_uM	
MSV000098191	Plate5_HepG2_H9_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	DCA-2AP	100_uM	
MSV000098191	Plate5_HT29_A10_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	PBS	100_uM	
MSV000098191	Plate5_HT29_B10_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	PBS	100_uM	
MSV000098191	Plate5_HT29_C10_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	PBS	100_uM	
MSV000098191	Plate5_HT29_D10_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	PBS	100_uM	
MSV000098191	Plate5_HepG2_E10_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	PBS	100_uM	
MSV000098191	Plate5_HepG2_F10_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	PBS	100_uM	
MSV000098191	Plate5_HepG2_G10_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	PBS	100_uM	
MSV000098191	Plate5_HepG2_H10_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	PBS	100_uM	
MSV000098191	Plate5_HT29_A11_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	Dopamine-C2:0	100_uM	
MSV000098191	Plate5_HT29_B11_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	Dopamine-C2:0	100_uM	
MSV000098191	Plate5_HT29_C11_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	Dopamine-C2:0	100_uM	
MSV000098191	Plate5_HT29_D11_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	Dopamine-C2:0	100_uM	
MSV000098191	Plate5_HepG2_E11_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	Dopamine-C2:0	100_uM	
MSV000098191	Plate5_HepG2_F11_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	Dopamine-C2:0	100_uM	
MSV000098191	Plate5_HepG2_G11_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	Dopamine-C2:0	100_uM	
MSV000098191	Plate5_HepG2_H11_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	Dopamine-C2:0	100_uM	
MSV000098191	Plate5_HT29_A12_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	Seratonine-C2:0	100_uM	
MSV000098191	Plate5_HT29_B12_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	Seratonine-C2:0	100_uM	
MSV000098191	Plate5_HT29_C12_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	Seratonine-C2:0	100_uM	
MSV000098191	Plate5_HT29_D12_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	Seratonine-C2:0	100_uM	
MSV000098191	Plate5_HepG2_E12_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	Seratonine-C2:0	100_uM	
MSV000098191	Plate5_HepG2_F12_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	Seratonine-C2:0	100_uM	
MSV000098191	Plate5_HepG2_G12_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	Seratonine-C2:0	100_uM	
MSV000098191	Plate5_HepG2_H12_0hr	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HepG2	not applicable	Colorectal_cancer_cells	HepG2	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	0hr	9606|Homo sapiens	Seratonine-C2:0	100_uM	
MSV000098191	QC_1.mzmL	blank	blank	QC	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	QC	not applicable	Colorectal_cancer_cells	QC	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	time_0h	9606|Homo sapiens	QC	0_uM	
MSV000098191	QC_2.mzmL	blank	blank	QC	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	QC	not applicable	Colorectal_cancer_cells	QC	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	time_0h	9606|Homo sapiens	QC	0_uM	
MSV000098191	QC_3.mzmL	blank	blank	QC	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	QC	not applicable	Colorectal_cancer_cells	QC	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	time_0h	9606|Homo sapiens	QC	0_uM	
MSV000098191	QC_4.mzmL	blank	blank	QC	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	QC	not applicable	Colorectal_cancer_cells	QC	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	time_0h	9606|Homo sapiens	QC	0_uM	
MSV000098191	QC_5.mzmL	blank	blank	QC	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	QC	not applicable	Colorectal_cancer_cells	QC	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	time_0h	9606|Homo sapiens	QC	0_uM	
MSV000098191	QC_6.mzmL	blank	blank	QC	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	QC	not applicable	Colorectal_cancer_cells	QC	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	time_0h	9606|Homo sapiens	QC	0_uM	
MSV000098191	Plate2_A1_0hr.mzML	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	time_0h	9606|Homo sapiens		PBS	0_uM
MSV000098191	Plate2_B1_0hr.mzML	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	time_0h	9606|Homo sapiens		PBS	0_uM
MSV000098191	Plate2_C1_0hr.mzML	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	time_0h	9606|Homo sapiens		PBS	0_uM
MSV000098191	Plate2_D1_0hr.mzML	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	time_0h	9606|Homo sapiens		PBS	0_uM
MSV000098191	Plate2_E1_0hr.mzML	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	time_0h	9606|Homo sapiens		PBS	0_uM
MSV000098191	Plate2_F1_0hr.mzML	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	time_0h	9606|Homo sapiens		PBS	0_uM
MSV000098191	Plate2_G1_0hr.mzML	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	time_0h	9606|Homo sapiens		PBS	0_uM
MSV000098191	Plate2_H1_0hr.mzML	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	time_0h	9606|Homo sapiens		PBS	0_uM
MSV000098191	Plate2_A2_0hr.mzML	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	time_0h	9606|Homo sapiens		Diet_standards	2_uM
MSV000098191	Plate2_B2_0hr.mzML	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	time_0h	9606|Homo sapiens		Diet_standards	2_uM
MSV000098191	Plate2_C2_0hr.mzML	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	time_0h	9606|Homo sapiens		Diet_standards	2_uM
MSV000098191	Plate2_D2_0hr.mzML	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	time_0h	9606|Homo sapiens		Diet_standards	2_uM
MSV000098191	Plate2_E2_0hr.mzML	culture_mamalian	culture_CRC_cells	9606|Homo sapiens	2024	liquid	methanol-water (7:3)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	HT29	not applicable	Colorectal_cancer_cells	HT29	not applicable	########	United States of America	not applicable	not applicable	not applicable	not applicable		not applicable	not applicable	not applicable	time_0h	9606|Homo sapiens		HDCA	2_uM
