MassiveID	filename	SampleType	NCBITaxonomy	UBERONBodyPartName	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SampleExtractionMethod
MSV000082852	160604_FHS_Eicosanoid_Plate_07_55.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_57.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_59.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_61.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_62.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_63.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_65.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_67.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_68.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_69.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_71.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_73.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_75.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_76.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_78.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_79.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_83.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_85.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_87.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_88.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_90.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_92.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_93.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160604_FHS_Eicosanoid_Plate_07_94.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_02.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_03.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_04.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_06.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_07.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_09.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_11.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_15.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_16.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_17.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_22.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_23.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_26.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_27.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_30.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_33.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_34.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_35.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_40.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_41.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_43.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_44.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_50.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_51.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_57.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_58.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_59.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_61.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_68.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_69.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_70.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_72.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_73.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_74.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_76.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_77.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_80.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_83.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_85.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_87.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_88.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_90.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_91.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_93.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160605_FHS_Eicosanoid_Plate_06_95.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_02.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_03.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_07.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_08.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_09.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_10.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_14.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_15.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_16.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_17.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_21.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_23.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_27.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_29.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_35.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_37.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_39.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_40.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_42.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_46.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_49.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_50.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_51.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_52.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_54.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_58.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_59.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_63.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_66.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_68.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_69.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_70.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_71.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_73.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_75.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_76.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_77.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_78.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_83.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_85.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_86.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_87.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160607_FHS_Eicosanoid_Plate_04_88.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_02.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_05.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_07.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_12.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_14.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_17.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_18.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_19.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_21.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_22.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_23.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_26.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_31.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_33.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_35.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_36.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_37.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_39.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_40.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_46.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_51.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_52.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_53.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_54.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_56.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_57.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_58.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
MSV000082852	160608_FHS_Eicosanoid_Plate_02_59.mzML	animal	9606|Homo sapiens	blood plasma	Q Exactive|MS:1001911	electrospray ionization (negative)	reverse phase (C18)	ethanol (100%)
