MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	id
MSV000090950	P1_F2_304_4.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	304.T4.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_304.T4.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	61
MSV000090950	P1_F3_319_4.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	319.T4.S	1.065041	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_319.T4.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	62
MSV000090950	P1_F4_335_8.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	335.T8.S	0.89803	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_335.T8.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	63
MSV000090950	P1_F5_311_8.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	311.T8.S	1.136227	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_311.T8.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	64
MSV000090950	P1_F6_307_12.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	307.T12.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_307.T12.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	65
MSV000090950	P1_F7_322_12.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	322.T12.S	0.999332	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_322.T12.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	66
MSV000090950	P1_F8_302_16.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	302.T16.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_302.T16.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	67
MSV000090950	P1_F9_307_16.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	307.T16.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_307.T16.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	68
MSV000090950	P1_F10_310_16.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	310.T16.S	1.136227	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_310.T16.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	69
MSV000090950	P1_F11_315_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	315.T20.S	1.065041	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_315.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	70
MSV000090950	P1_F12_Blank_2.mzML	blank_analysis	blank_analysis	10090|Mus musculus	2022	not applicable	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not specified	Alzheimer's disease	not specified	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_not applicable	not applicable	not applicable	DOID:10652	71
MSV000090950	P1_G1_328_4.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	328.T4.S	1.108848	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_328.T4.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	72
MSV000090950	P1_G2_324_4.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	325.T4.S	1.108848	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_325.T4.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	73
MSV000090950	P1_G3_329_4.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	329.T4.S	1.103372	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_329.T4.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	74
MSV000090950	P1_G4_304_8.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	304.T8.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_304.T8.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	75
MSV000090950	P1_G5_315_12.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	315.T12.S	1.065041	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_315.T12.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	76
MSV000090950	P1_G6_330_12.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	330.T12.S	1.103372	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_330.T12.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	77
MSV000090950	P1_G7_301_12.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	301.T12.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_301.T12.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	78
MSV000090950	P1_G8_321_16.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	321.T16.S	0.999332	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_321.T16.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	79
MSV000090950	P1_G9_330_16.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	330.T16.S	1.103372	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_330.T16.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	80
MSV000090950	P1_G10_322_16.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	322.T16.S	0.999332	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_322.T16.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	81
MSV000090950	P1_G11_302_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	302.T20.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_302.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	82
MSV000090950	P1_G12_Blank_3.mzML	blank_analysis	blank_analysis	10090|Mus musculus	2022	not applicable	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not specified	Alzheimer's disease	not specified	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_not applicable	not applicable	not applicable	DOID:10652	83
MSV000090950	P1_H1_334_4.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	334.T4.S	1.10611	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_334.T4.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	84
MSV000090950	P1_H2_303_4.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	303.T4.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_303.T4.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	85
MSV000090950	P1_H3_311_4.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	311.T4.S	1.136227	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_311.T4.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	86
MSV000090950	P1_H4_325_8.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	325.T8.S	1.108848	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_325.T8.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	87
MSV000090950	P1_H5_321_12.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	321.T12.S	0.999332	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_321.T12.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	88
MSV000090950	P1_H6_335_12.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	335.T12.S	0.89803	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_335.T12.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	89
MSV000090950	P1_H7_332_12.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	332.T12.S	0.982905	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_332.T12.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	90
MSV000090950	P1_H8_323_16.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	323.T16.S	0.999332	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_323.T16.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	91
MSV000090950	P1_H9_305_16.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	305.T16.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_305.T16.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	92
MSV000090950	P1_H10_301_16.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	301.T16.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_301.T16.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	93
MSV000090950	P1_H11_321_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	321.T20.S	0.999332	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_321.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	94
MSV000090950	P1_H12_Blank_4.mzML	blank_analysis	blank_analysis	10090|Mus musculus	2022	not applicable	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not specified	Alzheimer's disease	not specified	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_not applicable	not applicable	not applicable	DOID:10652	95
MSV000090950	P2_A1_334_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	334.T20.S	1.10611	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_334.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	96
MSV000090950	P2_A2_327_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	327.T20.S	1.108848	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_327.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	97
MSV000090950	P2_A3_329_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	329.T20.S	1.103372	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_329.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	98
MSV000090950	P2_A4_328_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	328.T0.S	1.108848	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_328.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	99
MSV000090950	P2_A5_325_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	325.T0.S	1.108848	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_325.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	100
MSV000090950	P2_A6_319_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	319.T0.S	1.065041	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_319.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	101
MSV000090950	P2_A7_101_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	101.T0.I	0.985642	male	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/23/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_101.T0.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	102
MSV000090950	P2_A8_115_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	115.T12.I	0.983333	male	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/23/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_115.T12.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	103
MSV000090950	P2_A9_128_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	128.T12.I	1.025	female	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/22/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_128.T12.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	104
MSV000090950	P2_A10_207_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	207.T12.I	1.141667	female	ileum	not applicable	not specified	Alzheimer's disease	not specified	4/23/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_207.T12.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	105
MSV000090950	P2_A11_222_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	222.T0.I	1.041667	male	ileum	not applicable	not specified	Alzheimer's disease	not specified	4/23/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_222.T0.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	106
MSV000090950	P2_A12_323_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	323.T0.I	0.991667	female	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/23/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_323.T0.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	107
MSV000090950	P2_B1_331_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	331.T20.S	1.136227	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_331.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	108
MSV000090950	P2_B2_303_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	303.T20.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_303.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	109
MSV000090950	P2_B3_311_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	311.T20.S	1.136227	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_311.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	110
MSV000090950	P2_B4_334_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	334.T0.S	1.10611	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_334.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	111
MSV000090950	P2_B5_327_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	327.T0.S	1.108848	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_327.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	112
MSV000090950	P2_B6_329_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	329.T0.S	1.103372	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_329.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	113
MSV000090950	P2_B7_102_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	102.T0.I	0.958333	male	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/22/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_102.T0.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	114
MSV000090950	P2_B8_117_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	117.T12.I	0.958333	male	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/22/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_117.T12.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	115
MSV000090950	P2_B9_129_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	129.T0.I	1	female	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/22/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_129.T0.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	116
MSV000090950	P2_B10_211_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	211.T0.I	0.966667	female	ileum	not applicable	not specified	Alzheimer's disease	not specified	4/23/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_211.T0.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	117
MSV000090950	P2_B11_223_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	223.T12.I	0.966667	male	ileum	not applicable	not specified	Alzheimer's disease	not specified	4/23/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_223.T12.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	118
MSV000090950	P2_B12_335_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	335.T12.I	0.891667	female	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/23/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_335.T12.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	119
MSV000090950	P2_C1_307_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	307.T20.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_307.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	120
MSV000090950	P2_C2_310_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	310.T20.S	1.136227	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_310.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	121
MSV000090950	P2_C3_315_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	315.T0.S	1.065041	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_315.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	122
