MassiveID	filename	SampleType	SampleTypeSub1	ENVOEnvironmentMaterial	UBERONBodyPartName	ATTRIBUTE_SampleTypemanual	ATTRIBUTE_Habitat	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	ATTRIBUTE_rainfall	ATTRIBUTE_elevation	ATTRIBUTE_shore_dist	ATTRIBUTE_shore_dist_Range
MSV000085129	03142_An_6.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3142.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.62005699|-158.016589	500	not applicable	MSV000085129_3142	not applicable	not applicable	not applicable	1965.344	173.453	173.453	1965.344
MSV000085129	03143_An_6.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3143.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.62005699|-158.016589	500	not applicable	MSV000085129_3143	not applicable	not applicable	not applicable	1965.344	173.453	173.453	1965.344
MSV000085129	03144_An_6.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3144.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.62005699|-158.016589	500	not applicable	MSV000085129_3144	not applicable	not applicable	not applicable	1965.344	173.453	173.453	1965.344
MSV000085129	03145_An_6.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3145.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.62005699|-158.016589	500	not applicable	MSV000085129_3145	not applicable	not applicable	not applicable	1965.344	173.453	173.453	1965.344
MSV000085129	03146_An_6.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3146.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.62005699|-158.016589	500	not applicable	MSV000085129_3146	not applicable	not applicable	not applicable	1965.344	173.453	173.453	1965.344
MSV000085129	03147_An_6.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3147.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.62005699|-158.016589	500	not applicable	MSV000085129_3147	not applicable	not applicable	not applicable	1965.344	173.453	173.453	1965.344
MSV000085129	03148_An_6.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3148.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.62005699|-158.016589	500	not applicable	MSV000085129_3148	not applicable	not applicable	not applicable	1965.344	173.453	173.453	1965.344
MSV000085129	03156_An_6.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3156.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.61986002|-158.015093	500	not applicable	MSV000085129_3156	not applicable	not applicable	not applicable	2026.731	208.6149	208.6149	2026.731
MSV000085129	03157_An_6.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3157.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.61986002|-158.015093	500	not applicable	MSV000085129_3157	not applicable	not applicable	not applicable	2026.731	208.6149	208.6149	2026.731
MSV000085129	03158_An_8.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3158.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.61986002|-158.015093	700	not applicable	MSV000085129_3158	not applicable	not applicable	not applicable	2026.731	208.6149	208.6149	2026.731
MSV000085129	03159_An_8.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3159.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.61986002|-158.015093	700	not applicable	MSV000085129_3159	not applicable	not applicable	not applicable	2026.731	208.6149	208.6149	2026.731
MSV000085129	03160_An_8.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3160.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.61986002|-158.015093	700	not applicable	MSV000085129_3160	not applicable	not applicable	not applicable	2026.731	208.6149	208.6149	2026.731
MSV000085129	03161_An_8.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3161.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.61986002|-158.015093	700	not applicable	MSV000085129_3161	not applicable	not applicable	not applicable	2026.731	208.6149	208.6149	2026.731
MSV000085129	03162_An_8.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3162.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2019 12:00	United States of America	not applicable	21.61986002|-158.015093	700	not applicable	MSV000085129_3162	not applicable	not applicable	not applicable	2026.731	208.6149	208.6149	2026.731
MSV000085129	03170_An_1.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3170.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/19/2019 12:00	United States of America	not applicable	21.63032801|-158.042535	0	not applicable	MSV000085129_3170	not applicable	not applicable	not applicable	1495.045	53.65146	53.65146	1495.045
MSV000085129	03171_An_1.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3171.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/19/2019 12:00	United States of America	not applicable	21.63032801|-158.042535	0	not applicable	MSV000085129_3171	not applicable	not applicable	not applicable	1495.045	53.65146	53.65146	1495.045
MSV000085129	03172_An_1.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3172.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/19/2019 12:00	United States of America	not applicable	21.63032801|-158.042535	0	not applicable	MSV000085129_3172	not applicable	not applicable	not applicable	1495.045	53.65146	53.65146	1495.045
MSV000085129	03173_An_1.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3173.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/19/2019 12:00	United States of America	not applicable	21.63032801|-158.042535	0	not applicable	MSV000085129_3173	not applicable	not applicable	not applicable	1495.045	53.65146	53.65146	1495.045
MSV000085129	03184_An_5.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3184.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/19/2019 12:00	United States of America	not applicable	21.63076999|-158.039635	400	not applicable	MSV000085129_3184	not applicable	not applicable	not applicable	1527.714	66.13103	66.13103	1527.714
MSV000085129	03185_An_5.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3185.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/19/2019 12:00	United States of America	not applicable	21.63076999|-158.039635	400	not applicable	MSV000085129_3185	not applicable	not applicable	not applicable	1527.714	66.13103	66.13103	1527.714
MSV000085129	03186_An_5.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3186.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/19/2019 12:00	United States of America	not applicable	21.63076999|-158.039635	400	not applicable	MSV000085129_3186	not applicable	not applicable	not applicable	1527.714	66.13103	66.13103	1527.714
MSV000085129	03187_An_5.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3187.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/19/2019 12:00	United States of America	not applicable	21.63076999|-158.039635	400	not applicable	MSV000085129_3187	not applicable	not applicable	not applicable	1527.714	66.13103	66.13103	1527.714
MSV000085129	03188_An_5.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3188.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/19/2019 12:00	United States of America	not applicable	21.63076999|-158.039635	400	not applicable	MSV000085129_3188	not applicable	not applicable	not applicable	1527.714	66.13103	66.13103	1527.714
MSV000085129	03212_An_2.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3212.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	7/3/2019 12:00	United States of America	not applicable	21.632815|-158.050975	100	not applicable	MSV000085129_3212	not applicable	not applicable	not applicable	1357.352	17.11081	17.11081	1357.352
MSV000085129	03213_An_2.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3213.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	7/3/2019 12:00	United States of America	not applicable	21.632815|-158.050975	100	not applicable	MSV000085129_3213	not applicable	not applicable	not applicable	1357.352	17.11081	17.11081	1357.352
MSV000085129	03214_An_2.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3214.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	7/3/2019 12:00	United States of America	not applicable	21.632815|-158.050975	100	not applicable	MSV000085129_3214	not applicable	not applicable	not applicable	1357.352	17.11081	17.11081	1357.352
MSV000085129	03215_An_2.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3215.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	7/3/2019 12:00	United States of America	not applicable	21.632815|-158.050975	100	not applicable	MSV000085129_3215	not applicable	not applicable	not applicable	1357.352	17.11081	17.11081	1357.352
MSV000085129	03216_An_2.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3216.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	7/3/2019 12:00	United States of America	not applicable	21.632815|-158.050975	100	not applicable	MSV000085129_3216	not applicable	not applicable	not applicable	1357.352	17.11081	17.11081	1357.352
MSV000085129	03226_An_6.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3226.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	7/3/2019 12:00	United States of America	not applicable	21.63128799|-158.04761	500	not applicable	MSV000085129_3226	not applicable	not applicable	not applicable	1395.904	27.02232	27.02232	1395.904
MSV000085129	03227_An_6.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3227.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	7/3/2019 12:00	United States of America	not applicable	21.63128799|-158.04761	500	not applicable	MSV000085129_3227	not applicable	not applicable	not applicable	1395.904	27.02232	27.02232	1395.904
MSV000085129	03228_An_6.mzML	animal			multicellular organism	Drosophila	Terrestrial	387621|Drosophila quadrilineata	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3228.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	7/3/2019 12:00	United States of America	not applicable	21.63128799|-158.04761	500	not applicable	MSV000085129_3228	not applicable	not applicable	not applicable	1395.904	27.02232	27.02232	1395.904
MSV000085129	2631_Pl_M3.mzML	plant			not applicable	Limu	Marine	35858|Neomeris	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2631.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63892|-158.07127	not specified	not applicable	MSV000085129_2631	not applicable	not applicable	not applicable				
MSV000085129	2637_Pl_M3.mzML	plant			not applicable	Limu	Marine	31397|Jania	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2637.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63892|-158.07127	not specified	not applicable	MSV000085129_2637	not applicable	not applicable	not applicable				
MSV000085129	2638_Pl_M3.mzML	plant			not applicable	Limu	Marine	31397|Jania	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2638.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63892|-158.07127	not specified	not applicable	MSV000085129_2638	not applicable	not applicable	not applicable				
MSV000085129	2641_Pl_M3.mzML	plant			not applicable	Limu	Marine	2879|Ectocarpus	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2641.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63892|-158.07127	not specified	not applicable	MSV000085129_2641	not applicable	not applicable	not applicable				
MSV000085129	2643_Pl_M3.mzML	plant			not applicable	Limu	Marine	87236|Colpomenia sinuosa	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2643.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63892|-158.07127	not specified	not applicable	MSV000085129_2643	not applicable	not applicable	not applicable				
MSV000085129	2644_Pl_M3.mzML	plant			not applicable	Limu	Marine	87236|Colpomenia sinuosa	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2644.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63892|-158.07127	not specified	not applicable	MSV000085129_2644	not applicable	not applicable	not applicable				
MSV000085129	2645_Pl_M3.mzML	plant			not applicable	Limu	Marine	118222|Halimeda discoidea	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2645.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63892|-158.07127	not specified	not applicable	MSV000085129_2645	not applicable	not applicable	not applicable				
MSV000085129	2646_Pl_M3.mzML	plant			not applicable	Limu	Marine	118222|Halimeda discoidea	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2646.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63892|-158.07127	not specified	not applicable	MSV000085129_2646	not applicable	not applicable	not applicable				
MSV000085129	2647_Pl_M3.mzML	plant			not applicable	Limu	Marine	118222|Halimeda discoidea	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2647.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63892|-158.07127	not specified	not applicable	MSV000085129_2647	not applicable	not applicable	not applicable				
MSV000085129	2701_Pl_M4.mzML	plant			not applicable	Limu	Marine	60690|Galaxaura	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2701.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63677|-158.07189	not specified	not applicable	MSV000085129_2701	not applicable	not applicable	not applicable				
MSV000085129	2702_Pl_M4.mzML	plant			not applicable	Limu	Marine	60690|Galaxaura	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2702.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63677|-158.07189	not specified	not applicable	MSV000085129_2702	not applicable	not applicable	not applicable				
MSV000085129	2703_Pl_M4.mzML	plant			not applicable	Limu	Marine	60690|Galaxaura	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2703.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63677|-158.07189	not specified	not applicable	MSV000085129_2703	not applicable	not applicable	not applicable				
MSV000085129	2704_Pl_M4.mzML	plant			not applicable	Limu	Marine	118222|Halimeda discoidea	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2704.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63677|-158.07189	not specified	not applicable	MSV000085129_2704	not applicable	not applicable	not applicable				
MSV000085129	2710_Pl_M4.mzML	plant			not applicable	Limu	Marine	31397|Jania	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2710.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63677|-158.07189	not specified	not applicable	MSV000085129_2710	not applicable	not applicable	not applicable				
MSV000085129	2711_Pl_M4.mzML	plant			not applicable	Limu	Marine	31397|Jania	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2711.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63677|-158.07189	not specified	not applicable	MSV000085129_2711	not applicable	not applicable	not applicable				
MSV000085129	2712_Pl_M4.mzML	plant			not applicable	Limu	Marine	31397|Jania	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2712.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63677|-158.07189	not specified	not applicable	MSV000085129_2712	not applicable	not applicable	not applicable				
MSV000085129	2713_Pl_M4.mzML	plant			not applicable	Limu	Marine	118222|Halimeda discoidea	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2713.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63677|-158.07189	not specified	not applicable	MSV000085129_2713	not applicable	not applicable	not applicable				
MSV000085129	2714_Pl_M4.mzML	plant			not applicable	Limu	Marine	118222|Halimeda discoidea	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2714.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63677|-158.07189	not specified	not applicable	MSV000085129_2714	not applicable	not applicable	not applicable				
MSV000085129	2715_Pl_M4.mzML	plant			not applicable	Limu	Marine	118222|Halimeda discoidea	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2715.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2019 12:00	United States of America	not applicable	21.63677|-158.07189	not specified	not applicable	MSV000085129_2715	not applicable	not applicable	not applicable				
MSV000085129	2839_Pl_M6.mzML	plant			not applicable	Limu	Marine	60690|Galaxaura	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2839.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/21/2019 12:00	United States of America	not applicable	21.64884|-158.06567	not specified	not applicable	MSV000085129_2839	not applicable	not applicable	not applicable				
MSV000085129	2841_Pl_M6.mzML	plant			not applicable	Limu	Marine	60690|Galaxaura	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2841.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/21/2019 12:00	United States of America	not applicable	21.64884|-158.06567	not specified	not applicable	MSV000085129_2841	not applicable	not applicable	not applicable				
MSV000085129	2843_Pl_M6.mzML	plant			not applicable	Limu	Marine	94298|Lophocladia	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2843.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/21/2019 12:00	United States of America	not applicable	21.64884|-158.06567	not specified	not applicable	MSV000085129_2843	not applicable	not applicable	not applicable				
MSV000085129	2844_Pl_M6.mzML	plant			not applicable	Limu	Marine	31345|Bangiaceae	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2844.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/21/2019 12:00	United States of America	not applicable	21.64884|-158.06567	not specified	not applicable	MSV000085129_2844	not applicable	not applicable	not applicable				
MSV000085129	2848_Pl_M6.mzML	plant			not applicable	Limu	Marine	1117|Cyanobacteriota	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2848.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/21/2019 12:00	United States of America	not applicable	21.64884|-158.06567	not specified	not applicable	MSV000085129_2848	not applicable	not applicable	not applicable				
MSV000085129	2853_Pl_M6.mzML	plant			not applicable	Limu	Marine	2875|Dictyota	2020	solid material, frozen	methanol-water (4:1)	sulfamethazine;sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2853.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/21/2019 12:00	United States of America	not applicable	21.64884|-158.06567	not specified	not applicable	MSV000085129_2853	not applicable	not applicable	not applicable				
