MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	ATTRIBUTE_SampleTypeSub1	ATTRIBUTE_PlantStage	PlantID	ATTRIBUTE_Temperature	ATTRIBUTE_Tank	ENVOEnvironmentBiome.1	ENVOEnvironmentMaterial.1	ENVOEnvironmentBiomeIndex.1	ENVOEnvironmentMaterialIndex.1
MSV000098257	extr071_421.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Juvenile	522	Amb	1	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr072_416.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3060	6c	3	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr073_413.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3041	3c	5	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr074_421.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Juvenile	1084	Amb	1	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr075_411.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3055	Amb	1	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr076_416.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3109	6c	3	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr077_421.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Juvenile	835	Amb	1	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr078_411.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3061	Amb	4	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr079_000.mzML	blank_extraction	blank_extraction	not applicable	2025	not applicable	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		not applicable													blank_extraction	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	extr080_426.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Juvenile	2005	6c	3	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr081_411.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3013	Amb	4	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr082_416.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3026	6c	6	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr083_426.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Juvenile	89	6c	6	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr084_411.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3012	Amb	1	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr085_421.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Juvenile	249	Amb	1	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr086_411.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3088	Amb	1	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr087_423.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Juvenile	299	3c	2	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr088_423.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Juvenile	498	3c	2	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr089_426.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Juvenile	642	6c	3	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr090_426.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Juvenile	514	6c	6	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr091_000.mzML	blank_extraction	blank_extraction	not applicable	2025	not applicable	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		not applicable													blank_extraction	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	extr092_413.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3072	3c	5	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr093_423.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Juvenile	553	3c	2	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr094_421.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Juvenile	641	Amb	1	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr095_416.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3029	6c	3	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr096_426.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Juvenile	674	6c	3	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr097_411.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3075	Amb	4	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr098_411.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3042	Amb	4	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr099_421.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Juvenile	1033	Amb	1	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr100_413.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3094	3c	2	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr101_416.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3102	6c	6	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr102_413.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3044	3c	2	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr103_000.mzML	blank_extraction	blank_extraction	not applicable	2025	not applicable	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		not applicable													blank_extraction	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	extr104_421.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Juvenile	985	Amb	4	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr105_411.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3054	Amb	4	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr106_413.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3056	3c	5	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr107_416.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3063	6c	3	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr108_416.mzML	plant	plant_sediments	29655|Zostera marina	2025	solid material, frozen	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_sediments	Adult	3098	6c	6	seagrass bed	rhizosphere	ENVO:01000059	
MSV000098257	extr109_000.mzML	blank_extraction	blank_extraction	not applicable	2025	not applicable	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		not applicable													blank_extraction	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	extr110_111.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3013	Amb	4	seagrass bed	root	ENVO:01000059	
MSV000098257	extr111_223.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	299	3c	2	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr112_313.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3020	3c	2	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr113_311.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3012	Amb	1	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr114_121.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	249	Amb	1	seagrass bed	root	ENVO:01000059	
MSV000098257	extr115_323.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	299	3c	2	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr116_313.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3083	3c	2	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr117_113.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3008	3c	5	seagrass bed	root	ENVO:01000059	
MSV000098257	extr118_121.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	641	Amb	1	seagrass bed	root	ENVO:01000059	
MSV000098257	extr119_321.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	755	Amb	4	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr120_323.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	498	3c	2	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr121_000.mzML	blank_extraction	blank_extraction	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		not applicable													blank_extraction	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	extr122_121.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	522	Amb	1	seagrass bed	root	ENVO:01000059	
MSV000098257	extr123_113.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3056	3c	5	seagrass bed	root	ENVO:01000059	
MSV000098257	extr124_213.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3094	3c	2	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr125_113.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3041	3c	5	seagrass bed	root	ENVO:01000059	
MSV000098257	extr126_213.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3041	3c	5	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr127_216.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3109	6c	3	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr128_216.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3060	6c	3	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr129_326.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	2005	6c	3	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr130_121.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	1033	Amb	1	seagrass bed	root	ENVO:01000059	
MSV000098257	extr131_321.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	1084	Amb	1	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr132_221.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	24	Amb	4	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr133_000.mzML	blank_extraction	blank_extraction	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		not applicable													blank_extraction	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	extr134_311.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3088	Amb	1	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr135_316.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3026	6c	6	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr136_126.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	89	6c	6	seagrass bed	root	ENVO:01000059	
MSV000098257	extr137_326.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	514	6c	6	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr138_116.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3029	6c	3	seagrass bed	root	ENVO:01000059	
MSV000098257	extr139_311.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3075	Amb	4	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr140_113.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3072	3c	5	seagrass bed	root	ENVO:01000059	
MSV000098257	extr141_321.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	641	Amb	1	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr142_211.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3042	Amb	4	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr143_111.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3075	Amb	4	seagrass bed	root	ENVO:01000059	
