MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	SampleCollectionDateandTime	Country	LatitudeandLongitude	ATTRIBUTE_tank	ATTRIBUTE_culture	ATTRIBUTE_treat	ATTRIBUTE_pop	ATTRIBUTE_volumeSampled	ATTRIBUTE_batch	ATTRIBUTE_extrNo	ATTRIBUTE_DavisOrganizationNotes	ATTRIBUTE_SPENotes	ATTRIBUTE_DateRun	ATTRIBUTE_SPEStart	ATTRIBUTE_SPEFinish	ATTRIBUTE_dryStart	ATTRIBUTE_dryFinish	ATTRIBUTE_shippingBoxNo
MSV000097940	NA-NA-QC_blank_3.mzML	blank_extraction	blank_extraction		2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	NA-NA-QC_blank_3		United States of America		blank_extraction	blank_extraction	blank_extraction	blank_extraction		Batch_3	49.0			1/31/2025	8:55:00 AM	10:30:00 AM	1/31/2025 3:30 PM	2/1/2025 9:15 AM	343.0
MSV000097940	T3-OG-R7.mzML	plant	dissolvedorganicmatter_soil	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	T3-OG-R7	10/10/2022 8:05:00	United States of America	38.318639832515096|-123.07160615397322	3	mono	c	OG	100.0	Batch_3	50.0	EXTRA TUBE REMAINING X2		1/31/2025	8:55:00 AM	10:30:00 AM	1/31/2025 3:30 PM	2/1/2025 9:15 AM	343.0
MSV000097940	T3-BL-R7.mzML	plant	dissolvedorganicmatter_soil	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	T3-BL-R7	10/10/2022 8:05:00	United States of America	38.318639832515096|-123.07160615397322	3	mono	c	BL	80.0	Batch_3	51.0	EXTRA TUBE REMAINING 		1/31/2025	8:55:00 AM	10:30:00 AM	1/31/2025 3:30 PM	2/1/2025 9:15 AM	343.0
MSV000097940	T6-PP-R3.mzML	plant	dissolvedorganicmatter_soil	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	T6-PP-R3	10/10/2022 8:05:00	United States of America	38.318639832515096|-123.07160615397322	6	poly	h	PP	100.0	Batch_3	52.0	EXTRA TUBE REMAINING 		1/31/2025	8:55:00 AM	10:30:00 AM	1/31/2025 3:30 PM	2/1/2025 9:15 AM	343.0
MSV000097940	T2-BL-R5.mzML	plant	dissolvedorganicmatter_soil	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	T2-BL-R5	10/10/2022 9:15:00	United States of America	38.318639832515096|-123.07160615397322	2	mono	h	BL	100.0	Batch_3	53.0	EXTRA TUBE REMAINING X2		1/31/2025	8:55:00 AM	10:30:00 AM	1/31/2025 3:30 PM	2/1/2025 9:15 AM	343.0
MSV000097940	T5-PP-R7.mzML	plant	dissolvedorganicmatter_soil	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	T5-PP-R7	10/10/2022 9:25:00	United States of America	38.318639832515096|-123.07160615397322	5	poly	c	PP	75.0	Batch_3	54.0	EXTRA TUBE REMAINING 		1/31/2025	8:55:00 AM	10:30:00 AM	1/31/2025 3:30 PM	2/1/2025 9:15 AM	343.0
MSV000097940	T3-PP-R7.mzML	plant	dissolvedorganicmatter_soil	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	T3-PP-R7	10/10/2022 8:05:00	United States of America	38.318639832515096|-123.07160615397322	3	poly	c	PP	100.0	Batch_3	55.0	EXTRA TUBE REMAINING 		1/31/2025	8:55:00 AM	10:30:00 AM	1/31/2025 3:30 PM	2/1/2025 9:15 AM	343.0
MSV000097940	T5-OG-R7.mzML	plant	dissolvedorganicmatter_soil	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	T5-OG-R7	10/10/2022 9:25:00	United States of America	38.318639832515096|-123.07160615397322	5	mono	c	OG	80.0	Batch_3	56.0	EXTRA TUBE REMAINING 		1/31/2025	8:55:00 AM	10:30:00 AM	1/31/2025 3:30 PM	2/1/2025 9:15 AM	343.0
MSV000097940	T5-MP-R7.mzML	plant	dissolvedorganicmatter_soil	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	T5-MP-R7	10/10/2022 9:25:00	United States of America	38.318639832515096|-123.07160615397322	5	mono	c	MP	100.0	Batch_3	57.0	EXTRA TUBE REMAINING 	~500µL sample spilled	1/31/2025	8:55:00 AM	10:30:00 AM	1/31/2025 3:30 PM	2/1/2025 9:15 AM	343.0
MSV000097940	T6-OG-R7.mzML	plant	dissolvedorganicmatter_soil	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	T6-OG-R7	10/10/2022 8:05:00	United States of America	38.318639832515096|-123.07160615397322	6	mono	h	OG	85.0	Batch_3	58.0	EXTRA TUBE REMAINING 		1/31/2025	8:55:00 AM	10:30:00 AM	1/31/2025 3:30 PM	2/1/2025 9:15 AM	343.0
MSV000097940	T2-PP-R5.mzML	plant	dissolvedorganicmatter_soil	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	T2-PP-R5	10/10/2022 9:15:00	United States of America	38.318639832515096|-123.07160615397322	2	poly	h	PP	50.0	Batch_3	59.0			1/31/2025	8:55:00 AM	10:30:00 AM	1/31/2025 3:30 PM	2/1/2025 9:15 AM	343.0
MSV000097940	T6-MP-R7.mzML	plant	dissolvedorganicmatter_soil	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	T6-MP-R7	10/10/2022 8:05:00	United States of America	38.318639832515096|-123.07160615397322	6	mono	h	MP	75.0	Batch_3	60.0	EXTRA TUBE REMAINING 		1/31/2025	8:55:00 AM	10:30:00 AM	1/31/2025 3:30 PM	2/1/2025 9:15 AM	343.0
MSV000097940	NA-NA-QC_blank_4.mzML	blank_extraction	blank_extraction		2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	NA-NA-QC_blank_4		United States of America		blank_extraction	blank_extraction	blank_extraction	blank_extraction		Batch_4	61.0		~500µL acidified water spilled, replaced in Ext Proced I.3b & ~ 500µL sample spilled	2/1/2025	12:16:00 PM	1:30:00 PM	2/1/2025 3:30 PM	2/2/2025 9:00 AM	337.0
MSV000097940	T1-PP-R3.mzML	plant	dissolvedorganicmatter_soil	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	T1-PP-R3	10/10/2022 8:30:00	United States of America	38.318639832515096|-123.07160615397322	1	poly	c	PP	100.0	Batch_4	62.0	EXTRA TUBE REMAINING 		2/1/2025	12:16:00 PM	1:30:00 PM	2/1/2025 3:30 PM	2/2/2025 9:00 AM	337.0
MSV000097940	T2-MP-R7.mzML	plant	dissolvedorganicmatter_soil	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	T2-MP-R7	10/10/2022 9:15:00	United States of America	38.318639832515096|-123.07160615397322	2	mono	h	MP	100.0	Batch_4	63.0	EXTRA TUBE REMAINING 	~500µL sample spilled	2/1/2025	12:16:00 PM	1:30:00 PM	2/1/2025 3:30 PM	2/2/2025 9:00 AM	337.0
MSV000097940	T5-BL-R7.mzML	plant	dissolvedorganicmatter_soil	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	T5-BL-R7	10/10/2022 9:25:00	United States of America	38.318639832515096|-123.07160615397322	5	mono	c	BL	100.0	Batch_4	64.0	EXTRA TUBE REMAINING 	~500µL sample spilled	2/1/2025	12:16:00 PM	1:30:00 PM	2/1/2025 3:30 PM	2/2/2025 9:00 AM	337.0
MSV000097940	POOLQC_01.mzML	pool_QC	pool_QC	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	POOLQC_01																		
MSV000097940	POOLQC_02.mzML	pool_QC	pool_QC	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	POOLQC_02																		
MSV000097940	POOLQC_03.mzML	pool_QC	pool_QC	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	POOLQC_03																		
MSV000097940	POOLQC_04.mzML	pool_QC	pool_QC	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	POOLQC_04																		
MSV000097940	POOLQC_05.mzML	pool_QC	pool_QC	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	POOLQC_05																		
MSV000097940	POOLQC_06.mzML	pool_QC	pool_QC	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	POOLQC_06																		
MSV000097940	POOLQC_07.mzML	pool_QC	pool_QC	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	POOLQC_07																		
MSV000097940	POOLQC_08.mzML	pool_QC	pool_QC	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	POOLQC_08																		
MSV000097940	QCmix_01.mzML	blank_QC	blank_QC	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	QCmix_01																		
MSV000097940	QCmix_02.mzML	blank_QC	blank_QC	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	QCmix_02																		
MSV000097940	QCmix_03.mzML	blank_QC	blank_QC	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	QCmix_03																		
MSV000097940	QCmix_04.mzML	blank_QC	blank_QC	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	QCmix_04																		
MSV000097940	QCmix_05.mzML	blank_QC	blank_QC	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	QCmix_05																		
MSV000097940	QCmix_06.mzML	blank_QC	blank_QC	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	QCmix_06																		
MSV000097940	QCmix_07.mzML	blank_QC	blank_QC	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	QCmix_07																		
MSV000097940	QCmix_08.mzML	blank_QC	blank_QC	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	QCmix_08																		
MSV000097940	Blank_01.mzML	blank_analysis	blank_analysis	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	Blank_01																		
MSV000097940	Blank_02.mzML	blank_analysis	blank_analysis	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	Blank_02																		
MSV000097940	Blank_03.mzML	blank_analysis	blank_analysis	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	Blank_03																		
MSV000097940	Blank_04.mzML	blank_analysis	blank_analysis	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	Blank_04																		
MSV000097940	Blank_05.mzML	blank_analysis	blank_analysis	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	Blank_05																		
MSV000097940	Blank_06.mzML	blank_analysis	blank_analysis	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	Blank_06																		
MSV000097940	Blank_07.mzML	blank_analysis	blank_analysis	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	Blank_07																		
MSV000097940	Blank_08.mzML	blank_analysis	blank_analysis	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	Blank_08																		
MSV000097940	Blank_09.mzML	blank_analysis	blank_analysis	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	Blank_09																		
MSV000097940	Blank_10.mzML	blank_analysis	blank_analysis	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	Blank_10																		
MSV000097940	Blank_11.mzML	blank_analysis	blank_analysis	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	Blank_11																		
MSV000097940	Blank_12.mzML	blank_analysis	blank_analysis	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	Blank_12																		
MSV000097940	Blank_13.mzML	blank_analysis	blank_analysis	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	Blank_13																		
MSV000097940	Blank_14.mzML	blank_analysis	blank_analysis	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	Blank_14																		
MSV000097940	Blank_15.mzML	blank_analysis	blank_analysis	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	Blank_15																		
MSV000097940	Blank_16.mzML	blank_analysis	blank_analysis	29655|Zostera marina	2025	liquid, solid phase extraction (PPL)	methanol-water (3:2)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	Blank_16																		
