MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	ATTRIBUTE_colonization_strain	ATTRIBUTE_strain	ATTRIBUTE_colonization	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex
MSV000096039	feces_3xtg_83.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 48	0.9166666667	male	feces					2021-03-10T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_84.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 49	0.9166666667	male	feces					2021-03-10T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_85.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 49	0.9166666667	male	feces					2021-03-10T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_86.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 75	0.9166666667	male	feces					2021-07-12T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_87.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 75	0.9166666667	male	feces					2021-07-12T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_88.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 86	0.5	male	feces					2021-07-12T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_89.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 86	0.5	male	feces					2021-07-12T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_90.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 76	0.9166666667	male	feces					2021-09-10T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_91.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 76	0.9166666667	male	feces					2021-09-10T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_92.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 8	1.25	female	feces					2020-09-17T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_93.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 8	1.25	female	feces					2020-09-17T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_94.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 8	1.25	female	feces					2020-09-17T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_95.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 8	1.25	female	feces					2020-09-17T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_96.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 8	1.25	female	feces					2020-09-17T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_97.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 4	1.25	female	feces					2020-09-17T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_98.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 4	1.25	female	feces					2020-09-17T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_99.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 4	1.25	female	feces					2020-09-17T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_100.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 13	1.25	female	feces					2020-10-26T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_101.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 13	1.25	female	feces					2020-10-26T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_102.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 14	1.25	female	feces					2020-10-26T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_103.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 14	1.25	female	feces					2020-10-26T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_104.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 14	1.25	female	feces					2020-10-26T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_105.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 15	1.25	female	feces					2020-10-26T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_106.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 15	1.25	female	feces					2020-10-26T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_107.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 15	1.25	female	feces					2020-10-26T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_108.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 18	1.25	female	feces					2020-10-28T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_109.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 18	1.25	female	feces					2020-10-28T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_110.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 19	1.25	female	feces					2020-10-28T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_111.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 19	1.25	female	feces					2020-10-28T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_112.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 51	0.5833333333	female	feces					2020-11-16T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_113.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 51	0.5833333333	female	feces					2020-11-16T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_114.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 52	0.5833333333	female	feces					2020-11-16T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_115.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 52	0.5833333333	female	feces					2020-11-16T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_116.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 52	0.5833333333	female	feces					2020-11-16T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_117.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 52	0.5833333333	female	feces					2020-11-16T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_118.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 56	0.5833333333	female	feces					2020-11-16T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_119.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 56	0.5833333333	female	feces					2020-11-16T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_120.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 56	0.5833333333	female	feces					2020-11-18T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_121.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 56	0.5833333333	female	feces					2020-11-18T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_122.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 57	0.5833333333	female	feces					2020-11-18T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_123.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 57	0.5833333333	female	feces					2020-11-18T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_124.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 57	0.5833333333	female	feces					2020-11-18T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_125.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 25	1.0	female	feces					2021-01-25T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_126.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 25	1.0	female	feces					2021-01-25T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_127.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 25	1.0	female	feces					2021-01-25T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_128.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 25	1.0	female	feces					2021-01-25T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_129.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 25	1.0	female	feces					2021-01-25T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_130.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 29	1.0	female	feces					2021-01-25T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_131.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 29	1.0	female	feces					2021-01-25T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_132.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 29	1.0	female	feces					2021-01-25T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_133.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 29	1.0	female	feces					2021-01-25T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_134.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 29	1.0	female	feces					2021-01-25T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_135.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 24	1.0	female	feces					2021-01-27T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_136.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 24	1.0	female	feces					2021-01-27T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_137.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 24	1.0	female	feces					2021-01-27T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_138.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 24	1.0	female	feces					2021-01-27T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_139.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 28	1.0	female	feces					2021-01-29T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_140.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 28	1.0	female	feces					2021-01-29T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_141.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 67	0.5833333333	male	feces					2021-02-19T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_142.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 67	0.5833333333	male	feces					2021-02-19T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_143.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 71	0.5833333333	male	feces					2021-02-19T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_144.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 71	0.5833333333	male	feces					2021-02-19T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_145.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 71	0.5833333333	male	feces					2021-02-19T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_146.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 71	0.5833333333	male	feces					2021-02-19T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_147.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 72	0.5833333333	male	feces					2021-02-19T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_148.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 72	0.5833333333	male	feces					2021-02-19T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_149.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 72	0.5833333333	male	feces					2021-02-19T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_150.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 72	0.5833333333	male	feces					2021-02-19T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_151.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 72	0.5833333333	male	feces					2021-02-19T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_152.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 43	1.0	male	feces					2021-04-12T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_153.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 43	1.0	male	feces					2021-04-12T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_154.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 44	1.0	male	feces					2021-04-12T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_155.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 48	1.0	male	feces					2021-04-12T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_156.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 48	1.0	male	feces					2021-04-12T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_157.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 49	1.0	male	feces					2021-04-12T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_158.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 49	1.0	male	feces					2021-04-12T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_159.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 49	1.0	male	feces					2021-04-12T00:00:00Z	United States of America					GF B6	GF	B6										
MSV000096039	feces_3xtg_160.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 86	0.5833333333	male	feces					2021-08-25T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_161.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 86	0.5833333333	male	feces					2021-08-25T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_162.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 88	0.5833333333	male	feces					2021-08-25T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_163.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 88	0.5833333333	male	feces					2021-08-25T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_164.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 88	0.5833333333	male	feces					2021-08-25T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_165.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 88	0.5833333333	male	feces					2021-08-25T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
MSV000096039	feces_3xtg_166.mzML	animal	biofluid	10090|Mus musculus	2024.0	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	CAGE 88	0.5833333333	male	feces					2021-08-25T00:00:00Z	United States of America					GF 3XTG	GF	3XTG										
