ATTRIBUTE_MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	ATTRIBUTE_strain	ATTRIBUTE_strain_name	ATTRIBUTE_country	ATTRIBUTE_substrate	ATTRIBUTE_media
MSV000093329	PLT8_ISP2_E7.mzML	culture_bacterial	culture_bacterial	258505|Mycolicibacterium fluoranthenivorans	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_E7	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_E7	not specified	not applicable	not applicable	JCM14741	Mycolicibacterium fluoranthenivorans	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_E8.mzML	culture_bacterial	culture_bacterial	198620|Pseudomonas koreensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_E8	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_E8	not specified	not applicable	not applicable	JCM14769	Pseudomonas koreensis	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_E9.mzML	culture_bacterial	culture_bacterial	458197|Serratia nematodiphila	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_E9	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_E9	not specified	not applicable	not applicable	JCM14855	Serratia nematodiphila	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_E10.mzML	culture_bacterial	culture_bacterial	467974|Paenibacillus macquariensis subsp. defensor	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_E10	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_E10	not specified	not applicable	not applicable	JCM14954	Paenibacillus macquariensis subsp. defensor	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_E11.mzML	culture_bacterial	culture_bacterial	472181|Halopseudomonas sabulinigri	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_E11	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_E11	not specified	not applicable	not applicable	JCM14963	Halopseudomonas sabulinigri	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_F1.mzML	culture_bacterial	culture_bacterial	483324|Maritalea mobilis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_F1	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_F1	not specified	not applicable	not applicable	JCM15144	Maritalea mobilis	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_F2.mzML	culture_bacterial	culture_bacterial	554344|Pseudomonas toyotomiensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_F2	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_F2	not specified	not applicable	not applicable	JCM15604	Pseudomonas toyotomiensis	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_F3.mzML	culture_bacterial	culture_bacterial	574375|Bacillus gaemokensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_F3	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_F3	not specified	not applicable	not applicable	JCM15801	Bacillus gaemokensis	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_F4.mzML	culture_bacterial	culture_bacterial	574376|Bacillus manliponensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_F4	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_F4	not specified	not applicable	not applicable	JCM15802	Bacillus manliponensis	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_F5.mzML	culture_bacterial	culture_bacterial	645517|Paraurantiacibacter namhicola	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_F5	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_F5	not specified	not applicable	not applicable	JCM16345	Paraurantiacibacter namhicola	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_F6.mzML	culture_bacterial	culture_bacterial	364197|Pseudomonas pohangensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_F6	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_F6	not specified	not applicable	not applicable	JCM16393	Pseudomonas pohangensis	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_F7.mzML	culture_bacterial	culture_bacterial	198618|Pseudomonas umsongensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_F7	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_F7	not specified	not applicable	not applicable	JCM16394	Pseudomonas umsongensis	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_F8.mzML	culture_bacterial	culture_bacterial	502394|Deinococcus gobiensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_F8	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_F8	not specified	not applicable	not applicable	JCM16679	Deinococcus gobiensis	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_F9.mzML	culture_bacterial	culture_bacterial	718192|Litorilituus sediminis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_F9	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_F9	not specified	not applicable	not applicable	JCM17549	Litorilituus sediminis	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_F10.mzML	culture_bacterial	culture_bacterial	762954|Siansivirga zeaxanthinifaciens	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_F10	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_F10	not specified	not applicable	not applicable	JCM17682	Siansivirga zeaxanthinifaciens	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_F11.mzML	culture_bacterial	culture_bacterial	1189126|Paraburkholderia eburnea	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_F11	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_F11	not specified	not applicable	not applicable	JCM18070	Paraburkholderia eburnea	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_G1.mzML	culture_bacterial	culture_bacterial	1198456|Pseudomonas guguanensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_G1	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_G1	not specified	not applicable	not applicable	JCM18416	Pseudomonas guguanensis	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_G2.mzML	culture_bacterial	culture_bacterial	1276110|Paenibacillus pinisoli	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_G2	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_G2	not specified	not applicable	not applicable	JCM19203	Paenibacillus pinisoli	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_G3.mzML	culture_bacterial	culture_bacterial	44250|Paenibacillus alvei	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_G3	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_G3	not specified	not applicable	not applicable	JCM20131	Paenibacillus alvei	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_G4.mzML	culture_bacterial	culture_bacterial	47884|Pseudomonas taetrolens	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_G4	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_G4	not specified	not applicable	not applicable	JCM20238	Pseudomonas taetrolens	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_G5.mzML	culture_bacterial	culture_bacterial	104663|Chitinophaga filiformis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_G5	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_G5	not specified	not applicable	not applicable	JCM21160	Chitinophaga filiformis	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_G6.mzML	culture_bacterial	culture_bacterial	137658|Pseudomonas indica	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_G6	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_G6	not specified	not applicable	not applicable	JCM21544	Pseudomonas indica	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_G7.mzML	culture_bacterial	culture_bacterial	33935|Lysinibacillus macroides	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_G7	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_G7	not specified	not applicable	not applicable	JCM21742	Lysinibacillus macroides	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_G8.mzML	culture_bacterial	culture_bacterial	401638|Paenibacillus taiwanensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_G8	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_G8	not specified	not applicable	not applicable	JCM23198	Paenibacillus taiwanensis	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_G9.mzML	culture_bacterial	culture_bacterial	47878|Pseudomonas azotoformans	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_G9	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_G9	not specified	not applicable	not applicable	JCM2777	Pseudomonas azotoformans	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_G10.mzML	culture_bacterial	culture_bacterial	1569794|Chitinophaga qingshengii	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_G10	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_G10	not specified	not applicable	not applicable	JCM30026	Chitinophaga qingshengii	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_G11.mzML	culture_bacterial	culture_bacterial	1789224|Acinetobacter larvae	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_G11	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_G11	not specified	not applicable	not applicable	JCM31367	Acinetobacter larvae	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_H1.mzML	culture_bacterial	culture_bacterial	2497456|Chryseobacterium aureum	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_H1	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_H1	not specified	not applicable	not applicable	JCM33165	Chryseobacterium aureum	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_H2.mzML	culture_bacterial	culture_bacterial	1281|Staphylococcus carnosus	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_H2	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_H2	not specified	not applicable	not applicable	JCM6069	Staphylococcus carnosus	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_H3.mzML	culture_bacterial	culture_bacterial	34002|Paracoccus alcaliphilus	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_H3	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_H3	not specified	not applicable	not applicable	JCM7364	Paracoccus alcaliphilus	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_H4.mzML	culture_bacterial	culture_bacterial	1833|Rhodococcus erythropolis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_H4	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_H4	not specified	not applicable	not applicable	JCM9803	Rhodococcus erythropolis	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_H5.mzML	culture_bacterial	culture_bacterial	1833|Rhodococcus erythropolis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_H5	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_H5	not specified	not applicable	not applicable	JCM9804	Rhodococcus erythropolis	not specified	not specified	ISP-2
MSV000093329	PLT8_ISP2_H6.mzML	culture_bacterial	culture_bacterial	1833|Rhodococcus erythropolis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_ISP2_H6	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_ISP2_H6	not specified	not applicable	not applicable	JCM9805	Rhodococcus erythropolis	not specified	not specified	ISP-2
MSV000093329	PLT8_TSA_A1.mzML	culture_bacterial	culture_bacterial	931537|Nocardia grenadensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_A1	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_A1	not specified	not applicable	not applicable	JCM19117	Nocardia grenadensis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_A2.mzML	culture_bacterial	culture_bacterial	443156|Pedococcus dokdonensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_A2	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_A2	not specified	not applicable	not applicable	JCM19120	Pedococcus dokdonensis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_A3.mzML	culture_bacterial	culture_bacterial	684552|Agrococcus carbonis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_A3	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_A3	not specified	not applicable	not applicable	JCM19248	Agrococcus carbonis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_A4.mzML	culture_bacterial	culture_bacterial	568844|Microbispora hainanensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_A4	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_A4	not specified	not applicable	not applicable	JCM19666	Microbispora hainanensis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_A5.mzML	culture_bacterial	culture_bacterial	546160|Dietzia lutea	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_A5	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_A5	not specified	not applicable	not applicable	JCM19954	Dietzia lutea	not specified	not specified	TSA
MSV000093329	PLT8_TSA_A6.mzML	culture_bacterial	culture_bacterial	882452|Williamsia limnetica	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_A6	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_A6	not specified	not applicable	not applicable	JCM19965	Williamsia limnetica	not specified	not specified	TSA
MSV000093329	PLT8_TSA_A7.mzML	culture_bacterial	culture_bacterial	398843|Rhodococcus kyotonensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_A7	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_A7	not specified	not applicable	not applicable	JCM23211	Rhodococcus kyotonensis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_A8.mzML	culture_bacterial	culture_bacterial	32040|Acidovorax konjaci	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_A8	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_A8	not specified	not applicable	not applicable	JCM2397	Acidovorax konjaci	not specified	not specified	TSA
MSV000093329	PLT8_TSA_A9.mzML	culture_bacterial	culture_bacterial	1490222|Actinoallomurus bryophytorum	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_A9	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_A9	not specified	not applicable	not applicable	JCM30340	Actinoallomurus bryophytorum	not specified	not specified	TSA
MSV000093329	PLT8_TSA_A10.mzML	culture_bacterial	culture_bacterial	589382|Agromyces flavus	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_A10	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_A10	not specified	not applicable	not applicable	JCM30488	Agromyces flavus	not specified	not specified	TSA
MSV000093329	PLT8_TSA_A11.mzML	culture_bacterial	culture_bacterial	629680|Brevibacterium sandarakinum	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_A11	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_A11	not specified	not applicable	not applicable	JCM30489	Brevibacterium sandarakinum	not specified	not specified	TSA
MSV000093329	PLT8_TSA_B1.mzML	culture_bacterial	culture_bacterial	1266829|Kribbella albertanoniae	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_B1	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_B1	not specified	not applicable	not applicable	JCM30547	Kribbella albertanoniae	not specified	not specified	TSA
MSV000093329	PLT8_TSA_B2.mzML	culture_bacterial	culture_bacterial	331618|Mycetocola reblochoni	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_B2	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_B2	not specified	not applicable	not applicable	JCM30549	Mycetocola reblochoni	not specified	not specified	TSA
MSV000093329	PLT8_TSA_B3.mzML	culture_bacterial	culture_bacterial	37328|Nocardia carnea	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_B3	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_B3	not specified	not applicable	not applicable	JCM30727	Nocardia carnea	not specified	not specified	TSA
MSV000093329	PLT8_TSA_B4.mzML	culture_bacterial	culture_bacterial	1291556|Nonomuraea fuscirosea	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_B4	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_B4	not specified	not applicable	not applicable	JCM30782	Nonomuraea fuscirosea	not specified	not specified	TSA
MSV000093329	PLT8_TSA_B5.mzML	culture_bacterial	culture_bacterial	1144553|Nonomuraea solani	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_B5	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_B5	not specified	not applicable	not applicable	JCM30783	Nonomuraea solani	not specified	not specified	TSA
MSV000093329	PLT8_TSA_B6.mzML	culture_bacterial	culture_bacterial	1136497|Brevibacterium siliguriense	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_B6	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_B6	not specified	not applicable	not applicable	JCM30994	Brevibacterium siliguriense	not specified	not specified	TSA
MSV000093329	PLT8_TSA_B7.mzML	culture_bacterial	culture_bacterial	1260955|Streptosporangium sandarakinum	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_B7	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_B7	not specified	not applicable	not applicable	JCM30998	Streptosporangium sandarakinum	not specified	not specified	TSA
