MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	ATTRIBUTE_stg	ATTRIBUTE_field	ATTRIBUTE_filtered_0.22um	ATTRIBUTE_light	ATTRIBUTE_Source	ATTRIBUTE_Polymorphism	filename_old
MSV000097813	Q2_032025-06.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Q2_032025-06	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_Q2_032025-06	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	clear	Q2_032025-06_St30_filtered_dark_#4
MSV000097813	R2_032025-06.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	R2_032025-06	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_R2_032025-06	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	clear	R2_032025-06_St30_filtered_dark_#5
MSV000097813	S2_032025-06.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	S2_032025-06	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_S2_032025-06	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	clear	S2_032025-06_St30_filtered_dark_#6
MSV000097813	T2_032025-06.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	T2_032025-06	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_T2_032025-06	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	clear	T2_032025-06_St30_filtered_dark_#7
MSV000097813	U2_032025-06.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	U2_032025-06	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_U2_032025-06	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	clear	U2_032025-06_St30_filtered_dark_#8
MSV000097813	V2_032025-06.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	V2_032025-06	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_V2_032025-06	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	clear	V2_032025-06_St30_filtered_dark_#9
MSV000097813	W2_032025-06.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	W2_032025-06	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_W2_032025-06	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	clear	W2_032025-06_St30_filtered_dark_#10
MSV000097813	X2_032025-06.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	X2_032025-06	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_X2_032025-06	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	clear	X2_032025-06_St30_filtered_dark_#11
MSV000097813	Y2_032025-07.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Y2_032025-07	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_Y2_032025-07	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	opaque	Y2_032025-07_St30_filtered_dark_#1
MSV000097813	Z2_032025-07.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Z2_032025-07	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_Z2_032025-07	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	opaque	Z2_032025-07_St30_filtered_dark_#2
MSV000097813	A3_032025-07.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	A3_032025-07	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_A3_032025-07	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	opaque	A3_032025-07_St30_filtered_dark_#3
MSV000097813	B3_032025-07.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	B3_032025-07	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_B3_032025-07	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	opaque	B3_032025-07_St30_filtered_dark_#4
MSV000097813	C3_032025-07.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	C3_032025-07	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_C3_032025-07	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	opaque	C3_032025-07_St30_filtered_dark_#5
MSV000097813	D3_032025-07.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	D3_032025-07	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_D3_032025-07	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	opaque	D3_032025-07_St30_filtered_dark_#6
MSV000097813	E3_032025-07.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E3_032025-07	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_E3_032025-07	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	opaque	E3_032025-07_St30_filtered_dark_#7
MSV000097813	F3_032025-07.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	F3_032025-07	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_F3_032025-07	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	opaque	F3_032025-07_St30_filtered_dark_#8
MSV000097813	G3_032025-07.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	G3_032025-07	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_G3_032025-07	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	opaque	G3_032025-07_St30_filtered_dark_#9
MSV000097813	H3_032025-07.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	H3_032025-07	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_H3_032025-07	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	opaque	H3_032025-07_St30_filtered_dark_#10
MSV000097813	I3_032025-07.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	I3_032025-07	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_I3_032025-07	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	opaque	I3_032025-07_St30_filtered_dark_#11
MSV000097813	J3_032025-07.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	J3_032025-07	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_J3_032025-07	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	opaque	J3_032025-07_St30_filtered_dark_#12
MSV000097813	K3_032025-07.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	K3_032025-07	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	39.973135 | -77.393958	1500	not specified	MSV000097813_K3_032025-07	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			30	lab	filtered	dark	Capsule_Fluid	opaque	K3_032025-07_St30_filtered_dark_#13
MSV000097813	L3_032025.mzML	blank_culturemedia	blank_culturemedia	not applicable	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	L3_032025	0	not applicable	not applicable	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	not applicable	not applicable	not specified	MSV000097813_L3_032025	Infancy (<2 yrs)	not applicable	no disease reported	not applicable	not applicable	aquatic biome	pond water			not applicable	lab	filtered	dark	Holtfreters_Solution	not applicable	L3_032025_Holtfreters_#1
MSV000097813	M3_032025.mzML	blank_culturemedia	blank_culturemedia	not applicable	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	M3_032025	0	not applicable	not applicable	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	not applicable	not applicable	not specified	MSV000097813_M3_032025	Infancy (<2 yrs)	not applicable	no disease reported	not applicable	not applicable	aquatic biome	pond water			not applicable	lab	filtered	dark	Holtfreters_Solution	not applicable	M3_032025_Holtfreters_#2
MSV000097813	N3_032025.mzML	blank_culturemedia	blank_culturemedia	not applicable	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	N3_032025	0	not applicable	not applicable	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	not applicable	not applicable	not specified	MSV000097813_N3_032025	Infancy (<2 yrs)	not applicable	no disease reported	not applicable	not applicable	aquatic biome	pond water			not applicable	lab	filtered	dark	Holtfreters_Solution	not applicable	N3_032025_Holtfreters_#3
MSV000097813	O3_032025.mzML	blank_culturemedia	blank_culturemedia	not applicable	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	O3_032025	0	not applicable	not applicable	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	not applicable	not applicable	not specified	MSV000097813_O3_032025	Infancy (<2 yrs)	not applicable	no disease reported	not applicable	not applicable	aquatic biome	pond water			not applicable	lab	filtered	dark	Holtfreters_Solution	not applicable	O3_032025_Holtfreters_#4
MSV000097813	P3_032025.mzML	blank_culturemedia	blank_culturemedia	not applicable	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	P3_032025	0	not applicable	not applicable	not applicable	healthy	no disease reported	not applicable	32025_900	United States of America	Rural	40.043494 | -77.330291	1500	not specified	MSV000097813_P3_032025	Infancy (<2 yrs)	not applicable	no disease reported	not applicable	not applicable	aquatic biome	pond water			not applicable	lab	filtered	dark	Holtfreters_Solution	not applicable	P3_032025_Holtfreters_#5
MSV000097813	Q3_040525-01.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Q3_040525-01	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	040525_1600	United States of America	Rural	40.043494 | -77.330291	1500	not specified	MSV000097813_Q3_040525-01	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			32	field	filtered	light	Capsule_Fluid	clear	Q3_040525-01_St32_filtered_field_#1
MSV000097813	R3_040525-01.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	R3_040525-01	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	040525_1600	United States of America	Rural	40.043494 | -77.330291	1500	not specified	MSV000097813_R3_040525-01	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			32	field	filtered	light	Capsule_Fluid	clear	R3_040525-01_St32_filtered_field_#2
MSV000097813	S3_040525-01.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	S3_040525-01	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	040525_1600	United States of America	Rural	40.043494 | -77.330291	1500	not specified	MSV000097813_S3_040525-01	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			32	field	filtered	light	Capsule_Fluid	clear	S3_040525-01_St32_filtered_field_#3
MSV000097813	T3_040525-01.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	T3_040525-01	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	040525_1600	United States of America	Rural	40.043494 | -77.330291	1500	not specified	MSV000097813_T3_040525-01	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			32	field	filtered	light	Capsule_Fluid	clear	T3_040525-01_St32_filtered_field_#4
MSV000097813	U3_040525-01.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	U3_040525-01	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	040525_1600	United States of America	Rural	40.043494 | -77.330291	1500	not specified	MSV000097813_U3_040525-01	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			32	field	filtered	light	Capsule_Fluid	clear	U3_040525-01_St32_filtered_field_#5
MSV000097813	V3_040525-01.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	V3_040525-01	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	040525_1600	United States of America	Rural	40.043494 | -77.330291	1500	not specified	MSV000097813_V3_040525-01	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			32	field	filtered	light	Capsule_Fluid	clear	V3_040525-01_St32_filtered_field_#6
MSV000097813	W3_040525-01.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	W3_040525-01	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	040525_1600	United States of America	Rural	40.043494 | -77.330291	1500	not specified	MSV000097813_W3_040525-01	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			32	field	filtered	light	Capsule_Fluid	clear	W3_040525-01_St32_filtered_field_#7
MSV000097813	X3_040525-01.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	X3_040525-01	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	040525_1600	United States of America	Rural	40.043494 | -77.330291	1500	not specified	MSV000097813_X3_040525-01	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			32	field	unfiltered	light	Capsule_Fluid	clear	X3_040525-01_St32_unfiltered_field_#1
MSV000097813	Y3_040525-01.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Y3_040525-01	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	040525_1600	United States of America	Rural	40.043494 | -77.330291	1500	not specified	MSV000097813_Y3_040525-01	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			32	field	unfiltered	light	Capsule_Fluid	clear	Y3_040525-01_St32_unfiltered_field_#2
MSV000097813	Z3_040525-01.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Z3_040525-01	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	040525_1600	United States of America	Rural	40.043494 | -77.330291	1500	not specified	MSV000097813_Z3_040525-01	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			32	field	unfiltered	light	Capsule_Fluid	clear	Z3_040525-01_St32_unfiltered_field_#3
MSV000097813	A4_040525-01.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	A4_040525-01	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	040525_1600	United States of America	Rural	40.043494 | -77.330291	1500	not specified	MSV000097813_A4_040525-01	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			32	field	unfiltered	light	Capsule_Fluid	clear	A4_040525-01_St32_unfiltered_field_#4
MSV000097813	B4_040525-01.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	B4_040525-01	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	040525_1600	United States of America	Rural	40.043494 | -77.330291	1500	not specified	MSV000097813_B4_040525-01	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			32	field	unfiltered	light	Capsule_Fluid	clear	B4_040525-01_St32_unfiltered_field_#5
MSV000097813	C4_040525-01.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	C4_040525-01	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	040525_1600	United States of America	Rural	40.043494 | -77.330291	1500	not specified	MSV000097813_C4_040525-01	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			32	field	unfiltered	light	Capsule_Fluid	clear	C4_040525-01_St32_unfiltered_field_#6
MSV000097813	D4_040525-01.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	D4_040525-01	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	040525_1600	United States of America	Rural	40.043494 | -77.330291	1500	not specified	MSV000097813_D4_040525-01	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			32	field	unfiltered	light	Capsule_Fluid	clear	D4_040525-01_St32_unfiltered_field_#7
MSV000097813	E4_040525-02.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E4_040525-02	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	040525_1600	United States of America	Rural	40.043494 | -77.330291	1500	not specified	MSV000097813_E4_040525-02	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			32	field	filtered	light	Capsule_Fluid	opaque	E4_040525-02_St32_filtered_field_#1
MSV000097813	F4_040525-02.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	F4_040525-02	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	040525_1600	United States of America	Rural	40.043494 | -77.330291	1500	not specified	MSV000097813_F4_040525-02	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			32	field	filtered	light	Capsule_Fluid	opaque	F4_040525-02_St32_filtered_field_#2
MSV000097813	G4_040525-02.mzML	culture_multiplespecies	biofluid	43114|Ambystoma maculatum	2025	solid material, frozen, lyophilized	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	G4_040525-02	0	not specified	organism substance	not applicable	healthy	no disease reported	not applicable	040525_1600	United States of America	Rural	40.043494 | -77.330291	1500	not specified	MSV000097813_G4_040525-02	Infancy (<2 yrs)	UBERON:0000463	no disease reported	species	Vertebrates	aquatic biome	pond water			32	field	filtered	light	Capsule_Fluid	opaque	G4_040525-02_St32_filtered_field_#3
