MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	ATTRIBUTE_Microbiome	ATTRIBUTE_Tryptophan_diet_status	ATTRIBUTE_Tryptophan_diet_percentage	ATTRIBUTE_Cumulative_Disease_Score	ATTRIBUTE_EAE_induction	ATTRIBUTE_HealthStatus_explained
MSV000092661	P1_D1_541.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	541	0.027397	female	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_541	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	HIGH	0.8	5	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_D10_2948.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2948	0.022309	female	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_2948	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	HIGH	0.8	15	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_D11_2949.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2949	0.022309	female	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_2949	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	HIGH	0.8	8.5	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_D12_D12_Blank_IM.mzML	blank_analysis	not applicable	not applicable	2023	not applicable	ML import: not available	ML import: not available	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	ML import: not available	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	MSV000092661_not applicable	not applicable	not applicable	ML import: not available	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000092661	P1_D2_542.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	542	0.027397	female	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_542	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	HIGH	0.8	0	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_D3_546.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	546	0.027397	female	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_546	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	HIGH	0.8	22	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_D4_548.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	548	0.027397	male	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_548	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	HIGH	0.8	50	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_D5_549.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	549	0.027397	male	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_549	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	HIGH	0.8	27	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_D6_551.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	551	0.027397	male	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_551	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	HIGH	0.8	0	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_D7_552.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	552	0.027397	male	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_552	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	HIGH	0.8	54	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_D8_2942.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2942	0.032094	female	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_2942	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	HIGH	0.8	44.5	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_D9_2947.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2947	0.022309	female	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_2947	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	HIGH	0.8	36.5	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_E1_744.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	744	0.028963	male	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_744	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	PWD/PhJ (PWD)	LOW	0.02	49	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_E10_2911.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2911	0.034442	male	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_2911	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	PWD/PhJ (PWD)	HIGH	0.8	36	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_E11_2904.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2904	0.025049	male	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_2904	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	PWD/PhJ (PWD)	HIGH	0.8	14	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_E12_E12_Blank_IM.mzML	blank_analysis	not applicable	not applicable	2023	not applicable	ML import: not available	ML import: not available	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	ML import: not available	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	MSV000092661_not applicable	not applicable	not applicable	ML import: not available	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000092661	P1_E2_2901.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2901	0.024658	male	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_2901	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	PWD/PhJ (PWD)	LOW	0.02	23	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_E3_2902.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2902	0.024658	male	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_2902	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	PWD/PhJ (PWD)	LOW	0.02	35	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_E4_2909.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2909	0.034442	male	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_2909	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	PWD/PhJ (PWD)	LOW	0.02	0	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_E5_2914.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2914	0.034442	female	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_2914	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	PWD/PhJ (PWD)	LOW	0.02	0	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_E6_747.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	747	0.032094	female	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_747	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	PWD/PhJ (PWD)	HIGH	0.8	39	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_E7_2903.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2903	0.024658	male	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_2903	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	PWD/PhJ (PWD)	HIGH	0.8	40	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_E8_2905.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2905	0.034442	male	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_2905	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	PWD/PhJ (PWD)	HIGH	0.8	59	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_E9_2910.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2910	0.034442	male	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_2910	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	PWD/PhJ (PWD)	HIGH	0.8	41	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_F1_2906.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2906	0.034442	male	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_2906	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	PWD/PhJ (PWD)	HIGH	0.8	53	30 days post-EAE induction	CNS autoimmunity
MSV000092661	P1_F10_3030.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3030	0.039922	male	blood serum	not applicable	healthy	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	14919	MSV000092661_3030	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	LOW	0.02	not applicable	prior to EAE induction	healthy
MSV000092661	P1_F11_3031.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3031	0.039922	male	blood serum	not applicable	healthy	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	14919	MSV000092661_3031	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	LOW	0.02	not applicable	prior to EAE induction	healthy
MSV000092661	P1_F12_F12_Blank_IM.mzML	blank_analysis	not applicable	not applicable	2023	not applicable	ML import: not available	ML import: not available	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	ML import: not available	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	MSV000092661_not applicable	not applicable	not applicable	ML import: not available	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000092661	P1_F2_2907.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2907	0.034442	male	blood serum	not applicable	unhealthy (NOS)	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	not applicable	MSV000092661_2907	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	PWD/PhJ (PWD)	HIGH	0.8	51	30 days post-EAE induction	healthy
MSV000092661	P1_F3_3027.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3027	0.033659	male	blood serum	not applicable	healthy	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	14919	MSV000092661_3027	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6)	LOW	0.02	not applicable	prior to EAE induction	healthy
MSV000092661	P1_F4_3024.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3024	0.050881	male	blood serum	not applicable	healthy	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	14919	MSV000092661_3024	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6)	LOW	0.02	not applicable	prior to EAE induction	healthy
MSV000092661	P1_F5_3025.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3025	0.050881	male	blood serum	not applicable	healthy	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	14919	MSV000092661_3025	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6)	LOW	0.02	not applicable	prior to EAE induction	healthy
MSV000092661	P1_F6_3028.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3028	0.033659	male	blood serum	not applicable	healthy	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	14919	MSV000092661_3028	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6)	HIGH	0.8	not applicable	prior to EAE induction	healthy
MSV000092661	P1_F7_3029.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3029	0.033659	male	blood serum	not applicable	healthy	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	14919	MSV000092661_3029	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6)	HIGH	0.8	not applicable	prior to EAE induction	healthy
MSV000092661	P1_F8_3022.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3022	0.050881	male	blood serum	not applicable	healthy	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	14919	MSV000092661_3022	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6)	HIGH	0.8	not applicable	prior to EAE induction	CNS autoimmunity
MSV000092661	P1_F9_3023.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3023	0.050881	male	blood serum	not applicable	healthy	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	14919	MSV000092661_3023	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6)	HIGH	0.8	not applicable	prior to EAE induction	healthy
MSV000092661	P1_G1_3032.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3032	0.039922	male	blood serum	not applicable	healthy	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	14919	MSV000092661_3032	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	LOW	0.02	not applicable	prior to EAE induction	healthy
MSV000092661	P1_G10_3048.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3048	0.022701	male	blood serum	not applicable	healthy	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	14919	MSV000092661_3048	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	HIGH	0.8	not applicable	prior to EAE induction	healthy
MSV000092661	P1_G11_G11_Blank_1.mzML	blank_analysis	not applicable	not applicable	2023	not applicable	ML import: not available	ML import: not available	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	ML import: not available	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	MSV000092661_not applicable	not applicable	not applicable	ML import: not available	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000092661	P1_G12_G12_Blank_IM.mzML	blank_analysis	not applicable	not applicable	2023	not applicable	ML import: not available	ML import: not available	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	ML import: not available	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	MSV000092661_not applicable	not applicable	not applicable	ML import: not available	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000092661	P1_G2_3039.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3039	0.031311	male	blood serum	not applicable	healthy	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	14919	MSV000092661_3039	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	LOW	0.02	not applicable	prior to EAE induction	healthy
MSV000092661	P1_G3_3040.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3040	0.031311	male	blood serum	not applicable	healthy	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	14919	MSV000092661_3040	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	LOW	0.02	not applicable	prior to EAE induction	healthy
MSV000092661	P1_G4_3036.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3036	0.031311	male	blood serum	not applicable	healthy	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	14919	MSV000092661_3036	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	HIGH	0.8	not applicable	prior to EAE induction	healthy
MSV000092661	P1_G5_3037.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3037	0.031311	male	blood serum	not applicable	healthy	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	14919	MSV000092661_3037	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	HIGH	0.8	not applicable	prior to EAE induction	healthy
MSV000092661	P1_G6_3038.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3038	0.031311	male	blood serum	not applicable	healthy	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	14919	MSV000092661_3038	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	HIGH	0.8	not applicable	prior to EAE induction	healthy
MSV000092661	P1_G7_3045.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3045	0.022701	male	blood serum	not applicable	healthy	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	14919	MSV000092661_3045	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	HIGH	0.8	not applicable	prior to EAE induction	healthy
MSV000092661	P1_G8_3046.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3046	0.022701	male	blood serum	not applicable	healthy	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	14919	MSV000092661_3046	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	HIGH	0.8	not applicable	prior to EAE induction	healthy
MSV000092661	P1_G9_3047.mzML	animal	biofluid	10090|Mus musculus	2023	blood NOS	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	3047	0.022701	male	blood serum	not applicable	healthy	ML import: not available	not applicable		United States of America	not applicable	not applicable	not applicable	14919	MSV000092661_3047	Infancy (<2 yrs)	UBERON:0001977	ML import: not available	C57BL/6J (B6) + Limosilactobacillus reuteri	HIGH	0.8	not applicable	prior to EAE induction	healthy
MSV000092661	P1_H1_H1_POOL_QC_IM.mzML	blank_QC	not applicable	not applicable	2023	not applicable	ML import: not available	ML import: not available	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	ML import: not available	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	MSV000092661_not applicable	not applicable	not applicable	ML import: not available	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000092661	TESTMIX_1.mzML	blank_QC	not applicable	not applicable	2023	not applicable	ML import: not available	ML import: not available	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	ML import: not available	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	MSV000092661_not applicable	not applicable	not applicable	ML import: not available	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000092661	TESTMIX_2.mzML	blank_QC	not applicable	not applicable	2023	not applicable	ML import: not available	ML import: not available	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	ML import: not available	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	MSV000092661_not applicable	not applicable	not applicable	ML import: not available	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000092661	TESTMIX_3.mzML	blank_QC	not applicable	not applicable	2023	not applicable	ML import: not available	ML import: not available	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	ML import: not available	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	MSV000092661_not applicable	not applicable	not applicable	ML import: not available	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000092661	TESTMIX_4.mzML	blank_QC	not applicable	not applicable	2023	not applicable	ML import: not available	ML import: not available	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	ML import: not available	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	MSV000092661_not applicable	not applicable	not applicable	ML import: not available	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000092661	TESTMIX_5.mzML	blank_QC	not applicable	not applicable	2023	not applicable	ML import: not available	ML import: not available	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	ML import: not available	not applicable		not applicable	not applicable	not applicable	not applicable	not applicable	MSV000092661_not applicable	not applicable	not applicable	ML import: not available	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
