MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	Tube	ATTRIBUTE_Strain	ATTRIBUTE_Clutch	ATTRIBUTE_Tissue	ATTRIBUTE_SquidNumber
MSV000097783	77_APO_40_Skin.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	77_APO_40_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_77_APO_40_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	77	APO	40	Skin	5
MSV000097783	78_APO_40_Skin.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	78_APO_40_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_78_APO_40_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	78	APO	40	Skin	5
MSV000097783	79_APO_40_Eye.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	79_APO_40_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_79_APO_40_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	79	APO	40	Eye	5
MSV000097783	80_APO_40_Eye.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	80_APO_40_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_80_APO_40_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	80	APO	40	Eye	5
MSV000097783	81_APO_40_Eye.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	81_APO_40_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_81_APO_40_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	81	APO	40	Eye	5
MSV000097783	82_APO_40_Eye.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	82_APO_40_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_82_APO_40_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	82	APO	40	Eye	5
MSV000097783	83_APO_40_Eye.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	83_APO_40_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_83_APO_40_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	83	APO	40	Eye	5
MSV000097783	84_APO_40_Eye.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	84_APO_40_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_84_APO_40_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	84	APO	40	Eye	5
MSV000097783	85_APO_40_LO.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	85_APO_40_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_85_APO_40_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	85	APO	40	LO	5
MSV000097783	86_APO_40_LO.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	86_APO_40_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_86_APO_40_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	86	APO	40	LO	5
MSV000097783	87_APO_40_LO.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	87_APO_40_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_87_APO_40_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	87	APO	40	LO	5
MSV000097783	88_APO_40_LO.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	88_APO_40_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_88_APO_40_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	88	APO	40	LO	5
MSV000097783	89_APO_40_LO.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	89_APO_40_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_89_APO_40_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	89	APO	40	LO	5
MSV000097783	90_APO_40_LO.mzML	animal	tissue	6613|Euprymna scolopes	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	90_APO_40_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_90_APO_40_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	90	APO	40	LO	5
MSV000097783	91_dLux_6_Skin.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	91_dLux_6_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_91_dLux_6_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	91	dLux	6	Skin	5
MSV000097783	92_dLux_6_Skin.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	92_dLux_6_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_92_dLux_6_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	92	dLux	6	Skin	6
MSV000097783	93_dLux_6_Skin.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	93_dLux_6_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_93_dLux_6_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	93	dLux	6	Skin	6
MSV000097783	94_dLux_6_Skin.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	94_dLux_6_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_94_dLux_6_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	94	dLux	6	Skin	6
MSV000097783	95_dLux_6_Skin.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	95_dLux_6_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_95_dLux_6_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	95	dLux	6	Skin	6
MSV000097783	96_dLux_6_Skin.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	96_dLux_6_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_96_dLux_6_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	96	dLux	6	Skin	6
MSV000097783	97_dLux_6_Eye.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	97_dLux_6_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_97_dLux_6_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	97	dLux	6	Eye	5
MSV000097783	98_dLux_6_Eye.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	98_dLux_6_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_98_dLux_6_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	98	dLux	6	Eye	6
MSV000097783	99_dLux_6_Eye.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	99_dLux_6_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_99_dLux_6_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	99	dLux	6	Eye	6
MSV000097783	100_dLux_6_Eye.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	100_dLux_6_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_100_dLux_6_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	100	dLux	6	Eye	6
MSV000097783	101_dLux_6_Eye.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	101_dLux_6_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_101_dLux_6_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	101	dLux	6	Eye	6
MSV000097783	102_dLux_6_Eye.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	102_dLux_6_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_102_dLux_6_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	102	dLux	6	Eye	6
MSV000097783	103_dLux_6_LO.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	103_dLux_6_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_103_dLux_6_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	103	dLux	6	LO	5
MSV000097783	104_dLux_6_LO.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	104_dLux_6_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_104_dLux_6_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	104	dLux	6	LO	6
MSV000097783	105_dLux_6_LO.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	105_dLux_6_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_105_dLux_6_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	105	dLux	6	LO	6
MSV000097783	106_dLux_6_LO.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	106_dLux_6_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_106_dLux_6_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	106	dLux	6	LO	6
MSV000097783	107_dLux_6_LO.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	107_dLux_6_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_107_dLux_6_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	107	dLux	6	LO	6
MSV000097783	108_dLux_6_LO.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	108_dLux_6_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_108_dLux_6_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	108	dLux	6	LO	6
MSV000097783	109_ES114_40_Skin.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	109_ES114_40_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_109_ES114_40_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	109	ES114	40	Skin	5
MSV000097783	110_ES114_40_Skin.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	110_ES114_40_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_110_ES114_40_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	110	ES114	40	Skin	5
MSV000097783	111_ES114_40_Skin.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	111_ES114_40_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_111_ES114_40_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	111	ES114	40	Skin	5
MSV000097783	112_ES114_40_Skin.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	112_ES114_40_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_112_ES114_40_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	112	ES114	40	Skin	5
MSV000097783	113_ES114_40_Skin.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	113_ES114_40_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_113_ES114_40_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	113	ES114	40	Skin	5
MSV000097783	114_ES114_40_Skin.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	114_ES114_40_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_114_ES114_40_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	114	ES114	40	Skin	4
MSV000097783	115_ES114_40_Eye.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	115_ES114_40_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_115_ES114_40_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	115	ES114	40	Eye	5
MSV000097783	116_ES114_40_Eye.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	116_ES114_40_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_116_ES114_40_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	116	ES114	40	Eye	5
MSV000097783	117_ES114_40_Eye.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	117_ES114_40_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_117_ES114_40_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	117	ES114	40	Eye	5
MSV000097783	118_ES114_40_Eye.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	118_ES114_40_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_118_ES114_40_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	118	ES114	40	Eye	5
MSV000097783	119_ES114_40_Eye.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	119_ES114_40_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_119_ES114_40_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	119	ES114	40	Eye	5
MSV000097783	120_ES114_40_Eye.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	120_ES114_40_Eye	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_120_ES114_40_Eye	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	120	ES114	40	Eye	4
MSV000097783	121_ES114_40_LO.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	121_ES114_40_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_121_ES114_40_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	121	ES114	40	LO	5
MSV000097783	122_ES114_40_LO.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	122_ES114_40_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_122_ES114_40_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	122	ES114	40	LO	5
MSV000097783	123_ES114_40_LO.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	123_ES114_40_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_123_ES114_40_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	123	ES114	40	LO	5
MSV000097783	124_ES114_40_LO.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	124_ES114_40_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_124_ES114_40_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	124	ES114	40	LO	5
MSV000097783	125_ES114_40_LO.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	125_ES114_40_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_125_ES114_40_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	125	ES114	40	LO	5
MSV000097783	126_ES114_40_LO.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	126_ES114_40_LO	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_126_ES114_40_LO	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	126	ES114	40	LO	4
MSV000097783	127_dLux_40_Skin.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	127_dLux_40_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_127_dLux_40_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	127	dLux	40	Skin	5
MSV000097783	128_dLux_40_Skin.mzML	animal	tissue	6613|Euprymna scolopes||312309|Aliivibrio fischeri ES114	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)	128_dLux_40_Skin	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	United States of America	not specified	not specified	not specified	not specified	MSV000097783_128_dLux_40_Skin	24h	not specified	not specified	not specified	not specified	not specified	not specified	not specified	not specified	128	dLux	40	Skin	5
