MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	UBERONBodyPartName	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ATTRIBUTE_Days	...
MSV000096491	P2_B2_110_AB-SEK-2-5-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	3	
MSV000096491	P2_B3_111_P-HOK-2-1-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	3	
MSV000096491	P2_B4_112_P-HOK-2-2-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	3	
MSV000096491	P2_B5_113_P-HOK-2-3-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	3	
MSV000096491	P2_B6_114_P-HOK-2-4-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	3	
MSV000096491	P2_B7_115_P-HOK-2-5-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	3	
MSV000096491	P2_B8_116_P-SEK-2-1-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	3	
MSV000096491	P2_B9_117_P-SEK-2-2-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	3	
MSV000096491	P2_B10_118_P-SEK-2-3-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	3	
MSV000096491	P2_B11_119_P-SEK-2-4-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	3	
MSV000096491	P2_B12_120_P-SEK-2-5-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	3	
MSV000096491	P2_C1_121_AB-HOK-2-1-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_C2_122_AB-HOK-2-2-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_C3_123_AB-HOK-2-3-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_C4_124_AB-HOK-2-4-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_C5_125_AB-HOK-2-5-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_C6_126_AB-SEK-2-1-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_C7_127_AB-SEK-2-2-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_C8_128_AB-SEK-2-3-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_C9_129_AB-SEK-2-4-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_C10_130_AB-SEK-2-5-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_C11_131_P-HOK-2-1-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_C12_132_P-HOK-2-2-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_D1_133_P-HOK-2-3-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_D2_134_P-HOK-2-4-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_D3_135_P-HOK-2-5-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_D4_136_P-SEK-2-1-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_D5_137_P-SEK-2-2-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_D6_138_P-SEK-2-3-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_D7_139_P-SEK-2-4-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_D8_140_P-SEK-2-5-SEK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_D9_141_AB-HOK-1-1-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_D10_142_AB-HOK-1-2-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_D11_143_AB-HOK-1-3-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_D12_144_AB-HOK-1-4-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_E1_145_AB-HOK-1-5-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_E2_146_AB-SEK-1-1-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_E3_147_AB-SEK-1-2-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_E4_148_AB-SEK-1-3-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_E5_149_AB-SEK-1-4-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_E6_150_AB-SEK-1-5-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_E7_151_P-HOK-1-1-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_E8_152_P-HOK-1-2-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_E9_153_P-HOK-1-3-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_E10_154_P-HOK-1-4-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_E11_155_P-HOK-1-5-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_E12_156_P-SEK-1-1-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_F1_157_P-SEK-1-2-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_F2_158_P-SEK-1-3-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_F3_159_P-SEK-1-4-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_F4_160_P-SEK-1-5-SEK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_F5_161_AB-HOK-1-1-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_F6_162_AB-HOK-1-2-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_F7_163_AB-HOK-1-3-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_F8_164_AB-HOK-1-4-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_F9_165_AB-HOK-1-5-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_F10_166_AB-SEK-1-1-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_F11_167_AB-SEK-1-2-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_F12_168_AB-SEK-1-3-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_G1_169_AB-SEK-1-4-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_G2_170_AB-SEK-1-5-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_G3_171_P-HOK-1-1-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_G4_172_P-HOK-1-2-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_G5_173_P-HOK-1-3-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_G6_174_P-HOK-1-4-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_G7_175_P-HOK-1-5-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_G8_176_P-SEK-1-1-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_G9_177_P-SEK-1-2-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_G10_178_P-SEK-1-3-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_G11_179_P-SEK-1-4-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_G12_180_P-SEK-1-5-HOK-1_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_H1_181_AB-HOK-2-1-HOK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_H2_182_AB-HOK-2-2-HOK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_H3_183_AB-HOK-2-3-HOK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_H4_184_AB-HOK-2-4-HOK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_H5_185_AB-HOK-2-5-HOK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.24146,-124.38383	1			plant litter	7	
MSV000096491	P2_H6_186_AB-SEK-2-1-HOK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_H7_187_AB-SEK-2-2-HOK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_H8_188_AB-SEK-2-3-HOK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
MSV000096491	P2_H9_189_AB-SEK-2-4-HOK-2_POS.mzML	environmental	plant_angiospermae	109069|Anlus rubra	2024	solid material, dried	methanol:water (7:3)	sulfadimethoxine;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	leaf		United States of America		48.27701,-124.45105	1			plant litter	7	
