MassiveID	filename	ATTRIBUTE_Strain	ATTRIBUTE_YnpID	ATTRIBUTE_Date	ATTRIBUTE_Method	ATTRIBUTE_Mode	ATTRIBUTE_ExperimentID	ATTRIBUTE_Genus	ATTRIBUTE_Media	ATTRIBUTE_CultureFormat	ATTRIBUTE_IncubationDays	NCBIGenome	NCBITaxonomy	SampleType	SampleTypeSub1	MassSpectrometer	IonizationSourceAndPolarity	SampleCollectionDateandTime
MSV000099370	Metarhizium_flavoviride_DSM_11336_YNP50_20230512_Ac-C18_NEG_UMETAB333_603A_B3.mzXML	Metarhizium_flavoviride_DSM_11336	YNP50	20230512	Ac-C18	NEG	603	Metarhizium	PDA	plate	14	GCA_051529355.1	92630|Metarhizium flavoviride	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Metarhizium_flavoviride_DSM_11336_YNP50_20230512_Ac-C18_NEG_UMETAB333_604A_B4.mzXML	Metarhizium_flavoviride_DSM_11336	YNP50	20230512	Ac-C18	NEG	604	Metarhizium	MEA	plate	14	GCA_051529355.1	92630|Metarhizium flavoviride	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Metarhizium_flavoviride_DSM_11336_YNP50_20230512_Ac-C18_NEG_UMETAB333_605A_B5.mzXML	Metarhizium_flavoviride_DSM_11336	YNP50	20230512	Ac-C18	NEG	605	Metarhizium	CMA	plate	14	GCA_051529355.1	92630|Metarhizium flavoviride	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Metarhizium_brunneum_MUCL9645_20230512_Ac-C18_NEG_UMETAB333_606A_B6.mzXML	Metarhizium_brunneum_MUCL9645	NULL	20230512	Ac-C18	NEG	606	Metarhizium	PDA	plate	14		500148|Metarhizium brunneum	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Metarhizium_brunneum_MUCL9645_20230512_Ac-C18_NEG_UMETAB333_607A_B7.mzXML	Metarhizium_brunneum_MUCL9645	NULL	20230512	Ac-C18	NEG	607	Metarhizium	MEA	plate	14		500148|Metarhizium brunneum	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Metarhizium_brunneum_MUCL9645_20230512_Ac-C18_NEG_UMETAB333_608A_B8.mzXML	Metarhizium_brunneum_MUCL9645	NULL	20230512	Ac-C18	NEG	608	Metarhizium	CMA	plate	14		500148|Metarhizium brunneum	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Metarhizium_anisopliae_MUCL_9815_YNP48_20230512_Ac-C18_NEG_UMETAB333_609A_B9.mzXML	Metarhizium_anisopliae_MUCL_9815	YNP48	20230512	Ac-C18	NEG	609	Metarhizium	CMA	plate	14		5530|Metarhizium anisopliae	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Metarhizium_MUCL_4166_YNP52_20230512_Ac-C18_NEG_UMETAB333_610A_B10.mzXML	Metarhizium_MUCL_4166	YNP52	20230512	Ac-C18	NEG	610	Metarhizium	PDA	plate	14	GCA_051529315.1	5529|Metarhizium	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Metarhizium_MUCL_4166_YNP52_20230512_Ac-C18_NEG_UMETAB333_611A_B11.mzXML	Metarhizium_MUCL_4166	YNP52	20230512	Ac-C18	NEG	611	Metarhizium	MEA	plate	14	GCA_051529315.1	5529|Metarhizium	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Metarhizium_MUCL_4166_YNP52_20230512_Ac-C18_NEG_UMETAB333_612A_B12.mzXML	Metarhizium_MUCL_4166	YNP52	20230512	Ac-C18	NEG	612	Metarhizium	CMA	plate	14	GCA_051529315.1	5529|Metarhizium	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Metapochonia_bulbilosa_MUCL_8257_YNP45_20230512_Ac-C18_NEG_UMETAB333_613A_C1.mzXML	Metapochonia_bulbilosa_MUCL_8257	YNP45	20230512	Ac-C18	NEG	613	Metapochonia	PDA	plate	14	GCA_051529415.1	1647406|Metapochonia	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Metapochonia_bulbilosa_MUCL_8257_YNP45_20230512_Ac-C18_NEG_UMETAB333_614A_C2.mzXML	Metapochonia_bulbilosa_MUCL_8257	YNP45	20230512	Ac-C18	NEG	614	Metapochonia	MEA	plate	14	GCA_051529415.1	1647406|Metapochonia	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Metapochonia_bulbilosa_MUCL_8257_YNP45_20230512_Ac-C18_NEG_UMETAB333_615A_C3.mzXML	Metapochonia_bulbilosa_MUCL_8257	YNP45	20230512	Ac-C18	NEG	615	Metapochonia	CMA	plate	14	GCA_051529415.1	1647406|Metapochonia	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Lecanicillium_dimorphum_MUCL_29914_YNP39_20230512_Ac-C18_NEG_UMETAB333_616A_C4.mzXML	Lecanicillium_dimorphum_MUCL_29914	YNP39	20230512	Ac-C18	NEG	616	Lecanicillium	PDA	plate	14		132583|Corniculantispora dimorpha	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Lecanicillium_dimorphum_MUCL_29914_YNP39_20230512_Ac-C18_NEG_UMETAB333_618A_C6.mzXML	Lecanicillium_dimorphum_MUCL_29914	YNP39	20230512	Ac-C18	NEG	618	Lecanicillium	MEA	plate	14		132583|Corniculantispora dimorpha	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Claviceps_purpurea_DSM_714_YNP33_20230512_Ac-C18_NEG_UMETAB333_619A_C7.mzXML	Claviceps_purpurea_DSM_714	YNP33	20230512	Ac-C18	NEG	619	Claviceps	CMA	plate	14		5111|Claviceps purpurea	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Claviceps_purpurea_DSM_714_YNP33_20230512_Ac-C18_NEG_UMETAB333_620A_C8.mzXML	Claviceps_purpurea_DSM_714	YNP33	20230512	Ac-C18	NEG	620	Claviceps	PDA	plate	14		5111|Claviceps purpurea	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Claviceps_purpurea_DSM_714_YNP33_20230512_Ac-C18_NEG_UMETAB333_621A_C9.mzXML	Claviceps_purpurea_DSM_714	YNP33	20230512	Ac-C18	NEG	621	Claviceps	MEA	plate	14		5111|Claviceps purpurea	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Claviceps_fusiformis_DSM_2942_YNP32_20230512_Ac-C18_NEG_UMETAB333_622A_C10.mzXML	Claviceps_fusiformis_DSM_2942	YNP32	20230512	Ac-C18	NEG	622	Claviceps	PDA	plate	14		40602|Claviceps fusiformis	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Claviceps_fusiformis_DSM_2942_YNP32_20230512_Ac-C18_NEG_UMETAB333_623A_C11.mzXML	Claviceps_fusiformis_DSM_2942	YNP32	20230512	Ac-C18	NEG	623	Claviceps	MEA	plate	14		40602|Claviceps fusiformis	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Claviceps_fusiformis_DSM_2942_YNP32_20230512_Ac-C18_NEG_UMETAB333_624A_C12.mzXML	Claviceps_fusiformis_DSM_2942	YNP32	20230512	Ac-C18	NEG	624	Claviceps	CMA	plate	14		40602|Claviceps fusiformis	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Claviceps_fusiformis_DSM_2942_YNP32_20230512_Ac-C18_NEG_UMETAB333_625A_D1.mzXML	Claviceps_fusiformis_DSM_2942	YNP32	20230512	Ac-C18	NEG	625	Claviceps	PDA	plate	14		40602|Claviceps fusiformis	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Claviceps_paspali_DSM_883_YNP67_20230512_Ac-C18_NEG_UMETAB333_626A_D2.mzXML	Claviceps_paspali_DSM_883	YNP67	20230512	Ac-C18	NEG	626	Claviceps	CMA	plate	14	GCA_051528995.1	40601|Claviceps paspali	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Claviceps_paspali_DSM_883_YNP67_20230512_Ac-C18_NEG_UMETAB333_627A_D3.mzXML	Claviceps_paspali_DSM_883	YNP67	20230512	Ac-C18	NEG	627	Claviceps	CMA	plate	14	GCA_051528995.1	40601|Claviceps paspali	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Claviceps_paspali_DSM_883_YNP67_20230512_Ac-C18_NEG_UMETAB333_628A_D4.mzXML	Claviceps_paspali_DSM_883	YNP67	20230512	Ac-C18	NEG	628	Claviceps	PDA	plate	14		40601|Claviceps paspali	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Lecanicillium_coprophilum_MUCL_594_YNP40_20230512_Ac-C18_NEG_UMETAB333_629A_D5.mzXML	Lecanicillium_coprophilum_MUCL_594	YNP40	20230512	Ac-C18	NEG	629	Lecanicillium	MEA	plate	14		2496607|Lecanicillium coprophilum	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Lecanicillium_coprophilum_MUCL_594_YNP40_20230512_Ac-C18_NEG_UMETAB333_630A_D6.mzXML	Lecanicillium_coprophilum_MUCL_594	YNP40	20230512	Ac-C18	NEG	630	Lecanicillium	PDA	plate	14		2496607|Lecanicillium coprophilum	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Lecanicillium_coprophilum_MUCL_594_YNP40_20230512_Ac-C18_NEG_UMETAB333_631A_D7.mzXML	Lecanicillium_coprophilum_MUCL_594	YNP40	20230512	Ac-C18	NEG	631	Lecanicillium	CMA	plate	14		2496607|Lecanicillium coprophilum	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Epichole_typhina_MB165057_YNP37_20230512_Ac-C18_NEG_UMETAB333_632A_D8.mzXML	Epichole_typhina_MB165057	YNP37	20230512	Ac-C18	NEG	632	Epichole	PDA	plate	14		2943579|Typhina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Epichole_typhina_MB165057_YNP37_20230512_Ac-C18_NEG_UMETAB333_633A_D9.mzXML	Epichole_typhina_MB165057	YNP37	20230512	Ac-C18	NEG	633	Epichole	CMA	plate	14		2943579|Typhina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Epichole_typhina_MB165057_YNP37_20230512_Ac-C18_NEG_UMETAB333_634A_D10.mzXML	Epichole_typhina_MB165057	YNP37	20230512	Ac-C18	NEG	634	Epichole	MEA	plate	14		2943579|Typhina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Claviceps_purpurea_DSM_716_YNP35_20230512_Ac-C18_NEG_UMETAB333_635A_D11.mzXML	Claviceps_purpurea_DSM_716	YNP35	20230512	Ac-C18	NEG	635	Claviceps	CMA	plate	14	GCA_051529475.1	5111|Claviceps purpurea	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Claviceps_purpurea_DSM_716_YNP35_20230512_Ac-C18_NEG_UMETAB333_636A_D12.mzXML	Claviceps_purpurea_DSM_716	YNP35	20230512	Ac-C18	NEG	636	Claviceps	MEA	plate	14	GCA_051529475.1	5111|Claviceps purpurea	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Claviceps_purpurea_DSM_716_YNP35_20230512_Ac-C18_NEG_UMETAB333_637A_E1.mzXML	Claviceps_purpurea_DSM_716	YNP35	20230512	Ac-C18	NEG	637	Claviceps	PDA	plate	14	GCA_051529475.1	5111|Claviceps purpurea	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Claviceps_purpurea_3488_YNP36_20230512_Ac-C18_NEG_UMETAB333_638A_E2.mzXML	Claviceps_purpurea_3488	YNP36	20230512	Ac-C18	NEG	638	Claviceps	CMA	plate	14		5111|Claviceps purpurea	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Claviceps_purpurea_3488_YNP36_20230512_Ac-C18_NEG_UMETAB333_639A_E3.mzXML	Claviceps_purpurea_3488	YNP36	20230512	Ac-C18	NEG	639	Claviceps	MEA	plate	14		5111|Claviceps purpurea	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Claviceps_purpurea_3488_YNP36_20230512_Ac-C18_NEG_UMETAB333_640A_E4.mzXML	Claviceps_purpurea_3488	YNP36	20230512	Ac-C18	NEG	640	Claviceps	PDA	plate	14		5111|Claviceps purpurea	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Simplicilium_lanosoniveum_56433_YNP60_20230512_Ac-C18_NEG_UMETAB333_641A_E5.mzXML	Simplicilium_lanosoniveum_56433	YNP60	20230512	Ac-C18	NEG	641	Simplicilium	MEA	plate	14	GCA_051529135.1		fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Lecanicillium_fungicola_MUCL_9781_YNP41_20230512_Ac-C18_NEG_UMETAB333_643A_E7.mzXML	Lecanicillium_fungicola_MUCL_9781	YNP41	20230512	Ac-C18	NEG	643	Lecanicillium	CMA	plate	14		93591|Zarea fungicola	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Lecanicillium_fungicola_MUCL_9781_YNP41_20230512_Ac-C18_NEG_UMETAB333_644A_E8.mzXML	Lecanicillium_fungicola_MUCL_9781	YNP41	20230512	Ac-C18	NEG	644	Lecanicillium	PDA	plate	14		93591|Zarea fungicola	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Lecanicillium_fungicola_MUCL_9781_YNP41_20230512_Ac-C18_NEG_UMETAB333_645A_E9.mzXML	Lecanicillium_fungicola_MUCL_9781	YNP41	20230512	Ac-C18	NEG	645	Lecanicillium	MEA	plate	14		93591|Zarea fungicola	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Xylaria_longipes_DSM_107022_YNP92_20230512_Ac-C18_NEG_UMETAB333_647A_E11.mzXML	Xylaria_longipes_DSM_107022	YNP92	20230512	Ac-C18	NEG	647	Xylaria	PDA	plate	14	GCA_051528455.1	114818|Xylaria longipes	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Xylaria_digitata_DSM914_YNP62_20230512_Ac-C18_NEG_UMETAB333_650A_F2.mzXML	Xylaria_digitata_DSM914	YNP62	20230512	Ac-C18	NEG	650	Xylaria	MEA	plate	14	GCA_051529095.1	323540|Xylaria digitata	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Xylaria_digitata_DSM914_YNP62_20230512_Ac-C18_NEG_UMETAB333_651A_F3.mzXML	Xylaria_digitata_DSM914	YNP62	20230512	Ac-C18	NEG	651	Xylaria	CMA	plate	14	GCA_051529095.1	323540|Xylaria digitata	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Lecanicillium_saksenae_MUCL_18310_YNP44_20230512_Ac-C18_NEG_UMETAB333_652A_F4.mzXML	Lecanicillium_saksenae_MUCL_18310	YNP44	20230512	Ac-C18	NEG	652	Lecanicillium	CMA	plate	14	GCA_051529435.1	468837|Lecanicillium saksenae	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Sarocladium_G79_YNP38_20230512_Ac-C18_NEG_UMETAB333_653A_F5.mzML	Sarocladium_G79	YNP38	20230512	Ac-C18	NEG	653	Sarocladium	PDA	plate	14		1949222|Scedosporium rarisporum	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Sarocladium_G79_YNP38_20230512_Ac-C18_NEG_UMETAB333_654A_F6.mzML	Sarocladium_G79	YNP38	20230512	Ac-C18	NEG	654	Sarocladium	MEA	plate	14		1949222|Scedosporium rarisporum	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Sarocladium_G79_YNP38_20230512_Ac-C18_NEG_UMETAB333_655A_F7.mzML	Sarocladium_G79	YNP38	20230512	Ac-C18	NEG	655	Sarocladium	CMA	plate	14		1949222|Scedosporium rarisporum	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Lecanicillium_saksenae_MUCL_18310_YNP44_20230512_Ac-C18_NEG_UMETAB333_656A_F8.mzXML	Lecanicillium_saksenae_MUCL_18310	YNP44	20230512	Ac-C18	NEG	656	Lecanicillium	PDA	plate	14	GCA_051529435.1	468837|Lecanicillium saksenae	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Lecanicillium_saksenae_MUCL_18310_YNP44_20230512_Ac-C18_NEG_UMETAB333_657A_F9.mzXML	Lecanicillium_saksenae_MUCL_18310	YNP44	20230512	Ac-C18	NEG	657	Lecanicillium	MEA	plate	14	GCA_051529435.1	468837|Lecanicillium saksenae	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Lecanicillium_saksenae_MUCL_18310_YNP44_20230512_Ac-C18_NEG_UMETAB333_658A_F10.mzXML	Lecanicillium_saksenae_MUCL_18310	YNP44	20230512	Ac-C18	NEG	658	Lecanicillium	CMA	plate	14	GCA_051529435.1	468837|Lecanicillium saksenae	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Simplicilium_lanosoniveum_56433_YNP60_20230512_Ac-C18_NEG_UMETAB333_660A_F12.mzXML	Simplicilium_lanosoniveum_56433	YNP60	20230512	Ac-C18	NEG	660	Simplicilium	PDA	plate	14	GCA_051529135.1		fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Simplicilium_lanosoniveum_56433_YNP60_20230512_Ac-C18_NEG_UMETAB333_661A_G1.mzXML	Simplicilium_lanosoniveum_56433	YNP60	20230512	Ac-C18	NEG	661	Simplicilium	CMA	plate	14	GCA_051529135.1		fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Simplicillium_lamellicola_56290_YNP57_20230512_Ac-C18_NEG_UMETAB333_665A_G5.mzXML	Simplicillium_lamellicola_56290	YNP57	20230512	Ac-C18	NEG	665	Simplicillium	CMA	plate	14	GCA_051529215.1	93593|Simplicillium lamellicola	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Simplicillium_lamellicola_56290_YNP57_20230512_Ac-C18_NEG_UMETAB333_666A_G6.mzXML	Simplicillium_lamellicola_56290	YNP57	20230512	Ac-C18	NEG	666	Simplicillium	PDA	plate	14	GCA_051529215.1	93593|Simplicillium lamellicola	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Simplicillium_lamellicola_56290_YNP57_20230512_Ac-C18_NEG_UMETAB333_667A_G7.mzXML	Simplicillium_lamellicola_56290	YNP57	20230512	Ac-C18	NEG	667	Simplicillium	MEA	plate	14	GCA_051529215.1	93593|Simplicillium lamellicola	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Pochonia_chlamydosporia_MUCL_4182_YNP54_20230512_Ac-C18_NEG_UMETAB333_671A_G11.mzXML	Pochonia_chlamydosporia_MUCL_4182	YNP54	20230512	Ac-C18	NEG	671	Pochonia	PDA	plate	14	GCA_051529235.1	280754|Pochonia chlamydosporia	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Pochonia_chlamydosporia_MUCL_4182_YNP54_20230512_Ac-C18_NEG_UMETAB333_672A_G12.mzXML	Pochonia_chlamydosporia_MUCL_4182	YNP54	20230512	Ac-C18	NEG	672	Pochonia	MEA	plate	14	GCA_051529235.1	280754|Pochonia chlamydosporia	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Pochonia_chlamydosporia_MUCL_4182_YNP54_20230512_Ac-C18_NEG_UMETAB333_673A_H1.mzXML	Pochonia_chlamydosporia_MUCL_4182	YNP54	20230512	Ac-C18	NEG	673	Pochonia	CMA	plate	14	GCA_051529235.1	280754|Pochonia chlamydosporia	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	5/12/2023
MSV000099370	Lecanicillium_aphanocladii_MUCL_58163_YNP79_20230901_Ac-C18_NEG_UMETAB359_677_A4.mzXML	Lecanicillium_aphanocladii_MUCL_58163	YNP79	20230901	Ac-C18	NEG	677	Lecanicillium	PDA	plate	14	GCA_051528715.1	132584|Lecanicillium aphanocladii	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Lecanicillium_aphanocladii_MUCL_58163_YNP79_20230901_Ac-C18_NEG_UMETAB359_678_A5.mzXML	Lecanicillium_aphanocladii_MUCL_58163	YNP79	20230901	Ac-C18	NEG	678	Lecanicillium	CMA	plate	14	GCA_051528715.1	132584|Lecanicillium aphanocladii	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Lecanicillium_aphanocladii_MUCL_58163_YNP79_20230901_Ac-C18_NEG_UMETAB359_679_A6.mzXML	Lecanicillium_aphanocladii_MUCL_58163	YNP79	20230901	Ac-C18	NEG	679	Lecanicillium	MEA	plate	14	GCA_051528715.1	132584|Lecanicillium aphanocladii	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Akanthomyces_G78_YNP78_20230901_Ac-C18_NEG_UMETAB359_680_A7.mzXML	Akanthomyces_G78	YNP78	20230901	Ac-C18	NEG	680	Akanthomyces	PDA	plate	14	GCA_051528755.1	150366|Akanthomyces	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Akanthomyces_G78_YNP78_20230901_Ac-C18_NEG_UMETAB359_681_A8.mzXML	Akanthomyces_G78	YNP78	20230901	Ac-C18	NEG	681	Akanthomyces	CMA	plate	14	GCA_051528755.1	150366|Akanthomyces	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Akanthomyces_G78_YNP78_20230901_Ac-C18_NEG_UMETAB359_682_A9.mzXML	Akanthomyces_G78	YNP78	20230901	Ac-C18	NEG	682	Akanthomyces	MEA	plate	14	GCA_051528755.1	150366|Akanthomyces	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Claviceps_viridis_DSM_882_YNP70_20230804_Ac-C18_NEG_UMETAB359_683_A10.mzXML	Claviceps_viridis_DSM_882	YNP70	20230804	Ac-C18	NEG	683	Claviceps	CMA	plate	14	GCA_051528945.1	89179|Claviceps viridis	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Claviceps_viridis_DSM_882_YNP70_20230804_Ac-C18_NEG_UMETAB359_684_A11.mzXML	Claviceps_viridis_DSM_882	YNP70	20230804	Ac-C18	NEG	684	Claviceps	MEA	plate	14	GCA_051528945.1	89179|Claviceps viridis	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Claviceps_viridis_DSM_882_YNP70_20230804_Ac-C18_NEG_UMETAB359_685_A12.mzXML	Claviceps_viridis_DSM_882	YNP70	20230804	Ac-C18	NEG	685	Claviceps	PDA	plate	14	GCA_051528945.1	89179|Claviceps viridis	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Simplicillium_lamellicola_MUCL_44211_YNP87_20230804_Ac-C18_NEG_UMETAB359_692_B7.mzXML	Simplicillium_lamellicola_MUCL_44211	YNP87	20230804	Ac-C18	NEG	692	Simplicillium	PDA	plate	14	GCA_051528535.1	93593|Simplicillium lamellicola	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Simplicillium_lamellicola_MUCL_44211_YNP87_20230804_Ac-C18_NEG_UMETAB359_693_B8.mzXML	Simplicillium_lamellicola_MUCL_44211	YNP87	20230804	Ac-C18	NEG	693	Simplicillium	CMA	plate	14	GCA_051528535.1	93593|Simplicillium lamellicola	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Simplicillium_lamellicola_MUCL_44211_YNP87_20230804_Ac-C18_NEG_UMETAB359_694_B9.mzXML	Simplicillium_lamellicola_MUCL_44211	YNP87	20230804	Ac-C18	NEG	694	Simplicillium	MEA	plate	14	GCA_051528535.1	93593|Simplicillium lamellicola	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Simplicillium_lamellicola_DSM_3347_YNP86_20230804_Ac-C18_NEG_UMETAB359_698_C1.mzXML	Simplicillium_lamellicola_DSM_3347	YNP86	20230804	Ac-C18	NEG	698	Simplicillium	MEA	plate	14	GCA_051528605.1	93593|Simplicillium lamellicola	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Simplicillium_lamellicola_DSM_3347_YNP86_20230804_Ac-C18_NEG_UMETAB359_699_C2.mzXML	Simplicillium_lamellicola_DSM_3347	YNP86	20230804	Ac-C18	NEG	699	Simplicillium	PDA	plate	14	GCA_051528605.1	93593|Simplicillium lamellicola	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Simplicillium_lamellicola_DSM_3347_YNP86_20230804_Ac-C18_NEG_UMETAB359_700_C3.mzXML	Simplicillium_lamellicola_DSM_3347	YNP86	20230804	Ac-C18	NEG	700	Simplicillium	CMA	plate	14	GCA_051528605.1	93593|Simplicillium lamellicola	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
