MassiveID	filename	ATTRIBUTE_Strain	ATTRIBUTE_YnpID	ATTRIBUTE_Date	ATTRIBUTE_Method	ATTRIBUTE_Mode	ATTRIBUTE_ExperimentID	ATTRIBUTE_Media	ATTRIBUTE_CultureFormat	ATTRIBUTE_IncubationDays	NCBITaxonomy	IonizationSourceAndPolarity	MassSpectrometer	SampleCollectionDateandTime	NCBIGenome	SampleType	SampleTypeSub1	SampleExtractionMethod	ChromatographyAndPhase
MSV000099077	Neonectria_wollenw_MB3469_YNP23_20221013_Cyclosporines_POS_92_Plate1_6.mzXML	Neonectria_wollenw_MB3469	YNP23	20221013	Cyclosporin	POS	92	MEA	plate	7	1755434|Neonectria sp.	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	10/13/2022	GCA_051527695.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Neonectria_wollenw_MB3469_YNP23_20221013_UMETAB-AcC18_POS_106_Plate1_20.mzXML	Neonectria_wollenw_MB3469	YNP23	20221013	Ac-C18	POS	106	PDA	plate	22	1755434|Neonectria sp.	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	10/13/2022	GCA_051527695.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Neonectria_wollenw_MB3469_YNP23_20221013_UMETAB-AcC18_POS_107_Plate1_21.mzXML	Neonectria_wollenw_MB3469	YNP23	20221013	Ac-C18	POS	107	insect media	plate	13	1755434|Neonectria sp.	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	10/13/2022	GCA_051527695.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Neonectria_wollenw_MB3469_YNP23_20221013_UMETAB-AcC18_POS_108_Plate1_22.mzXML	Neonectria_wollenw_MB3469	YNP23	20221013	Ac-C18	POS	108	CMA	plate	13	1755434|Neonectria sp.	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	10/13/2022	GCA_051527695.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Neonectria_wollenw_MB3469_YNP23_20221013_UMETAB-AcC18_POS_90_Plate1_4.mzXML	Neonectria_wollenw_MB3469	YNP23	20221013	Ac-C18	POS	90	PDA	plate	7	1755434|Neonectria sp.	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	10/13/2022	GCA_051527695.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Neonectria_wollenw_MB3469_YNP23_20221013_UMETAB-AcC18_POS_91_Plate1_5.mzXML	Neonectria_wollenw_MB3469	YNP23	20221013	Ac-C18	POS	91	CMA	plate	7	1755434|Neonectria sp.	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	10/13/2022	GCA_051527695.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Neonectria_wollenw_MB3469_YNP23_20221013_UMETAB-AcC18_POS_92_Plate1_6.mzXML	Neonectria_wollenw_MB3469	YNP23	20221013	Ac-C18	POS	92	MEA	plate	7	1755434|Neonectria sp.	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	10/13/2022	GCA_051527695.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Neonectria_wollenw_MB3469_YNP23_20221125_Bas70-C18_POS_UMETAB297_260_E7.mzML	Neonectria_wollenw_MB3469	YNP23	20221125	Bas-C18	POS	260	PD	24-well	10	1755434|Neonectria sp.	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/25/2022	GCA_051527695.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Neonectria_wollenw_MB3469_YNP23_20221125_Bas70-C18_POS_UMETAB297_268_F3.mzML	Neonectria_wollenw_MB3469	YNP23	20221125	Bas-C18	POS	268	ME	24-well	10	1755434|Neonectria sp.	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/25/2022	GCA_051527695.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Isaria_farinosa_MB156563_YNP20_20221013_Cyclosporines_POS_93_Plate1_7.mzXML	Isaria_farinosa_MB156563	YNP20	20221013	Cyclosporin	POS	93	PDA	plate	7	89141|Cordyceps farinosa	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	10/13/2022	GCA_051527715.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Isaria_farinosa_MB156563_YNP20_20221013_Cyclosporines_POS_94_Plate1_8.mzXML	Isaria_farinosa_MB156563	YNP20	20221013	Cyclosporin	POS	94	CMA	plate	7	89141|Cordyceps farinosa	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	10/13/2022	GCA_051527715.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Isaria_farinosa_MB156563_YNP20_20221013_Cyclosporines_POS_95_Plate1_9.mzXML	Isaria_farinosa_MB156563	YNP20	20221013	Cyclosporin	POS	95	MEA	plate	7	89141|Cordyceps farinosa	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	10/13/2022	GCA_051527715.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Isaria_farinosa_MB156563_YNP20_20221111_Ac-C18_POS_UMETAB292_169.mzXML	Isaria_farinosa_MB156563	YNP20	20221111	Ac-C18	POS	169	PD	shake flask	10	89141|Cordyceps farinosa	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/11/2022	GCA_051527715.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Isaria_farinosa_MB156563_YNP20_20221111_Ac-C18_POS_UMETAB292_176.mzXML	Isaria_farinosa_MB156563	YNP20	20221111	Ac-C18	POS	176	ME	shake flask	10	89141|Cordyceps farinosa	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/11/2022	GCA_051527715.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Isaria_farinosa_MB156563_YNP20_20221111_Ac-C18_POS_UMETAB292_181.mzXML	Isaria_farinosa_MB156563	YNP20	20221111	Ac-C18	POS	181	PD	shake flask	10	89141|Cordyceps farinosa	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/11/2022	GCA_051527715.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Isaria_farinosa_MB156563_YNP20_20221111_Bas70-C18_POS_UMETAB292_169.mzML	Isaria_farinosa_MB156563	YNP20	20221111	Bas-C18	POS	169	PD	shake flask	10	89141|Cordyceps farinosa	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/11/2022	GCA_051527715.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Isaria_farinosa_MB156563_YNP20_20221111_Bas70-C18_POS_UMETAB292_176.mzML	Isaria_farinosa_MB156563	YNP20	20221111	Bas-C18	POS	176	ME	shake flask	10	89141|Cordyceps farinosa	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/11/2022	GCA_051527715.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Isaria_farinosa_MB156563_YNP20_20221111_Bas70-C18_POS_UMETAB292_181.mzML	Isaria_farinosa_MB156563	YNP20	20221111	Bas-C18	POS	181	PD	shake flask	10	89141|Cordyceps farinosa	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/11/2022	GCA_051527715.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Isaria_farinosa_MB156563_YNP20_20221125_Ac-C18_POS_UMETAB297_258_E5.mzML	Isaria_farinosa_MB156563	YNP20	20221125	Ac-C18	POS	258	PD	24-well	10	89141|Cordyceps farinosa	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/25/2022	GCA_051527715.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Isaria_farinosa_MB156563_YNP20_20221125_Ac-C18_POS_UMETAB297_266_F1.mzML	Isaria_farinosa_MB156563	YNP20	20221125	Ac-C18	POS	266	ME	24-well	10	89141|Cordyceps farinosa	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/25/2022	GCA_051527715.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Metarhizium_flavoviride_IHEM_3994_YNP22_20230301_Ac-C18_POS_UMETAB315_358_E11.mzXML	Metarhizium_flavoviride_IHEM_3994	YNP22	20230301	Ac-C18	POS	358	MEA	plate	14	92630|Metarhizium flavoviride	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/1/2023	GCA_051527725.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Metarhizium_flavoviride_IHEM_3994_YNP22_20230301_Ac-C18_POS_UMETAB315_360_F1.mzXML	Metarhizium_flavoviride_IHEM_3994	YNP22	20230301	Ac-C18	POS	360	MEA	plate	14	92630|Metarhizium flavoviride	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/1/2023	GCA_051527725.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Metarhizium_flavoviride_IHEM_3994_YNP22_20230309_Bas70-C18_POS_UMETAB315_300_A1_Vial.mzXML	Metarhizium_flavoviride_IHEM_3994	YNP22	20230309	Bas-C18	POS	300	PDA	plate	14	92630|Metarhizium flavoviride	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051527725.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Metarhizium_flavoviride_IHEM_3994_YNP22_20230309_Bas70-C18_POS_UMETAB315_305_A6.mzXML	Metarhizium_flavoviride_IHEM_3994	YNP22	20230309	Bas-C18	POS	305	PDA	plate	14	92630|Metarhizium flavoviride	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051527725.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Metarhizium_flavoviride_IHEM_3994_YNP22_20230309_Bas70-C18_POS_UMETAB315_307_A8.mzXML	Metarhizium_flavoviride_IHEM_3994	YNP22	20230309	Bas-C18	POS	307	PDA	plate	14	92630|Metarhizium flavoviride	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051527725.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Akanthomyces_lecani_DSM_111009_YNP1_20230301_Ac-C18_POS_UMETAB315_308_A9.mzXML	Akanthomyces_lecani_DSM_111009	YNP1	20230301	Ac-C18	POS	308	PDA	plate	14	150366|Akanthomyces	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/1/2023	GCA_051527755.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Akanthomyces_lecani_DSM_111009_YNP1_20230301_Ac-C18_POS_UMETAB315_364_F5.mzXML	Akanthomyces_lecani_DSM_111009	YNP1	20230301	Ac-C18	POS	364	MEA	plate	14	150366|Akanthomyces	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/1/2023	GCA_051527755.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Akanthomyces_lecani_DSM_111009_YNP1_20230301_Ac-C18_POS_UMETAB315_387_H4.mzXML	Akanthomyces_lecani_DSM_111009	YNP1	20230301	Ac-C18	POS	387	CMA	plate	14	150366|Akanthomyces	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/1/2023	GCA_051527755.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Akanthomyces_lecani_DSM_111009_YNP1_20230309_Bas70-C18_POS_UMETAB315_308_A9.mzXML	Akanthomyces_lecani_DSM_111009	YNP1	20230309	Bas-C18	POS	308	PDA	plate	14	150366|Akanthomyces	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051527755.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Akanthomyces_lecani_DSM_111009_YNP1_20230309_Bas70-C18_POS_UMETAB315_364_F5.mzXML	Akanthomyces_lecani_DSM_111009	YNP1	20230309	Bas-C18	POS	364	MEA	plate	14	150366|Akanthomyces	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051527755.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Akanthomyces_lecani_DSM_111009_YNP1_20230310_Bas70-C18_POS_UMETAB315_308_A9.mzXML	Akanthomyces_lecani_DSM_111009	YNP1	20230310	Bas-C18	POS	308	PDA	plate	14	150366|Akanthomyces	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/10/2023	GCA_051527755.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Fusarium_G74_YNP19_20230301_Ac-C18_POS_UMETAB316_404_B9.mzML	Fusarium_G74	YNP19	20230301	Ac-C18	POS	404	MEA	plate	14	5506|Fusarium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/1/2023	GCA_051527775.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Fusarium_G74_YNP19_20230301_Ac-C18_POS_UMETAB316_405_C1.mzML	Fusarium_G74	YNP19	20230301	Ac-C18	POS	405	PDA	plate	14	5506|Fusarium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/1/2023	GCA_051527775.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Fusarium_G74_YNP19_20230301_Ac-C18_POS_UMETAB316_406_C2.mzML	Fusarium_G74	YNP19	20230301	Ac-C18	POS	406	CMA	plate	14	5506|Fusarium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/1/2023	GCA_051527775.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Fusarium_G74_YNP19_20230302_CyclosporineA_POS_Sample-404_20230302215548.mzXML	Fusarium_G74	YNP19	20230302	Cyclosporin	POS	404	MEA	plate	14	5506|Fusarium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/2/2023	GCA_051527775.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Fusarium_G74_YNP19_20230302_CyclosporineA_POS_Sample-405_20230302220644.mzXML	Fusarium_G74	YNP19	20230302	Cyclosporin	POS	405	PDA	plate	14	5506|Fusarium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/2/2023	GCA_051527775.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Fusarium_G74_YNP19_20230302_CyclosporineA_POS_Sample-406.mzXML	Fusarium_G74	YNP19	20230302	Cyclosporin	POS	406	CMA	plate	14	5506|Fusarium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/2/2023	GCA_051527775.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Fusarium_G73_YNP73_20230310_Bas70-C18_POS_UMETAB315_382_G11.mzXML	Fusarium_G73	YNP73	20230310	Bas-C18	POS	382	MEA	plate	14	5506|Fusarium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/10/2023	GCA_051527795.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Fusarium_G73_YNP73_20230310_Bas70-C18_POS_UMETAB315_383_G12.mzXML	Fusarium_G73	YNP73	20230310	Bas-C18	POS	383	PDA	plate	14	5506|Fusarium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/10/2023	GCA_051527795.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Fusarium_G73_YNP73_20230310_Bas70-C18_POS_UMETAB315_384_H1.mzXML	Fusarium_G73	YNP73	20230310	Bas-C18	POS	384	CMA	plate	14	5506|Fusarium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/10/2023	GCA_051527795.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_militaris_IHEM_5792_YNP17_20221111_Bas70-C18_POS_UMETAB292_152.mzML	Cordyceps_militaris_IHEM_5792	YNP17	20221111	Bas-C18	POS	152	PDA	plate	13	73501|Cordyceps militaris	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/11/2022	GCA_051527815.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_militaris_IHEM_5792_YNP17_20221125_Ac-C18_POS_UMETAB297_221_B5.mzXML	Cordyceps_militaris_IHEM_5792	YNP17	20221125	Ac-C18	POS	221	CMA	plate	14	73501|Cordyceps militaris	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/25/2022	GCA_051527815.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_militaris_IHEM_5792_YNP17_20221125_Ac-C18_POS_UMETAB297_237_C8.mzXML	Cordyceps_militaris_IHEM_5792	YNP17	20221125	Ac-C18	POS	237	MEA	plate	14	73501|Cordyceps militaris	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/25/2022	GCA_051527815.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_militaris_IHEM_5792_YNP17_20221125_Bas70-C18_POS_UMETAB297_221_B5.mzXML	Cordyceps_militaris_IHEM_5792	YNP17	20221125	Bas-C18	POS	221	CMA	plate	14	73501|Cordyceps militaris	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/25/2022	GCA_051527815.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_militaris_IHEM_5792_YNP17_20221125_Bas70-C18_POS_UMETAB297_237_C8.mzXML	Cordyceps_militaris_IHEM_5792	YNP17	20221125	Bas-C18	POS	237	MEA	plate	14	73501|Cordyceps militaris	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/25/2022	GCA_051527815.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_militaris_IHEM_5792_YNP17_20230310_Bas70-C18_POS_UMETAB315_327A_C4.mzXML	Cordyceps_militaris_IHEM_5792	YNP17	20230310	Bas-C18	POS	327	CMA	plate	14	73501|Cordyceps militaris	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/10/2023	GCA_051527815.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_militaris_IHEM_5792_YNP17_20230310_Bas70-C18_POS_UMETAB315_328A_C5.mzXML	Cordyceps_militaris_IHEM_5792	YNP17	20230310	Bas-C18	POS	328	MEA	plate	14	73501|Cordyceps militaris	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/10/2023	GCA_051527815.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_sp_D1_YNP_YNP16_20220803_UMETAB_C18_POS_Sample_61.mzXML	Cordyceps_sp_D1	YNP16	20220803	Cyclosporin	POS	61	commercial sample etoh	plate	23	3120200|Cordyceps sp. D1	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	8/3/2022	GCA_051527835.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_sp_D1_YNP_YNP16_20220803_UMETAB_C18_POS_Sample_62.mzXML	Cordyceps_sp_D1	YNP16	20220803	Cyclosporin	POS	62	commercial sample dryed	plate	23	3120200|Cordyceps sp. D1	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	8/3/2022	GCA_051527835.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_sp_D1_YNP_YNP16_20220803_UMETAB_C18_POS_Sample_64.mzXML	Cordyceps_sp_D1	YNP16	20220803	Cyclosporin	POS	64	rice	plate	90	3120200|Cordyceps sp. D1	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	8/3/2022	GCA_051527835.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_sp_D1_YNP_YNP16_20220803_UMETAB_C18_POS_Sample_65.mzXML	Cordyceps_sp_D1	YNP16	20220803	Cyclosporin	POS	65	rice	plate	40	3120200|Cordyceps sp. D1	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	8/3/2022	GCA_051527835.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_militaris_DSM_1153_YNP15_20220803_UMETAB_C18_POS_Sample_48.mzXML	Cordyceps_militaris_DSM_1153	YNP15	20220803	Cyclosporin	POS	48	PDA	plate	23	73501|Cordyceps militaris	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	8/3/2022	GCA_051527855.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_militaris_DSM_1153_YNP15_20220803_UMETAB_C18_POS_Sample_49.mzXML	Cordyceps_militaris_DSM_1153	YNP15	20220803	Cyclosporin	POS	49	CMA	plate	23	73501|Cordyceps militaris	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	8/3/2022	GCA_051527855.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_militaris_DSM_1153_YNP15_20220803_UMETAB_C18_POS_Sample_50.mzXML	Cordyceps_militaris_DSM_1153	YNP15	20220803	Cyclosporin	POS	50	MEA	plate	23	73501|Cordyceps militaris	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	8/3/2022	GCA_051527855.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_militaris_DSM_1153_YNP15_20220803_UMETAB_C18_POS_Sample_52.mzXML	Cordyceps_militaris_DSM_1153	YNP15	20220803	Cyclosporin	POS	52	SSM myc	shake flask	16	73501|Cordyceps militaris	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	8/3/2022	GCA_051527855.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_militaris_DSM_1153_YNP15_20220803_UMETAB_C18_POS_Sample_53.mzXML	Cordyceps_militaris_DSM_1153	YNP15	20220803	Cyclosporin	POS	53	SSM	shake flask	16	73501|Cordyceps militaris	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	8/3/2022	GCA_051527855.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_militaris_DSM_1153_YNP15_20220803_UMETAB_C18_POS_Sample_54.mzXML	Cordyceps_militaris_DSM_1153	YNP15	20220803	Cyclosporin	POS	54	SSM static	shake flask	16	73501|Cordyceps militaris	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	8/3/2022	GCA_051527855.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_javanica_MB_820982_YNP14_20221013_Cyclosporines_POS_115_Plate1_29.mzXML	Cordyceps_javanica_MB_820982	YNP14	20221013	Cyclosporin	POS	115	insect media	plate	13	43265|Cordyceps javanica	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	10/13/2022	GCA_051527875.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_javanica_MB_820982_YNP14_20221013_Cyclosporines_POS_116_Plate1_30.mzXML	Cordyceps_javanica_MB_820982	YNP14	20221013	Cyclosporin	POS	116	OA	plate	19	43265|Cordyceps javanica	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	10/13/2022	GCA_051527875.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_javanica_MB_820982_YNP14_20221013_Cyclosporines_POS_117_Plate1_31.mzXML	Cordyceps_javanica_MB_820982	YNP14	20221013	Cyclosporin	POS	117	CMA	plate	13	43265|Cordyceps javanica	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	10/13/2022	GCA_051527875.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_javanica_MB_820982_YNP14_20221013_Cyclosporines_POS_118_Plate1_32.mzXML	Cordyceps_javanica_MB_820982	YNP14	20221013	Cyclosporin	POS	118	MEA	plate	13	43265|Cordyceps javanica	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	10/13/2022	GCA_051527875.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_javanica_MB_820982_YNP14_20221013_Cyclosporines_POS_119_Plate1_33.mzXML	Cordyceps_javanica_MB_820982	YNP14	20221013	Cyclosporin	POS	119	PDA	plate	19	43265|Cordyceps javanica	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	10/13/2022	GCA_051527875.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
