MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	SubjectIdentifierAsRecorded	ENVOBroadScale	ENVOLocalScale	ENVOMediumScale	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	ENVOLocalScaleIndex	ENVOBroadScaleIndex	ENVOMediumScaleIndex	classification	MS2spectra_count	USI
MSV000085539	LB01_DDA_55_43b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_43b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_43c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_44a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_44b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_44c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_45a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_45b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_45c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_46a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_46b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_46c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_47a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_47b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_47c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_48a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_48b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_48c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_8a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_8b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_8c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_9a.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_9b.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB01_DDA_55_9c.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B1.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B2.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B3.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B4.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B5.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B6.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B7.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B8.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B9.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B10.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B11.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B12.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B13.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B14.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B15.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B16.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B17.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B18.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B19.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B20.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B21.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B22.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B23.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B24.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B25.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B26.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B27.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B28.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_01_155_B29.mzXML	algae		49266|Fucus vesiculosus								12 July 2018	Germany		54.4549092|10.1977657								2020	solid material, dried	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_MeOH2.mzXML	blank_analysis																					2020				Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_MeOH3.mzXML	blank_analysis																					2020				Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
MSV000085539	LB_200218_MeOH4.mzXML	blank_analysis																					2020				Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)															
