MassiveID	filename	SampleType	NCBITaxonomy	MassSpectrometer	BiologicalSex	AgeInYears	UBERONBodyPartName	HealthStatus	DOIDCommonName	Ethnicity	SocialEconomicalStatus	ATTRIBUTE_Diet	ATTRIBUTE_Antibiotics	ATTRIBUTE_ImmuneResponse	ATTRIBUTE_Detail
MSV000080918	SS166_RG1_01_7499.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	obese no IgA
MSV000080918	SS167_RG2_01_7500.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	obese no IgA
MSV000080918	SS168_RG3_01_7501.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	obese no IgA
MSV000080918	SS169_RG4_01_7502.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	obese no IgA
MSV000080918	SS16_RB4_01_7324.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.120547945	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS170_RG5_01_7503.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	obese no IgA
MSV000080918	SS171_RG6_01_7504.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	obese no IgA
MSV000080918	SS172_RG7_01_7505.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	obese no IgA
MSV000080918	SS173_RG8_01_7506.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	obese no IgA
MSV000080918	SS174_RG9_01_7507.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	obese no IgA
MSV000080918	SS175_RG10_01_7508.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	obese no IgA
MSV000080918	SS176_RG11_01_7509.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13150684900000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	obese no IgA
MSV000080918	SS177_RG12_01_7510.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	obese no IgA
MSV000080918	SS178_RH1_01_7511.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	obese no IgA
MSV000080918	SS179_RH2_01_7512.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	no IgA	no IgA
MSV000080918	SS17_RB5_01_7325.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.120547945	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS180_RH3_01_7514.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	no IgA	no IgA
MSV000080918	SS181_RH4_01_7516.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	no IgA	no IgA
MSV000080918	SS182_RH5_01_7518.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	no IgA	no IgA
MSV000080918	SS183_RH6_01_7520.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.6712328999999996E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, obesity, CD8KO
MSV000080918	SS184_RH7_01_7521.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.6712328999999996E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, obesity, CD8KO
MSV000080918	SS185_RH8_01_7522.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, obesity, CD8KO
MSV000080918	SS186_RH9_01_7523.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, obesity, CD8KO
MSV000080918	SS187_RA1_01_7529.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, obesity, CD8KO
MSV000080918	SS188_RA2_01_7530.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, obesity, CD8KO
MSV000080918	SS189_RA3_01_7531.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.8493151000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, obesity, CD8KO
MSV000080918	SS18_RB6_01_7326.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.120547945	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS190_RA4_01_7532.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	8.2191781000000005E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, obesity, CD8KO
MSV000080918	SS191_RA5_01_7533.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	8.2191781000000005E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, obesity, CD8KO
MSV000080918	SS192_RA6_01_7534.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	8.2191781000000005E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, obesity, CD8KO
MSV000080918	SS193_RA7_01_7535.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	8.2191781000000005E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, obesity, CD8KO
MSV000080918	SS194_RA8_01_7536.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	8.2191781000000005E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, obesity, CD8KO
MSV000080918	SS195_RA9_01_7537.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	NASH, CD8KO
MSV000080918	SS196_RA10_01_7538.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	NASH, CD8KO
MSV000080918	SS197_RA11_01_7539.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	NASH, CD8KO
MSV000080918	SS198_RA12_01_7540.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	NASH, CD8KO
MSV000080918	SS199_RB1_01_7542.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	NASH, CD8KO
MSV000080918	SS19_RB7_01_7327.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.112328767	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS1_RA1_01_7303.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity
MSV000080918	SS200_RB2_01_7543.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.11506849299999999	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS201_RB3_01_7544.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.109589041	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS202_RB4_01_7545.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS203_RB5_01_7546.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS204_RB6_01_7547.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.123287671	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS205_RB7_01_7548.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.123287671	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS206_RB8_01_7549.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.123287671	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS207_RB9_01_7550.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS208_RB10_01_7551.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS209_RB11_01_7552.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS20_RB8_01_7328.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.106849315	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS210_RB12_01_7553.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS211_RC1_01_7555.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS212_RC2_01_7556.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13150684900000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS213_RC3_01_7557.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13150684900000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS214_RC4_01_7558.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13150684900000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS215_RC5_01_7559.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13150684900000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS216_RC6_01_7560.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13150684900000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS217_RC7_01_7561.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.101369863	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS218_RC8_01_7562.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.101369863	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS219_RC9_01_7563.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS21_RB9_01_7329.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.101369863	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS220_RC10_01_7564.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS221_RC11_01_7565.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS222_RC12_01_7566.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS223_RD1_01_7568.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS224_RD2_01_7569.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS225_RD3_01_7570.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS226_RD4_01_7571.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS227_RD5_01_7572.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS228_RD6_01_7573.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS229_RD7_01_7574.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS22_RB10_01_7330.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.106849315	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS230_RD8_01_7575.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13150684900000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS231_RD9_01_7576.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13150684900000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	NASH, HCC, CD8KO
MSV000080918	SS232_RD10_01_7577.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	NASH, adenomas, CD8KO
MSV000080918	SS233_RD11_01_7578.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	NASH, adenomas, CD8KO
MSV000080918	SS234_RD12_01_7579.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	NASH, adenomas, CD8KO
MSV000080918	SS235_RE1_01_7581.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	obese, CD8KO
MSV000080918	SS236_RE2_01_7582.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	8.2191781000000005E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	obese, CD8KO
MSV000080918	SS237_RE3_01_7583.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	8.2191781000000005E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	obese, CD8KO
MSV000080918	SS238_RE4_01_7584.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.6712328999999996E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	obese, CD8KO
MSV000080918	SS239_RE5_01_7585.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	8.2191781000000005E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	obese, CD8KO
MSV000080918	SS23_RB11_01_7331.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.106849315	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS240_RE6_01_7586.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	8.2191781000000005E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	obese, CD8KO
MSV000080918	SS241_RE7_01_7587.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	8.2191781000000005E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	obese, CD8KO
MSV000080918	SS242_RE8_01_7588.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	CD8KO
MSV000080918	SS243_RE9_01_7589.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	CD8KO
MSV000080918	SS244_RE10_01_7590.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	3.5616438E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	CD8KO
MSV000080918	SS245_RE11_01_7591.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	3.5616438E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	obese, CD8KO
MSV000080918	SS246_RE12_01_7592.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	3.5616438E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	obese, CD8KO
MSV000080918	SS247_RF1_01_7594.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.109589041	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	obese, CD8KO
MSV000080918	SS248_RF2_01_7595.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.123287671	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	obese, CD8KO
MSV000080918	SS249_RF3_01_7596.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	obese, CD8KO
MSV000080918	SS24_RB12_01_7332.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.106849315	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS250_RF4_01_7597.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	obese, CD8KO
MSV000080918	SS251_RF5_01_7598.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	obese, CD8KO
MSV000080918	SS252_RF6_01_7599.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	obese, CD8KO
MSV000080918	SS253_RF7_01_7600.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	obese, CD8KO
MSV000080918	SS254_RF8_01_7601.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	obese, CD8KO
MSV000080918	SS255_RF9_01_7602.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	obese, CD8KO
MSV000080918	SS256_RF10_01_7603.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	obese, CD8KO
MSV000080918	SS257_RF11_01_7604.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	CD8KO
MSV000080918	SS258_RF12_01_7605.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	CD8KO
MSV000080918	SS259_RG1_01_7607.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	CD8KO	CD8KO
MSV000080918	SS25_RC1_01_7334.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.123287671	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS260_RG2_01_7608.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no T or B cells	NASH, obese, no b or t cells
MSV000080918	SS261_RG3_01_7609.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no T or B cells	NASH, obese, no b or t cells
MSV000080918	SS262_RG4_01_7610.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no T or B cells	NASH, obese, no b or t cells
MSV000080918	SS263_RG5_01_7611.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no T or B cells	NASH, obese, no b or t cells
MSV000080918	SS264_RG6_01_7612.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no T or B cells	NASH, obese, no b or t cells
MSV000080918	SS265_RG7_01_7613.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.8493151000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no T or B cells	NASH, obese, no b or t cells
MSV000080918	SS266_RG8_01_7614.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.8493151000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no T or B cells	NASH, obese, no b or t cells
MSV000080918	SS267_RG9_01_7615.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no T or B cells	NASH, obese, no b or t cells
MSV000080918	SS268_RG10_01_7616.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no T or B cells	NASH, obese, no b or t cells
MSV000080918	SS269_RG11_01_7617.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no T or B cells	NASH, obese, no b or t cells
MSV000080918	SS26_RC2_01_7335.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.123287671	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS270_RG12_01_7618.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.136986301	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no T or B cells	NASH, obese, no b or t cells
MSV000080918	SS271_RH1_01_7620.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no T or B cells	NASH, obese, no b or t cells
MSV000080918	SS272_RH2_01_7621.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no T or B cells	NASH, obese, no b or t cells
MSV000080918	SS273_RH3_01_7622.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.112328767	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgM	NASH, obese, no IgM
MSV000080918	SS274_RH4_01_7623.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.112328767	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgM	NASH, obese, no IgM
MSV000080918	SS275_RH5_01_7624.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.106849315	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgM	NASH, obese, no IgM
MSV000080918	SS276_RH6_01_7625.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.106849315	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgM	NASH, obese, no IgM
MSV000080918	SS277_RH7_01_7626.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgM	NASH, obese, no IgM
MSV000080918	SS278_RH8_01_7627.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	Colon, NASH, obese
