MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ATTRIBUTE_treatment	ATTRIBUTE_week
MSV000094560	LN_20230324_Cardon_12_2_36.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/17/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Infected	12
MSV000094560	LN_20230324_Cardon_12_3_37.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/17/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Uninfected	12
MSV000094560	LN_20230324_Cardon_12_4_38.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/17/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Infected	12
MSV000094560	LN_20230324_Cardon_12_5_39.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/17/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Uninfected	12
MSV000094560	LN_20230324_Cardon_12_6_40.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/17/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Infected	12
MSV000094560	LN_20230324_Cardon_12_7_41.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/17/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Uninfected	12
MSV000094560	LN_20230324_Cardon_12_8_42.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/17/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Infected	12
MSV000094560	LN_20230324_Cardon_12_9_43.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/17/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Uninfected	12
MSV000094560	LN_20230324_Cardon_12_10_44.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/17/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Infected	12
MSV000094560	LN_20230324_Cardon_12_11_45.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/17/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Uninfected	12
MSV000094560	LN_20230324_Cardon_12_12_46.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/17/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Infected	12
MSV000094560	LN_20230324_Cardon_12_13_47.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/17/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Uninfected	12
MSV000094560	LN_20230324_Cardon_12_14_48.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/17/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Infected	12
MSV000094560	LN_20230324_Cardon_12_15_49.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/17/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Infected	12
MSV000094560	LN_20230324_Cardon_12_16_50.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/17/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Infected	12
MSV000094560	LN_20230324_Cardon_13_2_20.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/24/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Infected	13
MSV000094560	LN_20230324_Cardon_13_3_21.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/24/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Uninfected	13
MSV000094560	LN_20230324_Cardon_13_4_22.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/24/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Infected	13
MSV000094560	LN_20230324_Cardon_13_5_23.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/24/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Uninfected	13
MSV000094560	LN_20230324_Cardon_13_6_24.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/24/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Infected	13
MSV000094560	LN_20230324_Cardon_13_7_25.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/24/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Uninfected	13
MSV000094560	LN_20230324_Cardon_13_8_26.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/24/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Infected	13
MSV000094560	LN_20230324_Cardon_13_9_27.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/24/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Uninfected	13
MSV000094560	LN_20230324_Cardon_13_10_28.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/24/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Infected	13
MSV000094560	LN_20230324_Cardon_13_11_29.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/24/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Uninfected	13
MSV000094560	LN_20230324_Cardon_13_12_30.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/24/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Infected	13
MSV000094560	LN_20230324_Cardon_13_13_31.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/24/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Uninfected	13
MSV000094560	LN_20230324_Cardon_13_14_32.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/24/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Infected	13
MSV000094560	LN_20230324_Cardon_13_15_33.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/24/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Infected	13
MSV000094560	LN_20230324_Cardon_13_16_34.mzML	environmental	dissolvedorganicmatter_soil	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	03/24/2022 10:00	United States of America	Not Applicable	Not Applicable	6	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	Infected	13
MSV000094560	LN_20230324_qH2O_01.mzML	blank_QC	blank_QC	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	not applicable	United States of America	Not Applicable	Not Applicable	Not Applicable	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	not applicable	not applicable
MSV000094560	LN_20230324_qH2O_85.mzML	blank_QC	blank_QC	4498|Avena sativa	2023	liquid	Not Applicable	biotin	Orbitrap IQ-X|MS:1003411	electrospray ionization (positive)	reverse phase (porous graphitic carbon)	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	not applicable	United States of America	Not Applicable	Not Applicable	Not Applicable	Not Applicable	MSV000094560_Not Applicable	Not Applicable	Not Applicable	Not Applicable	no rank	Environmental samples	Not Applicable	interstitial water	not applicable	not applicable
