MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	ATTRIBUTE_Col_Date	ATTRIBUTE_Location	ATTRIBUTE_Species	ATTRIBUTE_Round	ATTRIBUTE_Acclim_Table	ATTRIBUTE_Acclim_Tank	ATTRIBUTE_Exp_Table	ATTRIBUTE_Exp_Tank	Treatment	Water_Tube	Dis_Date
MSV000097316	E07_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E07_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E07_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E1	E07	E1	E07	Warm	Blue	9/5/23
MSV000097316	E07_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E07_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E07_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E1	E07	E1	E07	Warm	Blue	9/5/23
MSV000097316	E07_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E07_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E07_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E1	E07	E1	E07	Warm	Blue	9/5/23
MSV000097316	E08_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E08_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E08_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E1	E08	E1	E08	Warm	Green	9/5/23
MSV000097316	E08_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E08_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E08_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E1	E08	E1	E08	Warm	Green	9/5/23
MSV000097316	E08_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E08_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E08_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E1	E08	E1	E08	Warm	Green	9/5/23
MSV000097316	E09_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E09_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E09_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E1	E09	E1	E09	Warm	Blue	9/5/23
MSV000097316	E09_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E09_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E09_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E1	E09	E1	E09	Warm	Blue	9/5/23
MSV000097316	E09_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E09_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E09_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E1	E09	E1	E09	Warm	Blue	9/5/23
MSV000097316	E10_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E10_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E10_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E1	E10	E1	E10	Warm	Red	9/5/23
MSV000097316	E10_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E10_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E10_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E1	E10	E1	E10	Warm	Red	9/5/23
MSV000097316	E10_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E10_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E10_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E1	E10	E1	E10	Warm	Red	9/5/23
MSV000097316	E11_GILL.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E11_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	8.983447, -79.501616	not applicable	not applicable	E11_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E2	E11	E2	E11	Cold	Green	9/5/23
MSV000097316	E11_GUT.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E11_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	8.983447, -79.501616	not applicable	not applicable	E11_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E2	E11	E2	E11	Cold	Green	9/5/23
MSV000097316	E11_SKIN.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E11_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	8.983447, -79.501616	not applicable	not applicable	E11_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E2	E11	E2	E11	Cold	Green	9/5/23
MSV000097316	E12_GILL.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E12_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	8.983447, -79.501616	not applicable	not applicable	E12_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E2	E12	E2	E12	Cold	Red	9/5/23
MSV000097316	E12_GUT.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E12_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	8.983447, -79.501616	not applicable	not applicable	E12_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E2	E12	E2	E12	Cold	Red	9/5/23
MSV000097316	E12_SKIN.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E12_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	8.983447, -79.501616	not applicable	not applicable	E12_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E2	E12	E2	E12	Cold	Red	9/5/23
MSV000097316	E13_GILL.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E13_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	8.983447, -79.501616	not applicable	not applicable	E13_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E2	E13	E2	E13	Cold	Blue	9/5/23
MSV000097316	E13_GUT.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E13_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	8.983447, -79.501616	not applicable	not applicable	E13_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E2	E13	E2	E13	Cold	Blue	9/5/23
MSV000097316	E13_SKIN.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E13_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	8.983447, -79.501616	not applicable	not applicable	E13_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E2	E13	E2	E13	Cold	Blue	9/5/23
MSV000097316	E14_GILL.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E14_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	8.983447, -79.501616	not applicable	not applicable	E14_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E2	E14	E2	E14	Cold	Blue	9/5/23
MSV000097316	E14_GUT.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E14_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	8.983447, -79.501616	not applicable	not applicable	E14_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E2	E14	E2	E14	Cold	Blue	9/5/23
MSV000097316	E14_SKIN.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E14_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	8.983447, -79.501616	not applicable	not applicable	E14_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E2	E14	E2	E14	Cold	Blue	9/5/23
MSV000097316	E15_GILL.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E15_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	8.983447, -79.501616	not applicable	not applicable	E15_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E2	E15	E2	E15	Cold	Red	9/5/23
MSV000097316	E15_GUT.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E15_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	8.983447, -79.501616	not applicable	not applicable	E15_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E2	E15	E2	E15	Cold	Red	9/5/23
MSV000097316	E15_SKIN.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E15_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	8.983447, -79.501616	not applicable	not applicable	E15_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E2	E15	E2	E15	Cold	Red	9/5/23
MSV000097316	E16_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E16_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E16_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E2	E16	E2	E16	Cold	Green	9/5/23
MSV000097316	E16_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E16_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E16_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E2	E16	E2	E16	Cold	Green	9/5/23
MSV000097316	E16_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E16_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E16_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E2	E16	E2	E16	Cold	Green	9/5/23
MSV000097316	E17_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E17_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E17_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E2	E17	E2	E17	Cold	Blue	9/5/23
MSV000097316	E17_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E17_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E17_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E2	E17	E2	E17	Cold	Blue	9/5/23
MSV000097316	E17_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E17_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E17_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E2	E17	E2	E17	Cold	Blue	9/5/23
MSV000097316	E18_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E18_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E18_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E2	E18	E2	E18	Cold	Red	9/5/23
MSV000097316	E18_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E18_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E18_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E2	E18	E2	E18	Cold	Red	9/5/23
MSV000097316	E18_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E18_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E18_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E2	E18	E2	E18	Cold	Red	9/5/23
MSV000097316	E19_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E19_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E19_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E2	E19	E2	E19	Cold	Green	9/5/23
MSV000097316	E19_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E19_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E19_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E2	E19	E2	E19	Cold	Green	9/5/23
MSV000097316	E19_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E19_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	E19_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E2	E19	E2	E19	Cold	Green	9/5/23
MSV000097316	E20_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E20_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E20_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E2	E20	E2	E20	Cold	Red	9/5/23
MSV000097316	E20_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E20_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E20_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E2	E20	E2	E20	Cold	Red	9/5/23
MSV000097316	E20_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E20_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E20_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E2	E20	E2	E20	Cold	Red	9/5/23
