MassiveID	filename	SampleType	NCBITaxonomy	MassSpectrometer	BiologicalSex	AgeInYears	UBERONBodyPartName	HealthStatus	DOIDCommonName	Ethnicity	SocialEconomicalStatus	ATTRIBUTE_timepoint	ATTRIBUTE_social_defeat	ATTRIBUTE_experimental_day	ATTRIBUTE_diet	ATTRIBUTE_circadian_disruption
MSV000082582	46_Control_CDR_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Control	CDR
MSV000082582	47_Control_CDR_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Control	CDR
MSV000082582	47_Control_CDR_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Control	CDR
MSV000082582	47_Control_CDR_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Control	CDR
MSV000082582	48_49_Prebiotic_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Prebiotic	not applicable
MSV000082582	48_Prebiotic_CDR_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Prebiotic	CDR
MSV000082582	48_Prebiotic_CDR_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Prebiotic	CDR
MSV000082582	48_Prebiotic_CDR_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Prebiotic	CDR
MSV000082582	49_Prebiotic_CDR_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Prebiotic	CDR
MSV000082582	49_Prebiotic_CDR_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Prebiotic	CDR
MSV000082582	49_Prebiotic_CDR_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Prebiotic	CDR
MSV000082582	5_6_Control_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Control	not applicable
MSV000082582	5_Control_NLD_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Control	NLD
MSV000082582	5_Control_NLD_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Control	NLD
MSV000082582	5_Control_NLD_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Control	NLD
MSV000082582	50_51_Control_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Control	not applicable
MSV000082582	51_Control_CDR_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Control	CDR
MSV000082582	51_Control_CDR_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Control	CDR
MSV000082582	51_Control_CDR_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Control	CDR
MSV000082582	52_53_Prebiotic_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Prebiotic	not applicable
MSV000082582	52_Prebiotic_CDR_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Prebiotic	CDR
MSV000082582	52_Prebiotic_CDR_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Prebiotic	CDR
MSV000082582	52_Prebiotic_CDR_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Prebiotic	CDR
MSV000082582	53_Prebiotic_CDR_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Prebiotic	CDR
MSV000082582	53_Prebiotic_CDR_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Prebiotic	CDR
MSV000082582	53_Prebiotic_CDR_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Prebiotic	CDR
MSV000082582	54_55_Control_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Control	not applicable
MSV000082582	54_Control_CDR_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Control	CDR
MSV000082582	54_Control_CDR_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Control	CDR
MSV000082582	54_Control_CDR_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Control	CDR
MSV000082582	55_Control_CDR_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Control	CDR
MSV000082582	55_Control_CDR_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Control	CDR
MSV000082582	55_Control_CDR_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Control	CDR
MSV000082582	56_57_Prebiotic_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Prebiotic	not applicable
MSV000082582	56_Prebiotic_CDR_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Prebiotic	CDR
MSV000082582	56_Prebiotic_CDR_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Prebiotic	CDR
MSV000082582	56_Prebiotic_CDR_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Prebiotic	CDR
MSV000082582	6_Control_CDR_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Control	CDR
MSV000082582	6_Control_CDR_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Control	CDR
MSV000082582	6_Control_CDR_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Control	CDR
MSV000082582	60_61_Control_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Control	not applicable
MSV000082582	60_Control_NLD_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Control	NLD
MSV000082582	60_Control_NLD_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Control	NLD
MSV000082582	60_Control_NLD_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Control	NLD
MSV000082582	61_Control_NLD_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Control	NLD
MSV000082582	61_Control_NLD_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Control	NLD
MSV000082582	61_Control_NLD_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Control	NLD
MSV000082582	62_63_Prebiotic_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Prebiotic	not applicable
MSV000082582	63_Prebiotic_NLD_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Prebiotic	NLD
MSV000082582	63_Prebiotic_NLD_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Prebiotic	NLD
MSV000082582	63_Prebiotic_NLD_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Prebiotic	NLD
MSV000082582	64_65_Control_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Control	not applicable
MSV000082582	64_Control_NLD_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Control	NLD
MSV000082582	64_Control_NLD_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Control	NLD
MSV000082582	64_Control_NLD_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Control	NLD
MSV000082582	65_Control_NLD_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Control	NLD
MSV000082582	65_Control_NLD_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Control	NLD
MSV000082582	65_Control_NLD_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Control	NLD
MSV000082582	66_67_Prebiotic_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Prebiotic	not applicable
MSV000082582	67_Prebiotic_NLD_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Prebiotic	NLD
MSV000082582	67_Prebiotic_NLD_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Prebiotic	NLD
MSV000082582	67_Prebiotic_NLD_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Prebiotic	NLD
MSV000082582	68_69_Control_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Control	not applicable
MSV000082582	68_Control_NLD_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Control	NLD
MSV000082582	68_Control_NLD_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Control	NLD
MSV000082582	68_Control_NLD_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Control	NLD
MSV000082582	69_Control_NLD_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Control	NLD
MSV000082582	69_Control_NLD_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Control	NLD
MSV000082582	69_Control_NLD_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Control	NLD
MSV000082582	7_8_Prebiotic_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Prebiotic	not applicable
MSV000082582	70_71_Prebiotic_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Prebiotic	not applicable
MSV000082582	71_Prebiotic_CDR_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Prebiotic	CDR
MSV000082582	71_Prebiotic_CDR_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Prebiotic	CDR
MSV000082582	71_Prebiotic_CDR_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Prebiotic	CDR
MSV000082582	72_73_Control_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Control	not applicable
MSV000082582	72_Control_CDR_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Control	CDR
MSV000082582	72_Control_CDR_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Control	CDR
MSV000082582	73_Control_CDR_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Control	CDR
MSV000082582	73_Control_CDR_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Control	CDR
MSV000082582	73_Control_CDR_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Control	CDR
MSV000082582	74_75_Prebiotic_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Prebiotic	not applicable
MSV000082582	74_Prebiotic_CDR_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Prebiotic	CDR
MSV000082582	74_Prebiotic_CDR_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Prebiotic	CDR
MSV000082582	74_Prebiotic_CDR_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Prebiotic	CDR
MSV000082582	75_Prebiotic_CDR_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Prebiotic	CDR
MSV000082582	75_Prebiotic_CDR_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Prebiotic	CDR
MSV000082582	75_Prebiotic_CDR_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Prebiotic	CDR
MSV000082582	76_77_Control_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Control	not applicable
MSV000082582	76_Control_CDR_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Control	CDR
MSV000082582	76_Control_CDR_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Control	CDR
MSV000082582	76_Control_CDR_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Control	CDR
MSV000082582	77_Control_CDR_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Control	CDR
MSV000082582	77_Control_CDR_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Control	CDR
MSV000082582	77_Control_CDR_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Control	CDR
MSV000082582	78_79_Prebiotic_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Prebiotic	not applicable
MSV000082582	78_Prebiotic_CDR_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Prebiotic	CDR
MSV000082582	78_Prebiotic_CDR_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Prebiotic	CDR
MSV000082582	78_Prebiotic_CDR_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Prebiotic	CDR
MSV000082582	79_Prebiotic_CDR_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Prebiotic	CDR
MSV000082582	79_Prebiotic_CDR_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Prebiotic	CDR
MSV000082582	8_Prebiotic_NLD_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Prebiotic	NLD
MSV000082582	8_Prebiotic_NLD_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Prebiotic	NLD
MSV000082582	8_Prebiotic_NLD_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Prebiotic	NLD
MSV000082582	80_81_Prebiotic_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Prebiotic	not applicable
MSV000082582	80_Prebiotic_NLD_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Prebiotic	NLD
MSV000082582	80_Prebiotic_NLD_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Prebiotic	NLD
MSV000082582	80_Prebiotic_NLD_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Prebiotic	NLD
MSV000082582	81_Prebiotic_NLD_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Prebiotic	NLD
MSV000082582	81_Prebiotic_NLD_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Prebiotic	NLD
MSV000082582	81_Prebiotic_NLD_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Prebiotic	NLD
MSV000082582	82_83_Prebiotic_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Prebiotic	not applicable
MSV000082582	82_Prebiotic_NLD_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Prebiotic	NLD
MSV000082582	82_Prebiotic_NLD_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Prebiotic	NLD
MSV000082582	82_Prebiotic_NLD_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Prebiotic	NLD
MSV000082582	83_Prebiotic_NLD_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Prebiotic	NLD
MSV000082582	83_Prebiotic_NLD_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Prebiotic	NLD
MSV000082582	83_Prebiotic_NLD_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Prebiotic	NLD
MSV000082582	84_85_Control_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Control	not applicable
MSV000082582	84_Control_NLD_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Control	NLD
MSV000082582	84_Control_NLD_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Control	NLD
