MassiveID	filename	SampleType	YearOfAnalysis	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	Country	LatitudeandLongitude	ENVOEnvironmentMaterial	ATTRIBUTE_Zip
MSV000084355	P37_A8_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.2371|-97.4079	soil	73071.0
MSV000084355	P37_A9_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.95453|-78.9533	soil	27707.0
MSV000084355	P37_B1_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	40.18924|-75.4381	soil	19426.0
MSV000084355	P37_B10_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_B11_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_B12_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_B12_no_no_no_unknown_190919215641.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_B2_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.2371|-97.4079	soil	73071.0
MSV000084355	P37_B3_no_yes_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	34.13659|-77.9206	soil	28412.0
MSV000084355	P37_B4_no_yes_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	27.89947|-80.6596	soil	32909.0
MSV000084355	P37_B5_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	40.51466|-74.3931	soil	8817.0
MSV000084355	P37_B6_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	40.20765|-75.5321	soil	19468.0
MSV000084355	P37_B7_yes_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	43.80624|-91.1406	soil	54601.0
MSV000084355	P37_B8_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_B9_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_C1_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_C10_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_C11_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_C12_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_C2_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_C3_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_C4_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_C5_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_C6_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_C7_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_C8_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_C9_no_yes_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_D1_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_D10_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.4328|-97.5245	soil	73109.0
MSV000084355	P37_D11_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.4215|-97.569	soil	73119.0
MSV000084355	P37_D12_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.4215|-97.569	soil	73119.0
MSV000084355	P37_D3_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_D3_no_no_no_unknown_190919201024.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_D4_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_D5_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_D6_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_D7_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_D8_no_yes_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.4215|-97.569	soil	73119.0
MSV000084355	P37_D9_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.4215|-97.569	soil	73119.0
MSV000084355	P37_E1_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.2371|-97.4079	soil	73071.0
MSV000084355	P37_E10_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	39.02072|-94.3017	soil	64015.0
MSV000084355	P37_E11_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	40.20765|-75.5321	soil	19468.0
MSV000084355	P37_E12_no_yes_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	27.78864|-82.7296	soil	33710.0
MSV000084355	P37_E2_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P37_E3_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	42.13455|-89.2726	soil	61010.0
MSV000084355	P37_E4_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_E5_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_E6_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_E7_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_E8_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.51485|-117.581	soil	92694.0
MSV000084355	P37_E9_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.2371|-97.4079	soil	73071.0
MSV000084355	P37_F1_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.2371|-97.4079	soil	73071.0
MSV000084355	P37_F10_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	36.8646|-76.0551	soil	23454.0
MSV000084355	P37_F11_no_yes_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	42.13455|-89.2726	soil	61010.0
MSV000084355	P37_F2_no_yes_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	34.96859|-86.791	soil	35739.0
MSV000084355	P37_F3_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	34.96859|-86.791	soil	35739.0
MSV000084355	P37_F4_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	34.96859|-86.791	soil	35739.0
MSV000084355	P37_F5_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	34.96859|-86.791	soil	35739.0
MSV000084355	P37_F6_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	40.00813|-82.6853	soil	43062.0
MSV000084355	P37_F7_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.34024|-97.2005	soil	74857.0
MSV000084355	P37_F8_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.34024|-97.2005	soil	74857.0
MSV000084355	P37_F9_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.2371|-97.4079	soil	73071.0
MSV000084355	P37_G1_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	33.41925|-86.7894	soil	35216.0
MSV000084355	P37_G10_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.95453|-78.9533	soil	27707.0
MSV000084355	P37_G11_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.2371|-97.4079	soil	73071.0
MSV000084355	P37_G12_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.2371|-97.4079	soil	73071.0
MSV000084355	P37_G12_no_no_no_unknown_190919202341.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.2371|-97.4079	soil	73071.0
MSV000084355	P37_G2_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.9173|-84.1988	soil	37932.0
MSV000084355	P37_G3_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.96648|-84.2905	soil	37830.0
MSV000084355	P37_G4_no_yes_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.96648|-84.2905	soil	37830.0
MSV000084355	P37_G5_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.96648|-84.2905	soil	37830.0
MSV000084355	P37_G6_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.96648|-84.2905	soil	37830.0
MSV000084355	P37_G7_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.96648|-84.2905	soil	37830.0
MSV000084355	P37_G8_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.96648|-84.2905	soil	37830.0
MSV000084355	P37_G8_no_no_no_unknown_190919213007.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.96648|-84.2905	soil	37830.0
MSV000084355	P37_G9_no_yes_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.9173|-84.1988	soil	37932.0
MSV000084355	P37_H1_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.45877|-97.3458	soil	73130.0
MSV000084355	P37_H1_no_no_no_unknown_190919195705.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.45877|-97.3458	soil	73130.0
MSV000084355	P37_H10_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	34.13659|-77.9206	soil	28412.0
MSV000084355	P37_H2_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.46191|-97.2626	soil	73020.0
MSV000084355	P37_H3_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.58214|-97.2894	soil	73049.0
MSV000084355	P37_H4_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.46191|-97.2626	soil	73020.0
MSV000084355	P37_H5_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.71446|-97.0795	soil	74881.0
MSV000084355	P37_H6_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.51389|-96.9064	soil	74855.0
MSV000084355	P37_H8_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.2371|-97.4079	soil	73071.0
MSV000084355	P37_H9_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.37128|-97.753	soil	73064.0
MSV000084355	P38_A10_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	34.26418|-77.8683	soil	28405.0
MSV000084355	P38_A10_no_no_no_unknown_190919193029.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	34.26418|-77.8683	soil	28405.0
MSV000084355	P38_A11_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.58214|-97.2894	soil	73049.0
MSV000084355	P38_A3_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	34.13659|-77.9206	soil	28412.0
MSV000084355	P38_A4_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	34.13659|-77.9206	soil	28412.0
MSV000084355	P38_A4_no_no_no_unknown_190919203658.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	34.13659|-77.9206	soil	28412.0
MSV000084355	P38_A5_no_yes_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	34.26418|-77.8683	soil	28405.0
MSV000084355	P38_A6_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	34.26418|-77.8683	soil	28405.0
MSV000084355	P38_A7_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	34.26418|-77.8683	soil	28405.0
MSV000084355	P38_A7_no_no_no_unknown_190919210333.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	34.26418|-77.8683	soil	28405.0
MSV000084355	P38_A8_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	34.26418|-77.8683	soil	28405.0
MSV000084355	P38_A9_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	34.13659|-77.9206	soil	28412.0
MSV000084355	P38_B1_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.2371|-97.4079	soil	73071.0
MSV000084355	P38_B10_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_B11_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_B12_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_B2_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.2371|-97.4079	soil	73071.0
MSV000084355	P38_B3_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.45877|-97.3458	soil	73130.0
MSV000084355	P38_B4_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.2371|-97.4079	soil	73071.0
MSV000084355	P38_B5_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.2371|-97.4079	soil	73071.0
MSV000084355	P38_B6_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	27.78864|-82.7296	soil	33710.0
MSV000084355	P38_B6_no_no_no_unknown_190919221000.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	27.78864|-82.7296	soil	33710.0
MSV000084355	P38_B8_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	27.78864|-82.7296	soil	33710.0
MSV000084355	P38_B8_no_no_no_unknown_190919214322.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	27.78864|-82.7296	soil	33710.0
MSV000084355	P38_B9_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_C10_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_C11_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_C12_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_C12_no_no_no_unknown_190919211650.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_C2_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_C3_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_C4_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_C5_no_yes_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_C6_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_C7_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_C8_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_C9_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_D1_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_D10_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.46191|-97.2626	soil	73020.0
MSV000084355	P38_D11_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.98181|-95.8092	soil	74011.0
MSV000084355	P38_D12_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.2371|-97.4079	soil	73071.0
