MassiveID	filename	SampleType	NCBITaxonomy	MassSpectrometer	BiologicalSex	AgeInYears	UBERONBodyPartName	HealthStatus	DOIDCommonName	Cluster1	Ethnicity	Social_Economical_Status
MSV000079949	GF1_Uterus5_GF11_01_21811.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	uterus	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Vagina1_GF12_01_21812.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	vagina	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF1_Vagina2_GG1_01_21815.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	vagina	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Adrenal1_BF3_01_22047.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	adrenal gland	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Adrenal2_BF4_01_22048.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	adrenal gland	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Bladder_BE10_01_22040.mzXML	biofluid	10088|Mus	impact HD|MS:1002667	female	not applicable	urine	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Blood_BA2_01_21975.mzXML	biofluid	10088|Mus	impact HD|MS:1002667	female	not applicable	urine	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Brain1_BH9_01_22081.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	brain	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Brain2_BH10_01_22082.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	brain	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Brain3_BH11_01_22083.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	brain	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Brain4_BH12_01_22084.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	brain	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Cecum1_BD10_01_22026.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	caecum	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Cecum2_BD11_01_22027.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	caecum	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Cecum3_BD12_01_22028.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	caecum	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Cecum4_BE1_01_22031.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	caecum	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Cecum5_BE2_01_22032.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	caecum	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Cecum6_BE3_01_22033.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	caecum	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Cervix_BG2_01_22060.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	vagina	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Colon1_BE4_01_22034.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lower digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Colon2_BE5_01_22035.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lower digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Colon3_BE6_01_22036.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lower digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Colon4_BE7_01_22037.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lower digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Colon5_BE8_01_22038.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lower digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Colon6_BE9_01_22039.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lower digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Duo1_BC4_01_22006.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Duo2_BC5_01_22007.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Duo3_BC6_01_22008.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Duo4_BC7_01_22009.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Duo5_BC8_01_22010.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Duo6_BC9_01_22011.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Ear1_BA9_01_21982.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	head or neck skin	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Ear2_BA10_01_21983.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	head or neck skin	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Eso1_BH4_01_22076.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Eso2_BH5_01_22077.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Eso3_BH6_01_22078.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Eso4_BH7_01_22079.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Foot1_BA5_01_21978.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	skin of leg	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Foot2_BA6_01_21979.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	skin of leg	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Foot3_BA7_01_21980.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	skin of leg	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Foot4_BA8_01_21981.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	skin of leg	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Gall_BB4_01_21992.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	gall bladder	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Heart1_BG3_01_22061.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	heart	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Heart2_BG4_01_22062.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	heart	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Heart3_BG5_01_22063.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	heart	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Heart4_BG6_01_22064.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	heart	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Ile1_BD4_01_22020.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Ile2_BD5_01_22021.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Ile3_BD6_01_22022.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Ile4_BD7_01_22023.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Ile5_BD8_01_22024.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Ile6_BD9_01_22025.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Jeju1_BC10_01_22012.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Jeju2_BC11_01_22013.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Jeju3_BC12_01_22014.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Jeju4_BD1_01_22017.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Jeju5_BD2_01_22018.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Jeju6_BD3_01_22019.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Kid1_BE11_01_22041.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	kidney	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Kid2_BE12_01_22042.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	kidney	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Kid3_BF1_01_22045.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	kidney	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Kid4_BF2_01_22046.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	kidney	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Liver1_BB5_01_21993.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	liver	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Liver2_BB6_01_21994.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	liver	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Liver3_BB7_01_21995.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	liver	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Liver4_BB8_01_21996.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	liver	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Liver5_BB9_01_21997.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	liver	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Lung1_BG7_01_22065.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lung	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Lung2_BG8_01_22066.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lung	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Lung3_BG9_01_22067.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lung	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Lung4_BG10_01_22068.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lung	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Lung5_BG11_01_22069.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lung	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Mouth_BA11_01_21984.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	oral cavity	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Ovary1_BF5_01_22049.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	ovary	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Ovary2_BF6_01_22050.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	ovary	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Pancreas1_BB10_01_21998.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	pancreas	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Pancreas2_BB11_01_21999.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	pancreas	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Pancreas3_BB12_01_22000.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	pancreas	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Skin1_BA3_01_21976.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	skin of trunk	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Skin2_BA4_01_21977.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	skin of trunk	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Spleen1_BA12_01_21985.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	spleen	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Spleen2_BB1_01_21989.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	spleen	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Spleen3_BB2_01_21990.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	spleen	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Spleen4_BB3_01_21991.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	spleen	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Stomach1_BC1_01_22003.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	stomach	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Stomach2_BC2_01_22004.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	stomach	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Stomach3_BC3_01_22005.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	stomach	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Stool_BA1_01_21972.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	feces	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Thymus_BH8_01_22080.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	thymus	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Trach1_BG12_01_22070.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	trachea	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Trach2_BH1_01_22073.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	trachea	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Trach3_BH2_01_22074.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	trachea	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Trach4_BH3_01_22075.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	trachea	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Uterus1_BF7_01_22051.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	uterus	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Uterus2_BF8_01_22052.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	uterus	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Uterus3_BF9_01_22053.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	uterus	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Uterus4_BF10_01_22054.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	uterus	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Uterus5_BF11_01_22055.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	uterus	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Vagina1_BF12_01_22056.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	vagina	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF2_Vagina2_BG1_01_22059.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	vagina	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Adrenal1_BF3_01_22273.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	adrenal gland	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Adrenal2_BF4_01_22274.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	adrenal gland	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Bladder_BE10_01_22266.mzXML	biofluid	10088|Mus	impact HD|MS:1002667	female	not applicable	urine	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Blood_BA2_01_22202.mzXML	biofluid	10088|Mus	impact HD|MS:1002667	female	not applicable	urine	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Brain1_BH9_01_22307.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	brain	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Brain2_BH10_01_22308.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	brain	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Brain3_BH11_01_22309.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	brain	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Brain4_BH12_01_22310.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	brain	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Cecum1_BD10_01_22252.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	caecum	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Cecum2_BD11_01_22253.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	caecum	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Cecum3_BD12_01_22254.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	caecum	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Cecum4_BE1_01_22257.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	caecum	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Cecum5_BE2_01_22258.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	caecum	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Cecum6_BE3_01_22259.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	caecum	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Cervix_BG2_01_22286.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	vagina	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Colon1_BE4_01_22260.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lower digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Colon2_BE5_01_22261.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lower digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Colon3_BE6_01_22262.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lower digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Colon4_BE7_01_22263.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lower digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Colon5_BE8_01_22264.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lower digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Colon6_BE9_01_22265.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	lower digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Duo1_BC4_01_22232.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Duo2_BC5_01_22233.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Duo3_BC6_01_22234.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Duo4_BC7_01_22235.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Duo5_BC8_01_22236.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Duo6_BC9_01_22237.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Ear1_BA9_01_22209.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	head or neck skin	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Ear2_BA10_01_22210.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	head or neck skin	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Eso1_BH4_01_22302.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Eso2_BH5_01_22303.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Eso3_BH6_01_22304.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Eso4_BH7_01_22305.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Foot1_BA5_01_22205.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	skin of leg	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Foot2_BA6_01_22206.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	skin of leg	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Foot3_BA7_01_22207.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	skin of leg	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Foot4_BA8_01_22208.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	skin of leg	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Gall_BB4_01_22218.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	gall bladder	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Heart1_BG3_01_22287.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	heart	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Heart2_BG4_01_22288.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	heart	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Heart3_BG5_01_22289.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	heart	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Heart4_BG6_01_22290.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	heart	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Ile2_BD5_01_22247.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Ile3_BD6_01_22248.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Ile4_BD7_01_22249.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Ile5_BD8_01_22250.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Ile6_BD9_01_22251.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Jeju1_BC10_01_22238.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Jeju2_BC11_01_22239.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
MSV000079949	GF3_Jeju3_BC12_01_22240.mzXML	tissue	10088|Mus	impact HD|MS:1002667	female	not applicable	upper digestive tract	not applicable	not applicable	Germ_Free	not applicable	not applicable
