MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	Depth_Meters	DepthorAltitudeMeters	ENVOBroadScale	ENVOLocalScale	ENVOMediumScale	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	rowid	id
MSV000092347	FV_SD_ii.mzXML	algae		49266|Fucus vesiculosus	2022	surface, solvent dipping	hexane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									92	91
MSV000092347	FV_SD_iii.mzXML	algae		49266|Fucus vesiculosus	2022	surface, solvent dipping	hexane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									93	92
MSV000092347	FV_SD_iv.mzXML	algae		49266|Fucus vesiculosus	2022	surface, solvent dipping	hexane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									94	93
MSV000092347	FV_SFA_III_a.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									95	94
MSV000092347	FV_SFA_III_b.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									96	95
MSV000092347	FV_SFA_II_a.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									97	96
MSV000092347	FV_SFA_II_b.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									98	97
MSV000092347	FV_SFA_IV_a.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									99	98
MSV000092347	FV_SFA_IV_b.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									100	99
MSV000092347	FV_SFA_I_a.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									101	100
MSV000092347	FV_SFA_I_b.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									102	101
MSV000092347	FV_SFA_V_a.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									103	102
MSV000092347	FV_SFA_V_b.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									104	103
MSV000092347	FV_SFD_III_a.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									105	104
MSV000092347	FV_SFD_III_b.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									106	105
MSV000092347	FV_SFD_II_a.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									107	106
MSV000092347	FV_SFD_II_b.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									108	107
MSV000092347	FV_SFD_IV_a.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									109	108
MSV000092347	FV_SFD_IV_b.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									110	109
MSV000092347	FV_SFD_I_a.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									111	110
MSV000092347	FV_SFD_I_b.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									112	111
MSV000092347	FV_SFD_V_a.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									113	112
MSV000092347	FV_SFD_V_b.mzXML	algae		49266|Fucus vesiculosus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									114	113
MSV000092347	MeOH_1.mzXML	blank_analysis			2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611														115	114
MSV000092347	MeOH_3.mzXML	blank_analysis			2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611														116	115
MSV000092347	sand_1_a.mzXML	blank_QC			2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611														117	116
MSV000092347	sand_1_b.mzXML	blank_QC			2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611														118	117
MSV000092347	sand_2_a.mzXML	blank_QC			2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611														119	118
MSV000092347	sand_2_b.mzXML	blank_QC			2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611														120	119
MSV000092347	sand_3_a.mzXML	blank_QC			2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611														121	120
MSV000092347	sand_3_b.mzXML	blank_QC			2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611														122	121
MSV000092347	sand_4_a.mzXML	blank_QC			2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611														123	122
MSV000092347	sand_4_b.mzXML	blank_QC			2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611														124	123
MSV000092347	sand_5_a.mzXML	blank_QC			2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611														125	124
MSV000092347	sand_5_b.mzXML	blank_QC			2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (negative)	reverse phase (C18)									07-19	Germany		54.454333|10.198611														126	125
MSV000092347	Er_FEW1_pos_I.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									127	126
MSV000092347	Er_FEW1_pos_II.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									128	127
MSV000092347	Er_FEW1_pos_III.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									129	128
MSV000092347	Er_FEW1_pos_IV.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									130	129
MSV000092347	Er_FEW2_pos_I.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									131	130
MSV000092347	Er_FEW2_pos_II.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									132	131
MSV000092347	Er_FEW2_pos_III.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									133	132
MSV000092347	Er_FEW2_pos_IV.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									134	133
MSV000092347	Er_FEW3_pos_I.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									135	134
MSV000092347	Er_FEW3_pos_II.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									136	135
MSV000092347	Er_FEW3_pos_III.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									137	136
MSV000092347	Er_FEW3_pos_IV.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									138	137
MSV000092347	Er_FEW4_pos_I.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									139	138
MSV000092347	Er_FEW4_pos_II.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									140	139
MSV000092347	Er_FEW4_pos_III.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									141	140
MSV000092347	Er_FEW4_pos_IV.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									142	141
MSV000092347	Er_FEW5_pos_I.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									143	142
MSV000092347	Er_FEW5_pos_II.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									144	143
MSV000092347	Er_FEW5_pos_III.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									145	144
MSV000092347	Er_FEW5_pos_IV.mzXML	algae		87147|Fucus evanescens	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									146	145
MSV000092347	Er_FE_SA_pos_I.mzXML	algae		87147|Fucus evanescens	2022	surface, solid-phase adsorption (C18)	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									147	146
MSV000092347	Er_FE_SA_pos_II.mzXML	algae		87147|Fucus evanescens	2022	surface, solid-phase adsorption (C18)	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									148	147
MSV000092347	Er_FE_SA_pos_III.mzXML	algae		87147|Fucus evanescens	2022	surface, solid-phase adsorption (C18)	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									149	148
MSV000092347	Er_FE_SA_pos_IV.mzXML	algae		87147|Fucus evanescens	2022	surface, solid-phase adsorption (C18)	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									150	149
MSV000092347	Er_FE_SD_ch2cl2_pos_I.mzXML	algae		87147|Fucus evanescens	2022	surface, solvent dipping	hexane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									151	150
MSV000092347	Er_FE_SD_ch2cl2_pos_II.mzXML	algae		87147|Fucus evanescens	2022	surface, solvent dipping	hexane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									152	151
MSV000092347	Er_FE_SD_ch2cl2_pos_III.mzXML	algae		87147|Fucus evanescens	2022	surface, solvent dipping	hexane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									153	152
MSV000092347	Er_FE_SD_ch2cl2_pos_IV.mzXML	algae		87147|Fucus evanescens	2022	surface, solvent dipping	hexane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									154	153
MSV000092347	Er_FE_SD_ch3oh_pos_I.mzXML	algae		87147|Fucus evanescens	2022	surface, solvent dipping	hexane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									155	154
MSV000092347	Er_FE_SD_ch3oh_pos_II.mzXML	algae		87147|Fucus evanescens	2022	surface, solvent dipping	hexane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									156	155
MSV000092347	Er_FE_SD_ch3oh_pos_III.mzXML	algae		87147|Fucus evanescens	2022	surface, solvent dipping	hexane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									157	156
MSV000092347	Er_FE_SD_ch3oh_pos_IV.mzXML	algae		87147|Fucus evanescens	2022	surface, solvent dipping	hexane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									158	157
MSV000092347	Er_FE_SFA1_pos_I.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									159	158
MSV000092347	Er_FE_SFA1_pos_II.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									160	159
MSV000092347	Er_FE_SFA1_pos_III.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									161	160
MSV000092347	Er_FE_SFA1_pos_IV.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									162	161
MSV000092347	Er_FE_SFA2_pos_I.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									163	162
MSV000092347	Er_FE_SFA2_pos_II.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									164	163
MSV000092347	Er_FE_SFA2_pos_III.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									165	164
MSV000092347	Er_FE_SFA2_pos_IV.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									166	165
MSV000092347	Er_FE_SFA3_pos_I.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									167	166
MSV000092347	Er_FE_SFA3_pos_II.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									168	167
MSV000092347	Er_FE_SFA3_pos_III.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									169	168
MSV000092347	Er_FE_SFA3_pos_IV.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									170	169
MSV000092347	Er_FE_SFA4_pos_I.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									171	170
MSV000092347	Er_FE_SFA4_pos_II.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									172	171
MSV000092347	Er_FE_SFA4_pos_III.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									173	172
MSV000092347	Er_FE_SFA4_pos_IV.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									174	173
MSV000092347	Er_FE_SFA5_pos_I.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									175	174
MSV000092347	Er_FE_SFA5_pos_II.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									176	175
MSV000092347	Er_FE_SFA5_pos_III.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									177	176
MSV000092347	Er_FE_SFA5_pos_IV.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									178	177
MSV000092347	Er_FE_SFD1_pos_I.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									179	178
MSV000092347	Er_FE_SFD1_pos_II.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									180	179
MSV000092347	Er_FE_SFD1_pos_III.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									181	180
MSV000092347	Er_FE_SFD1pos_IV.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									182	181
MSV000092347	Er_FE_SFD2_pos_I.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									183	182
MSV000092347	Er_FE_SFD2_pos_II.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									184	183
MSV000092347	Er_FE_SFD2_pos_III.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									185	184
